Results Table 1


Results Table 2


Time,Displacement,Force
"2.4600","2.4093","70.8223"
"2.4800","2.4286","71.4536"
"2.5000","2.4487","72.2718"
"2.5200","2.4691","72.6754"
"2.5400","2.4892","73.3451"
"2.5600","2.5095","73.9342"
"2.5800","2.5293","75.0783"
"2.6000","2.5493","75.2367"
"2.6200","2.5692","75.8558"
"2.6400","2.5886","76.5344"
"2.6600","2.6089","77.1813"
"2.6800","2.6295","77.8019"
"2.7000","2.6500","78.1460"
"2.7200","2.6703","78.3795"
"2.7400","2.6898","79.5586"
"2.7600","2.7101","80.2884"
"2.7800","2.7302","80.6606"
"2.8000","2.7499","81.3316"
"2.8200","2.7702","81.5986"
"2.8400","2.7897","82.4636"
"2.8600","2.8092","82.9948"
"2.8800","2.8295","83.4642"
"2.9000","2.8498","84.2450"
"2.9200","2.8698","84.7951"
"2.9400","2.8889","85.6015"
"2.9600","2.9081","86.5696"
"2.9800","2.9284","86.9266"
"3.0000","2.9490","87.6446"
"3.0200","2.9699","88.2133"
"3.0400","2.9902","88.9305"
"3.0600","3.0096","89.6849"
"3.0800","3.0292","89.9054"
"3.1000","3.0489","90.5058"
"3.1200","3.0691","91.3502"
"3.1400","3.0895","91.7964"
"3.1600","3.1095","92.3838"
"3.1800","3.1298","92.8144"
"3.2000","3.1495","93.8388"
"3.2200","3.1691","94.5590"
"3.2400","3.1892","95.0310"
"3.2600","3.2091","95.5079"
"3.2800","3.2293","95.8363"
"3.3000","3.2494","96.5042"
"3.3200","3.2693","97.2983"
"3.3400","3.2893","98.0058"
"3.3600","3.3091","98.8741"
"3.3800","3.3293","99.4157"
"3.4000","3.3497","100.0522"
"3.4200","3.3696","100.7659"
"3.4400","3.3895","101.2884"
"3.4600","3.4092","101.5608"
"3.4800","3.4293","102.3463"
"3.5000","3.4501","102.8141"
"3.5200","3.4697","103.2594"
"3.5400","3.4893","103.9926"
"3.5600","3.5090","104.6533"
"3.5800","3.5289","105.5219"
"3.6000","3.5496","105.9007"
"3.6200","3.5694","106.8510"
"3.6400","3.5886","107.3470"
"3.6600","3.6082","107.8146"
"3.6800","3.6282","108.2517"
"3.7000","3.6491","108.8639"
"3.7200","3.6690","109.9045"
"3.7400","3.6884","110.6163"
"3.7600","3.7085","110.8743"
"3.7800","3.7287","111.5749"
"3.8000","3.7496","111.8387"
"3.8200","3.7697","112.5665"
"3.8400","3.7891","113.1453"
"3.8600","3.8091","113.6973"
"3.8800","3.8296","114.2773"
"3.9000","3.8500","115.0393"
"3.9200","3.8694","115.7696"
"3.9400","3.8883","116.6797"
"3.9600","3.9085","117.0302"
"3.9800","3.9287","117.8337"
"4.0000","3.9489","118.4428"
"4.0200","3.9692","118.7317"
"4.0400","3.9885","119.5157"
"4.0600","4.0084","120.0544"
"4.0800","4.0293","120.5733"
"4.1000","4.0502","121.2869"
"4.1200","4.0707","121.7715"
"4.1400","4.0899","122.6145"
"4.1600","4.1089","123.4052"
"4.1800","4.1284","124.1533"
"4.2000","4.1483","124.7198"
"4.2200","4.1690","124.8014"
"4.2400","4.1889","125.4612"
"4.2600","4.2086","126.4873"
"4.2800","4.2288","126.6556"
"4.3000","4.2490","127.3302"
"4.3200","4.2694","127.9165"
"4.3400","4.2894","128.4827"
"4.3600","4.3087","129.5276"
"4.3800","4.3286","130.0159"
"4.4000","4.3481","130.6764"
"4.4200","4.3681","131.3101"
"4.4400","4.3889","131.6891"
"4.4600","4.4090","132.3735"
"4.4800","4.4292","133.1943"
"4.5000","4.4492","133.7204"
"4.5200","4.4690","134.0967"
"4.5400","4.4892","134.3604"
"4.5600","4.5088","135.3284"
"4.5800","4.5288","136.3015"
"4.6000","4.5495","136.9618"
"4.6200","4.5697","137.6860"
"4.6400","4.5897","137.9289"
"4.6600","4.6091","138.6031"
"4.6800","4.6289","139.2275"
"4.7000","4.6497","139.9035"
"4.7200","4.6702","140.5981"
"4.7400","4.6903","140.9219"
"4.7600","4.7094","141.8338"
"4.7800","4.7289","142.4529"
"4.8000","4.7497","142.8019"
"4.8200","4.7699","143.6495"
"4.8400","4.7901","144.1640"
"4.8600","4.8099","144.5888"
"4.8800","4.8295","145.4059"
"4.9000","4.8496","145.5851"
"4.9200","4.8694","146.4412"
"4.9400","4.8893","147.1022"
"4.9600","4.9094","147.6220"
"4.9800","4.9292","148.5322"
"5.0000","4.9494","149.2503"
"5.0200","4.9693","149.9000"
"5.0400","4.9890","150.4452"
"5.0600","5.0092","150.8916"
"5.0800","5.0286","151.6065"
"5.1000","5.0485","152.2686"
"5.1200","5.0690","152.5091"
"5.1400","5.0891","153.5260"
"5.1600","5.1092","154.0172"
"5.1800","5.1291","154.7781"
"5.2000","5.1492","155.0812"
"5.2200","5.1695","155.7891"
"5.2400","5.1890","156.6513"
"5.2600","5.2093","157.1279"
"5.2800","5.2298","157.8958"
"5.3000","5.2497","158.3984"
"5.3200","5.2692","159.0425"
"5.3400","5.2880","159.6776"
"5.3600","5.3077","160.3284"
"5.3800","5.3285","160.5561"
"5.4000","5.3494","161.1322"
"5.4200","5.3704","161.7210"
"5.4400","5.3902","162.9852"
"5.4600","5.4097","163.6958"
"5.4800","5.4297","163.8919"
"5.5000","5.4493","164.3738"
"5.5200","5.4693","165.0106"
"5.5400","5.4893","165.6859"
"5.5600","5.5089","166.5055"
"5.5800","5.5293","167.1781"
"5.6000","5.5494","167.5790"
"5.6200","5.5697","168.3952"
"5.6400","5.5900","168.8388"
"5.6600","5.6097","169.9083"
"5.6800","5.6297","170.3315"
"5.7000","5.6494","170.6373"
"5.7200","5.6690","171.3825"
"5.7400","5.6891","171.7834"
"5.7600","5.7087","172.7963"
"5.7800","5.7291","173.0156"
"5.8000","5.7496","173.5559"
"5.8200","5.7688","174.3506"
"5.8400","5.7881","174.8641"
"5.8600","5.8078","175.4595"
"5.8800","5.8289","176.2807"
"5.9000","5.8499","176.4537"
"5.9200","5.8699","177.3684"
"5.9400","5.8900","178.2227"
"5.9600","5.9100","178.8045"
"5.9800","5.9299","179.5167"
"6.0000","5.9500","179.7404"
"6.0200","5.9693","180.6116"
"6.0400","5.9892","180.9921"
"6.0600","6.0091","181.7266"
"6.0800","6.0289","182.6588"
"6.1000","6.0496","183.1259"
"6.1200","6.0700","183.5466"
"6.1400","6.0906","184.1658"
"6.1600","6.1105","184.8588"
"6.1800","6.1297","185.6982"
"6.2000","6.1497","186.0949"
"6.2200","6.1697","186.6357"
"6.2400","6.1895","187.3564"
"6.2600","6.2095","187.7917"
"6.2800","6.2295","188.5161"
"6.3000","6.2498","189.1448"
"6.3200","6.2695","189.8832"
"6.3400","6.2887","190.4938"
"6.3600","6.3092","191.0630"
"6.3800","6.3296","191.9215"
"6.4000","6.3496","192.4384"
"6.4200","6.3693","192.7178"
"6.4400","6.3886","193.6506"
"6.4600","6.4088","193.8816"
"6.4800","6.4290","194.6083"
"6.5000","6.4489","195.2989"
"6.5200","6.4687","196.2135"
"6.5400","6.4880","196.9109"
"6.5600","6.5082","197.3083"
"6.5800","6.5292","197.5623"
"6.6000","6.5499","198.3055"
"6.6200","6.5702","198.8427"
"6.6400","6.5894","199.4170"
"6.6600","6.6087","200.2838"
"6.6800","6.6291","200.9449"
"6.7000","6.6500","201.6461"
"6.7200","6.6709","202.1598"
"6.7400","6.6903","203.0932"
"6.7600","6.7093","203.4680"
"6.7800","6.7291","204.0134"
"6.8000","6.7489","204.5526"
"6.8200","6.7689","205.1879"
"6.8400","6.7887","205.9218"
"6.8600","6.8086","206.8834"
"6.8800","6.8291","207.1851"
"6.9000","6.8495","207.5756"
"6.9200","6.8699","208.4490"
"6.9400","6.8897","208.8934"
"6.9600","6.9090","209.8448"
"6.9800","6.9296","210.0806"
"7.0000","6.9501","210.8356"
"7.0200","6.9699","211.6261"
"7.0400","6.9899","212.4858"
"7.0600","7.0092","213.2317"
"7.0800","7.0293","213.9131"
"7.1000","7.0500","214.2879"
"7.1200","7.0701","214.7918"
"7.1400","7.0901","215.3022"
"7.1600","7.1097","215.7282"
"7.1800","7.1300","216.2988"
"7.2000","7.1504","216.5525"
"7.2200","7.1699","217.4738"
"7.2400","7.1893","218.2496"
"7.2600","7.2084","219.0484"
"7.2800","7.2279","219.6518"
"7.3000","7.2487","220.4030"
"7.3200","7.2693","220.8812"
"7.3400","7.2897","221.1085"
"7.3600","7.3099","221.7360"
"7.3800","7.3298","222.8287"
"7.4000","7.3500","223.2435"
"7.4200","7.3698","224.2735"
"7.4400","7.3895","224.9215"
"7.4600","7.4094","224.9621"
"7.4800","7.4292","225.6449"
"7.5000","7.4496","226.2428"
"7.5200","7.4696","226.9912"
"7.5400","7.4894","227.6715"
"7.5600","7.5095","228.1095"
"7.5800","7.5292","228.8862"
"7.6000","7.5495","229.2989"
"7.6200","7.5698","229.9548"
"7.6400","7.5899","230.9247"
"7.6600","7.6104","231.2552"
"7.6800","7.6305","231.6990"
"7.7000","7.6502","232.2794"
"7.7200","7.6699","232.7007"
"7.7400","7.6893","233.7448"
"7.7600","7.7095","234.2132"
"7.7800","7.7296","234.5889"
"7.8000","7.7496","235.3977"
"7.8200","7.7701","235.6376"
"7.8400","7.7900","236.6185"
"7.8600","7.8098","237.1885"
"7.8800","7.8296","238.0494"
"7.9000","7.8494","238.6402"
"7.9200","7.8698","239.1728"
"7.9400","7.8897","239.9117"
"7.9600","7.9092","240.5832"
"7.9800","7.9290","241.0272"
"8.0000","7.9486","241.7818"
"8.0200","7.9688","242.2123"
"8.0400","7.9894","242.9104"
"8.0600","8.0096","243.6737"
"8.0800","8.0294","244.4438"
"8.1000","8.0486","245.3003"
"8.1200","8.0683","245.4813"
"8.1400","8.0887","245.9641"
"8.1600","8.1087","246.9538"
"8.1800","8.1292","247.7332"
"8.2000","8.1491","248.1921"
"8.2200","8.1689","248.7200"
"8.2400","8.1888","248.8444"
"8.2600","8.2087","249.4413"
"8.2800","8.2294","250.2051"
"8.3000","8.2497","251.0457"
"8.3200","8.2690","251.7549"
"8.3400","8.2888","252.2236"
"8.3600","8.3087","252.9439"
"8.3800","8.3291","253.4342"
"8.4000","8.3492","253.8823"
"8.4200","8.3687","254.5576"
"8.4400","8.3888","254.9779"
"8.4600","8.4091","255.7777"
"8.4800","8.4296","256.4929"
"8.5000","8.4497","256.6160"
"8.5200","8.4689","257.6642"
"8.5400","8.4887","258.4606"
"8.5600","8.5088","258.9242"
"8.5800","8.5293","259.8230"
"8.6000","8.5505","260.1544"
"8.6200","8.5703","261.0163"
"8.6400","8.5894","261.7097"
"8.6600","8.6090","262.5636"
"8.6800","8.6292","262.7859"
"8.7000","8.6496","262.9935"
"8.7200","8.6688","263.3086"
"8.7400","8.6876","264.5392"
"8.7600","8.7079","265.4009"
"8.7800","8.7288","265.9955"
"8.8000","8.7500","266.4832"
"8.8200","8.7704","267.1269"
"8.8400","8.7898","267.9016"
"8.8600","8.8093","268.2562"
"8.8800","8.8290","268.6270"
"8.9000","8.8494","269.3089"
"8.9200","8.8695","269.8123"
"8.9400","8.8884","270.7624"
"8.9600","8.9082","271.3287"
"8.9800","8.9284","272.0125"
"9.0000","8.9488","272.7360"
"9.0200","8.9696","273.2519"
"9.0400","8.9897","273.7946"
"9.0600","9.0096","274.1492"
"9.0800","9.0296","274.7072"
"9.1000","9.0497","275.7090"
"9.1200","9.0700","276.1645"
"9.1400","9.0889","276.9025"
"9.1600","9.1081","277.5026"
"9.1800","9.1283","278.1880"
"9.2000","9.1489","278.8602"
"9.2200","9.1697","279.3691"
"9.2400","9.1895","280.1384"
"9.2600","9.2089","281.0795"
"9.2800","9.2289","281.6025"
"9.3000","9.2488","282.3358"
"9.3200","9.2693","282.7185"
"9.3400","9.2895","283.1354"
"9.3600","9.3087","283.8158"
"9.3800","9.3287","284.5840"
"9.4000","9.3488","285.3180"
"9.4200","9.3689","285.7454"
"9.4400","9.3891","286.0765"
"9.4600","9.4092","286.8578"
"9.4800","9.4296","287.1482"
"9.5000","9.4495","287.6834"
"9.5200","9.4690","288.8107"
"9.5400","9.4892","289.1980"
"9.5600","9.5088","290.2439"
"9.5800","9.5289","290.8754"
"9.6000","9.5495","291.3665"
"9.6200","9.5698","291.9543"
"9.6400","9.5898","292.1883"
"9.6600","9.6091","293.1152"
"9.6800","9.6288","293.7240"
"9.7000","9.6494","294.3257"
"9.7200","9.6699","295.0574"
"9.7400","9.6904","295.5593"
"9.7600","9.7099","296.0286"
"9.7800","9.7292","296.7440"
"9.8000","9.7495","297.1953"
"9.8200","9.7692","297.9809"
"9.8400","9.7892","298.9683"
"9.8600","9.8094","299.4095"
"9.8800","9.8294","299.9026"
"9.9000","9.8497","300.3196"
"9.9200","9.8693","300.7510"
"9.9400","9.8891","301.4468"
"9.9600","9.9093","302.1721"
"9.9800","9.9289","302.9134"
"10.0000","9.9489","303.6031"
"10.0200","9.9690","304.4326"
"10.0400","9.9893","305.2792"
"10.0600","10.0096","305.6024"
"10.0800","10.0293","306.1351"
"10.1000","10.0494","306.6176"
"10.1200","10.0696","307.0089"
"10.1400","10.0887","308.1295"
"10.1600","10.1081","308.5659"
"10.1800","10.1280","309.3534"
"10.2000","10.1486","309.8036"
"10.2200","10.1693","310.0689"
"10.2400","10.1891","310.9561"
"10.2600","10.2094","311.6412"
"10.2800","10.2299","312.3707"
"10.3000","10.2502","312.7839"
"10.3200","10.2704","313.4168"
"10.3400","10.2902","314.0203"
"10.3600","10.3103","314.6436"
"10.3800","10.3303","315.1152"
"10.4000","10.3498","315.9593"
"10.4200","10.3697","316.2504"
"10.4400","10.3893","317.0973"
"10.4600","10.4092","317.8348"
"10.4800","10.4295","318.2736"
"10.5000","10.4497","319.0809"
"10.5200","10.4704","319.4485"
"10.5400","10.4903","319.9583"
"10.5600","10.5097","320.9034"
"10.5800","10.5296","321.2294"
"10.6000","10.5491","322.2406"
"10.6200","10.5692","322.8619"
"10.6400","10.5894","323.4427"
"10.6600","10.6092","324.2420"
"10.6800","10.6297","324.1842"
"10.7000","10.6497","324.7089"
"10.7200","10.6693","325.6601"
"10.7400","10.6895","326.1737"
"10.7600","10.7093","326.9670"
"10.7800","10.7294","327.5932"
"10.8000","10.7496","328.1501"
"10.8200","10.7690","329.3262"
"10.8400","10.7884","329.5297"
"10.8600","10.8076","330.0340"
"10.8800","10.8279","330.8060"
"10.9000","10.8491","331.2533"
"10.9200","10.8695","332.2813"
"10.9400","10.8896","332.5594"
"10.9600","10.9092","333.3657"
"10.9800","10.9288","333.9272"
"11.0000","10.9489","334.5685"
"11.0200","10.9688","335.0299"
"11.0400","10.9892","335.5418"
"11.0600","11.0093","336.2144"
"11.0800","11.0293","337.0185"
"11.1000","11.0500","337.4319"
"11.1200","11.0701","337.9753"
"11.1400","11.0897","338.9726"
"11.1600","11.1091","339.3140"
"11.1800","11.1286","340.3509"
"11.2000","11.1491","340.8063"
"11.2200","11.1694","341.4751"
"11.2400","11.1892","341.9970"
"11.2600","11.2094","342.7167"
"11.2800","11.2297","343.4511"
"11.3000","11.2504","343.8506"
"11.3200","11.2703","344.2111"
"11.3400","11.2893","345.1796"
"11.3600","11.3090","345.4106"
"11.3800","11.3291","345.6993"
"11.4000","11.3494","346.4923"
"11.4200","11.3695","346.9559"
"11.4400","11.3886","348.0332"
"11.4600","11.4084","348.5582"
"11.4800","11.4290","349.5067"
"11.5000","11.4498","350.2421"
"11.5200","11.4702","350.6599"
"11.5400","11.4896","351.1688"
"11.5600","11.5095","351.6382"
"11.5800","11.5298","352.1545"
"11.6000","11.5497","352.9002"
"11.6200","11.5696","353.2776"
"11.6400","11.5888","353.9541"
"11.6600","11.6080","355.0664"
"11.6800","11.6281","355.4773"
"11.7000","11.6488","356.1988"
"11.7200","11.6697","356.1409"
"11.7400","11.6894","357.2055"
"11.7600","11.7085","358.0623"
"11.7800","11.7288","358.6673"
"11.8000","11.7494","359.3014"
"11.8200","11.7700","359.8145"
"11.8400","11.7900","360.1813"
"11.8600","11.8096","360.8574"
"11.8800","11.8299","361.4148"
"11.9000","11.8497","362.2589"
"11.9200","11.8698","362.8907"
"11.9400","11.8901","363.5445"
"11.9600","11.9100","364.4710"
"11.9800","11.9301","364.6348"
"12.0000","11.9501","365.2501"
"12.0200","11.9698","365.8651"
"12.0400","11.9897","366.7561"
"12.0600","12.0095","367.1992"
"12.0800","12.0300","367.6391"
"12.1000","12.0504","368.3823"
"12.1200","12.0699","369.2183"
"12.1400","12.0897","369.6437"
"12.1600","12.1093","370.4545"
"12.1800","12.1295","371.1580"
"12.2000","12.1503","371.5736"
"12.2200","12.1704","372.1660"
"12.2400","12.1901","372.7036"
"12.2600","12.2089","373.5759"
"12.2800","12.2279","374.1695"
"12.3000","12.2482","374.5386"
"12.3200","12.2685","375.2611"
"12.3400","12.2894","375.9932"
"12.3600","12.3099","376.5258"
"12.3800","12.3297","377.4753"
"12.4000","12.3496","377.7492"
"12.4200","12.3693","378.4127"
"12.4400","12.3891","379.0541"
"12.4600","12.4094","379.2562"
"12.4800","12.4292","380.2434"
"12.5000","12.4497","380.7794"
"12.5200","12.4695","381.8308"
"12.5400","12.4889","382.5715"
"12.5600","12.5090","382.9743"
"12.5800","12.5288","383.4040"
"12.6000","12.5490","383.8549"
"12.6200","12.5697","384.6071"
"12.6400","12.5900","385.2568"
"12.6600","12.6100","385.8991"
"12.6800","12.6294","386.6635"
"12.7000","12.6490","387.1841"
"12.7200","12.6690","387.6866"
"12.7400","12.6885","388.6548"
"12.7600","12.7087","389.1812"
"12.7800","12.7293","389.6360"
"12.8000","12.7495","390.1792"
"12.8200","12.7696","390.3212"
"12.8400","12.7892","391.0767"
"12.8600","12.8091","391.5509"
"12.8800","12.8293","392.4544"
"12.9000","12.8493","393.3267"
"12.9200","12.8699","393.6896"
"12.9400","12.8898","394.6590"
"12.9600","12.9096","395.7305"
"12.9800","12.9300","395.9349"
"13.0000","12.9503","396.5340"
"13.0200","12.9705","396.8261"
"13.0400","12.9896","397.4264"
"13.0600","13.0086","398.1346"
"13.0800","13.0285","398.4739"
"13.1000","13.0484","399.0698"
"13.1200","13.0688","399.9547"
"13.1400","13.0894","400.7928"
"13.1600","13.1095","401.5816"
"13.1800","13.1301","401.7898"
"13.2000","13.1502","402.1865"
"13.2200","13.1697","403.1215"
"13.2400","13.1893","403.7108"
"13.2600","13.2089","404.5363"
"13.2800","13.2294","405.0982"
"13.3000","13.2499","405.8182"
"13.3200","13.2694","406.4787"
"13.3400","13.2890","407.0389"
"13.3600","13.3085","407.6183"
"13.3800","13.3288","407.9662"
"13.4000","13.3496","408.5598"
"13.4200","13.3694","409.6051"
"13.4400","13.3892","409.9964"
"13.4600","13.4086","410.5738"
"13.4800","13.4285","411.3910"
"13.5000","13.4492","411.7050"
"13.5200","13.4690","412.4265"
"13.5400","13.4886","412.7476"
"13.5600","13.5086","413.2014"
"13.5800","13.5290","414.2991"
"13.6000","13.5498","414.8070"
"13.6200","13.5698","415.5682"
"13.6400","13.5892","416.1821"
"13.6600","13.6088","416.7203"
"13.6800","13.6288","417.6350"
"13.7000","13.6493","418.0028"
"13.7200","13.6688","418.8136"
"13.7400","13.6880","419.7751"
"13.7600","13.7086","419.9194"
"13.7800","13.7295","420.4224"
"13.8000","13.7501","420.8382"
"13.8200","13.7696","421.7775"
"13.8400","13.7886","422.2070"
"13.8600","13.8083","422.7603"
"13.8800","13.8287","423.4181"
"13.9000","13.8496","423.8320"
"13.9200","13.8697","424.4196"
"13.9400","13.8885","425.5373"
"13.9600","13.9083","426.0128"
"13.9800","13.9286","426.4751"
"14.0000","13.9489","427.1716"
"14.0200","13.9691","427.2936"
"14.0400","13.9885","428.2911"
"14.0600","14.0084","428.9732"
"14.0800","14.0289","429.6816"
"14.1000","14.0493","430.2687"
"14.1200","14.0700","430.5105"
"14.1400","14.0896","430.9975"
"14.1600","14.1087","431.9896"
"14.1800","14.1284","432.6740"
"14.2000","14.1483","433.4258"
"14.2200","14.1690","433.7941"
"14.2400","14.1894","434.4038"
"14.2600","14.2092","434.9429"
"14.2800","14.2293","435.6897"
"14.3000","14.2492","436.2938"
"14.3200","14.2695","436.8736"
"14.3400","14.2894","437.5216"
"14.3600","14.3090","438.8193"
"14.3800","14.3294","439.1918"
"14.4000","14.3492","439.8277"
"14.4200","14.3692","439.8660"
"14.4400","14.3896","440.3980"
"14.4600","14.4095","441.0888"
"14.4800","14.4292","441.8267"
"14.5000","14.4489","442.5216"
"14.5200","14.4689","443.8120"
"14.5400","14.4893","443.8865"
"14.5600","14.5091","444.5433"
"14.5800","14.5292","444.8708"
"14.6000","14.5495","445.7589"
"14.6200","14.5692","446.7328"
"14.6400","14.5895","447.2606"
"14.6600","14.6097","447.7494"
"14.6800","14.6298","448.5794"
"14.7000","14.6501","448.8116"
"14.7200","14.6697","449.3988"
"14.7400","14.6893","450.3417"
"14.7600","14.7087","450.7660"
"14.7800","14.7283","451.4216"
"14.8000","14.7491","451.5131"
"14.8200","14.7697","452.2876"
"14.8400","14.7903","452.8994"
"14.8600","14.8101","453.8386"
"14.8800","14.8299","454.7465"
"14.9000","14.8505","455.1146"
"14.9200","14.8703","455.6178"
"14.9400","14.8898","456.1712"
"14.9600","14.9097","456.5665"
"14.9800","14.9292","457.4232"
"15.0000","14.9494","457.9520"
"15.0200","14.9692","458.7913"
"15.0400","14.9889","459.6514"
"15.0600","15.0092","459.9165"
"15.0800","15.0295","460.6641"
"15.1000","15.0497","460.9859"
"15.1200","15.0693","461.7204"
"15.1400","15.0886","462.6493"
"15.1600","15.1088","463.1013"
"15.1800","15.1290","463.4138"
"15.2000","15.1491","464.1933"
"15.2200","15.1695","464.8074"
"15.2400","15.1893","465.5788"
"15.2600","15.2093","466.2146"
"15.2800","15.2291","466.7634"
"15.3000","15.2489","467.5072"
"15.3200","15.2690","467.8949"
"15.3400","15.2889","468.7759"
"15.3600","15.3094","469.4253"
"15.3800","15.3301","470.1031"
"15.4000","15.3500","470.4690"
"15.4200","15.3698","470.9423"
"15.4400","15.3893","471.7579"
"15.4600","15.4093","472.4500"
"15.4800","15.4296","472.9297"
"15.5000","15.4495","473.6234"
"15.5200","15.4696","473.7554"
"15.5400","15.4895","474.4583"
"15.5600","15.5093","475.1225"
"15.5800","15.5298","475.6802"
"15.6000","15.5493","476.6743"
"15.6200","15.5688","477.3516"
"15.6400","15.5887","477.9819"
"15.6600","15.6089","478.7639"
"15.6800","15.6298","479.1176"
"15.7000","15.6498","479.5746"
"15.7200","15.6691","480.6468"
"15.7400","15.6889","481.0714"
"15.7600","15.7088","481.7792"
"15.7800","15.7294","482.5779"
"15.8000","15.7504","482.8634"
"15.8200","15.7706","483.8049"
"15.8400","15.7898","483.9860"
"15.8600","15.8084","484.9545"
"15.8800","15.8284","485.4283"
"15.9000","15.8494","485.7208"
"15.9200","15.8694","486.3064"
"15.9400","15.8888","486.9377"
"15.9600","15.9083","487.7325"
"15.9800","15.9284","488.5227"
"16.0000","15.9495","489.4422"
"16.0200","15.9698","489.9813"
"16.0400","15.9898","490.2897"
"16.0600","16.0098","490.4626"
"16.0800","16.0298","491.4679"
"16.1000","16.0499","492.0168"
"16.1200","16.0695","493.0131"
"16.1400","16.0893","493.7412"
"16.1600","16.1093","494.4390"
"16.1800","16.1291","495.1208"
"16.2000","16.1495","495.0812"
"16.2200","16.1695","495.6980"
"16.2400","16.1890","496.4364"
"16.2600","16.2089","497.1245"
"16.2800","16.2292","497.9373"
"16.3000","16.2502","498.4618"
"16.3200","16.2702","499.0911"
"16.3400","16.2893","499.6989"
"16.3600","16.3088","500.3167"
