Results Table 1


Results Table 2


Time,Displacement,Force
(s),(mm),(mN)
"0.0000","0.0003","-5.8135"
"0.0200","0.0004","-5.6572"
"0.0400","0.0019","-5.3005"
"0.0600","0.0100","-4.1278"
"0.0800","0.0282","-3.4638"
"0.1000","0.0521","-2.6254"
"0.1200","0.0744","-1.6348"
"0.1400","0.0937","-0.3322"
"0.1600","0.1123","0.3927"
"0.1800","0.1307","1.3069"
"0.2000","0.1495","2.2967"
"0.2200","0.1688","2.8169"
"0.2400","0.1878","3.7875"
"0.2600","0.2073","4.5454"
"0.2800","0.2271","5.4932"
"0.3000","0.2471","6.5413"
"0.3200","0.2676","6.6027"
"0.3400","0.2877","7.2885"
"0.3600","0.3078","7.5726"
"0.3800","0.3278","7.9519"
"0.4000","0.3474","9.1457"
"0.4200","0.3678","9.9307"
"0.4400","0.3879","10.4055"
"0.4600","0.4077","11.4496"
"0.4800","0.4274","11.7042"
"0.5000","0.4471","12.4550"
"0.5200","0.4676","12.5303"
"0.5400","0.4883","13.1274"
"0.5600","0.5085","13.1511"
"0.5800","0.5284","13.7814"
"0.6000","0.5474","14.5147"
"0.6200","0.5669","15.0982"
"0.6400","0.5871","15.4924"
"0.6600","0.6070","16.2719"
"0.6800","0.6273","16.6516"
"0.7000","0.6472","17.1914"
"0.7200","0.6669","17.9829"
"0.7400","0.6868","18.3246"
"0.7600","0.7067","19.1338"
"0.7800","0.7275","19.5919"
"0.8000","0.7484","20.1807"
"0.8200","0.7680","21.0756"
"0.8400","0.7876","21.4251"
"0.8600","0.8069","22.3314"
"0.8800","0.8266","22.8196"
"0.9000","0.8472","23.1423"
"0.9200","0.8675","23.8269"
"0.9400","0.8877","24.2669"
"0.9600","0.9073","25.2203"
"0.9800","0.9269","26.4531"
"1.0000","0.9474","26.3635"
"1.0200","0.9672","27.2246"
"1.0400","0.9868","27.9367"
"1.0600","1.0068","28.8130"
"1.0800","1.0276","29.3114"
"1.1000","1.0489","29.3340"
"1.1200","1.0692","30.1329"
"1.1400","1.0889","30.7667"
"1.1600","1.1082","31.5299"
"1.1800","1.1270","32.0366"
"1.2000","1.1473","32.5037"
"1.2200","1.1677","32.7133"
"1.2400","1.1871","33.8562"
"1.2600","1.2071","34.3062"
"1.2800","1.2270","35.2339"
"1.3000","1.2472","35.7652"
"1.3200","1.2672","36.4453"
"1.3400","1.2867","36.9934"
"1.3600","1.3067","37.2883"
"1.3800","1.3268","38.2655"
"1.4000","1.3470","39.1739"
"1.4200","1.3672","39.3608"
"1.4400","1.3867","40.0327"
"1.4600","1.4066","40.7403"
"1.4800","1.4270","41.0692"
"1.5000","1.4471","41.8485"
"1.5200","1.4670","42.2300"
"1.5400","1.4861","42.9809"
"1.5600","1.5058","43.7816"
"1.5800","1.5264","44.4658"
"1.6000","1.5474","45.1802"
"1.6200","1.5683","45.4274"
"1.6400","1.5875","46.3977"
"1.6600","1.6064","46.7492"
"1.6800","1.6265","47.3249"
"1.7000","1.6470","48.1044"
"1.7200","1.6675","48.5205"
"1.7400","1.6872","49.2151"
"1.7600","1.7065","50.1455"
"1.7800","1.7270","50.3319"
"1.8000","1.7477","51.2904"
"1.8200","1.7679","52.0659"
"1.8400","1.7878","52.5636"
"1.8600","1.8074","53.0550"
"1.8800","1.8276","53.4828"
"1.9000","1.8478","54.0100"
"1.9200","1.8679","54.5621"
"1.9400","1.8878","55.3328"
"1.9600","1.9073","56.2946"
"1.9800","1.9276","56.6827"
"2.0000","1.9476","57.2659"
"2.0200","1.9671","58.2132"
"2.0400","1.9869","58.4018"
"2.0600","2.0066","59.1077"
"2.0800","2.0269","59.6655"
"2.1000","2.0476","60.0789"
"2.1200","2.0674","60.9242"
"2.1400","2.0871","61.7837"
"2.1600","2.1069","62.3556"
"2.1800","2.1271","62.8362"
"2.2000","2.1480","63.3616"
"2.2200","2.1679","63.9505"
"2.2400","2.1878","64.7569"
"2.2600","2.2075","65.5506"
"2.2800","2.2275","66.0206"
"2.3000","2.2477","66.1219"
"2.3200","2.2669","66.9679"
"2.3400","2.2869","67.6340"
"2.3600","2.3073","68.4824"
"2.3800","2.3276","69.3749"
"2.4000","2.3481","69.6103"
"2.4200","2.3679","70.2368"
"2.4400","2.3876","70.7178"
"2.4600","2.4075","71.4403"
"2.4800","2.4268","71.8961"
"2.5000","2.4468","72.7218"
"2.5200","2.4673","73.2350"
"2.5400","2.4874","74.1071"
"2.5600","2.5076","74.1984"
"2.5800","2.5271","75.1093"
"2.6000","2.5470","75.6392"
"2.6200","2.5669","76.2298"
"2.6400","2.5865","76.8945"
"2.6600","2.6069","77.3944"
"2.6800","2.6276","77.6290"
"2.7000","2.6478","78.4576"
"2.7200","2.6677","78.9767"
"2.7400","2.6870","80.0078"
"2.7600","2.7068","80.4811"
"2.7800","2.7269","81.0541"
"2.8000","2.7467","82.0320"
"2.8200","2.7671","82.4281"
"2.8400","2.7872","83.1312"
"2.8600","2.8069","83.7171"
"2.8800","2.8270","84.2708"
"2.9000","2.8472","85.1020"
"2.9200","2.8678","85.6686"
"2.9400","2.8875","86.3401"
"2.9600","2.9070","86.9107"
"2.9800","2.9277","87.2002"
"3.0000","2.9481","88.0671"
"3.0200","2.9684","88.4967"
"3.0400","2.9883","88.9859"
"3.0600","3.0074","90.0226"
"3.0800","3.0268","90.7834"
"3.1000","3.0465","91.4789"
"3.1200","3.0668","91.8204"
"3.1400","3.0872","92.1682"
"3.1600","3.1068","92.8114"
"3.1800","3.1266","93.3918"
"3.2000","3.1466","94.1310"
"3.2200","3.1666","94.7165"
"3.2400","3.1871","95.3790"
"3.2600","3.2075","96.3208"
"3.2800","3.2280","96.9171"
"3.3000","3.2482","97.0310"
"3.3200","3.2678","97.8451"
"3.3400","3.2875","98.0895"
"3.3600","3.3069","98.9992"
"3.3800","3.3268","99.6274"
"3.4000","3.3472","100.3768"
"3.4200","3.3672","101.0618"
"3.4400","3.3872","101.4628"
"3.4600","3.4068","102.2367"
"3.4800","3.4263","102.8579"
"3.5000","3.4466","103.2495"
"3.5200","3.4668","103.9093"
"3.5400","3.4870","104.5399"
"3.5600","3.5070","104.9091"
"3.5800","3.5270","106.0060"
"3.6000","3.5479","106.1687"
"3.6200","3.5679","106.9391"
"3.6400","3.5871","107.7154"
"3.6600","3.6067","108.3528"
"3.6800","3.6270","109.1487"
"3.7000","3.6480","109.5331"
"3.7200","3.6677","110.3285"
"3.7400","3.6863","111.1137"
"3.7600","3.7061","111.6041"
"3.7800","3.7264","112.0586"
"3.8000","3.7473","112.7051"
"3.8200","3.7676","113.3651"
"3.8400","3.7869","114.1631"
"3.8600","3.8069","114.3400"
"3.8800","3.8275","115.1258"
"3.9000","3.8477","115.4740"
"3.9200","3.8671","116.0993"
"3.9400","3.8860","116.9629"
"3.9600","3.9061","117.4586"
"3.9800","3.9268","118.0652"
"4.0000","3.9472","118.9869"
"4.0200","3.9675","119.7360"
"4.0400","3.9867","120.2709"
"4.0600","4.0061","120.8275"
"4.0800","4.0265","121.2274"
"4.1000","4.0472","121.8926"
"4.1200","4.0678","122.1737"
"4.1400","4.0871","123.4037"
"4.1600","4.1061","124.1017"
"4.1800","4.1261","124.8013"
"4.2000","4.1464","125.2717"
"4.2200","4.1671","125.3969"
"4.2400","4.1869","125.9909"
"4.2600","4.2062","126.8185"
"4.2800","4.2265","127.2377"
"4.3000","4.2469","128.0156"
"4.3200","4.2675","128.5316"
"4.3400","4.2878","129.2140"
"4.3600","4.3075","130.2354"
"4.3800","4.3273","130.4361"
"4.4000","4.3464","131.2463"
"4.4200","4.3661","131.9075"
"4.4400","4.3868","132.1733"
"4.4600","4.4070","132.8392"
"4.4800","4.4272","133.6690"
"4.5000","4.4473","134.1066"
"4.5200","4.4669","134.6859"
"4.5400","4.4869","135.4331"
"4.5600","4.5065","136.3362"
"4.5800","4.5264","137.2281"
"4.6000","4.5470","137.4332"
"4.6200","4.5673","138.1253"
"4.6400","4.5874","138.4380"
"4.6600","4.6070","139.3427"
"4.6800","4.6268","139.6264"
"4.7000","4.6477","140.3487"
"4.7200","4.6682","140.9123"
"4.7400","4.6883","141.3608"
"4.7600","4.7073","142.1440"
"4.7800","4.7261","143.2449"
"4.8000","4.7465","143.8887"
"4.8200","4.7670","144.2523"
"4.8400","4.7876","144.7473"
"4.8600","4.8079","145.1618"
"4.8800","4.8277","145.9178"
"4.9000","4.8478","146.4894"
"4.9200","4.8675","147.2644"
"4.9400","4.8872","147.8324"
"4.9600","4.9072","148.1081"
"4.9800","4.9268","149.1156"
"5.0000","4.9469","149.7370"
