host_timestamp_s,monotonic_s,fields_json
1783958679.056851,1125322.156000,"{""t_ms"":180297,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":184829008,""m4_us"":182566375,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958680.036502,1125323.140000,"{""t_ms"":181297,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":185865625,""m4_us"":183602970,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958680.930507,1125324.031000,"{""t_ms"":182297,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":186902222,""m4_us"":184639568,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958681.819781,1125324.921000,"{""t_ms"":183297,""hwm"":7,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":187938828,""m4_us"":185676164,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958682.760104,1125325.859000,"{""t_ms"":184299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":511,""rate2"":511,""prod1"":511,""prod2"":511,""sma_state"":0,""m7_us"":188978189,""m4_us"":186714813,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958683.679256,1125326.781000,"{""t_ms"":185299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":190014095,""m4_us"":187751431,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958684.569088,1125327.671000,"{""t_ms"":186299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":191050701,""m4_us"":188788039,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958685.500427,1125328.593000,"{""t_ms"":187299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":192087409,""m4_us"":189824695,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958686.463807,1125329.562000,"{""t_ms"":188299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":193124056,""m4_us"":190861351,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958687.390779,1125330.484000,"{""t_ms"":189299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":194160670,""m4_us"":191897997,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958688.322250,1125331.421000,"{""t_ms"":190299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":195197364,""m4_us"":192934634,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
