wall_us,step,phase,stage_mm,set_vel_mm_s
307666875000,5,endurance,9.999960,0.0000
307667875000,5,endurance,9.999960,0.0000
307668875000,5,endurance,9.999960,0.0000
307669890000,5,endurance,9.999960,0.0000
307670890000,5,endurance,9.999960,0.0000
307671890000,5,endurance,9.999960,0.0000
307672906000,5,endurance,9.999960,0.0000
307673906000,5,endurance,9.999960,0.0000
307674921000,5,endurance,9.999960,0.0000
307675921000,5,endurance,9.999960,0.0000
307676921000,5,endurance,9.999960,0.0000
307677937000,5,endurance,9.999960,0.0000
307678937000,5,endurance,9.999960,0.0000
307679953000,5,endurance,9.999960,0.0000
307680953000,5,endurance,9.999960,0.0000
307681968000,5,endurance,9.999960,0.0000
307682968000,5,endurance,9.999960,0.0000
307683984000,5,endurance,9.999960,0.0000
307684984000,5,endurance,9.999960,0.0000
307685984000,5,endurance,9.999960,0.0000
307687000000,5,endurance,9.999960,0.0000
307688000000,5,endurance,9.999960,0.0000
307689000000,5,endurance,9.999960,0.0000
307690015000,5,endurance,9.999960,0.0000
307691031000,5,endurance,9.999960,0.0000
307692031000,5,endurance,9.999960,0.0000
307693031000,5,endurance,9.999960,0.0000
307694031000,5,endurance,9.999960,0.0000
307695031000,5,endurance,9.999960,0.0000
307696046000,5,endurance,9.999960,0.0000
307697046000,5,endurance,9.999960,0.0000
307698062000,5,endurance,9.999960,0.0000
307699062000,5,endurance,9.999960,0.0000
307700062000,5,endurance,9.999960,0.0000
307701078000,5,endurance,9.999960,0.0000
307702078000,5,endurance,9.999960,0.0000
307703093000,5,endurance,9.999960,0.0000
307704093000,5,endurance,9.999960,0.0000
307705093000,5,endurance,9.999960,0.0000
307706109000,5,endurance,9.999960,0.0000
307707109000,5,endurance,9.999960,0.0000
307708109000,5,endurance,9.999960,0.0000
307709125000,5,endurance,9.999960,0.0000
307710125000,5,endurance,9.999960,0.0000
307711125000,5,endurance,9.999960,0.0000
307712140000,5,endurance,9.999960,0.0000
307713140000,5,endurance,9.999960,0.0000
307714140000,5,endurance,9.999960,0.0000
307715156000,5,endurance,9.999960,0.0000
307716156000,5,endurance,9.999960,0.0000
307717171000,5,endurance,9.999960,0.0000
307718187000,5,endurance,9.999960,0.0000
307719187000,5,endurance,9.999960,0.0000
307720187000,5,endurance,9.999960,0.0000
307721203000,5,endurance,9.999960,0.0000
307722203000,5,endurance,9.999960,0.0000
307723203000,5,endurance,9.999960,0.0000
307724218000,5,endurance,9.999960,0.0000
307725218000,5,endurance,9.999960,0.0000
307726218000,5,endurance,9.999960,0.0000
307727234000,5,endurance,9.999960,0.0000
307728234000,5,endurance,9.999960,0.0000
307729250000,5,endurance,9.999960,0.0000
307730250000,5,endurance,9.999960,0.0000
307731250000,5,endurance,9.999960,0.0000
307732265000,5,endurance,9.999960,0.0000
307733265000,5,endurance,9.999960,0.0000
307734265000,5,endurance,9.999960,0.0000
307735281000,5,endurance,9.999960,0.0000
307736281000,5,endurance,9.999960,0.0000
307737296000,5,endurance,9.999960,0.0000
307738296000,5,endurance,9.999960,0.0000
307739312000,5,endurance,9.999960,0.0000
307740312000,5,endurance,9.999960,0.0000
307741328000,5,endurance,9.999960,0.0000
307742328000,5,endurance,9.999960,0.0000
307743328000,5,endurance,9.999960,0.0000
307744343000,5,endurance,9.999960,0.0000
307745343000,5,endurance,9.999960,0.0000
307746359000,5,endurance,9.999960,0.0000
307747359000,5,endurance,9.999960,0.0000
307748359000,5,endurance,9.999960,0.0000
307749375000,5,endurance,9.999960,0.0000
307750375000,5,endurance,9.999960,0.0000
307751375000,5,endurance,9.999960,0.0000
307752390000,5,endurance,9.999960,0.0000
307753390000,5,endurance,9.999960,0.0000
307754390000,5,endurance,9.999960,0.0000
307755406000,5,endurance,9.999960,0.0000
307756421000,5,endurance,9.999960,0.0000
307757421000,5,endurance,9.999960,0.0000
307758421000,5,endurance,9.999960,0.0000
307759437000,5,endurance,9.999960,0.0000
307760437000,5,endurance,9.999960,0.0000
307761453000,5,endurance,9.999960,0.0000
307762453000,5,endurance,9.999960,0.0000
307763468000,5,endurance,9.999960,0.0000
307764468000,5,endurance,9.999960,0.0000
307765484000,5,endurance,9.999960,0.0000
307766484000,5,endurance,9.999960,0.0000
307767484000,5,endurance,9.999960,0.0000
307768500000,5,endurance,9.999960,0.0000
307769500000,5,endurance,9.999960,0.0000
307770515000,5,endurance,9.999960,0.0000
307771515000,5,endurance,9.999960,0.0000
307772531000,5,endurance,9.999960,0.0000
307773531000,5,endurance,9.999960,0.0000
307774531000,5,endurance,9.999960,0.0000
307775546000,5,endurance,9.999960,0.0000
307776546000,5,endurance,9.999960,0.0000
307777546000,5,endurance,9.999960,0.0000
307778562000,5,endurance,9.999960,0.0000
307779562000,5,endurance,9.999960,0.0000
307780578000,5,endurance,9.999960,0.0000
307781578000,5,endurance,9.999960,0.0000
307782593000,5,endurance,9.999960,0.0000
307783593000,5,endurance,9.999960,0.0000
307784593000,5,endurance,9.999960,0.0000
307785593000,5,endurance,9.999960,0.0000
307786609000,5,endurance,9.999960,0.0000
307787609000,5,endurance,9.999960,0.0000
307788609000,5,endurance,9.999960,0.0000
307789625000,5,endurance,9.999960,0.0000
307790625000,5,endurance,9.999960,0.0000
307791640000,5,endurance,9.999960,0.0000
307792640000,5,endurance,9.999960,0.0000
307793656000,5,endurance,9.999960,0.0000
307794656000,5,endurance,9.999960,0.0000
307795671000,5,endurance,9.999960,0.0000
307796671000,5,endurance,9.999960,0.0000
307797687000,5,endurance,9.999960,0.0000
307798687000,5,endurance,9.999960,0.0000
307799703000,5,endurance,9.999960,0.0000
307800703000,5,endurance,9.999960,0.0000
307801703000,5,endurance,9.999960,0.0000
307802718000,5,endurance,9.999960,0.0000
307803718000,5,endurance,9.999960,0.0000
307804718000,5,endurance,9.999960,0.0000
307805734000,5,endurance,9.999960,0.0000
307806734000,5,endurance,9.999960,0.0000
307807750000,5,endurance,9.999960,0.0000
307808750000,5,endurance,9.999960,0.0000
307809765000,5,endurance,9.999960,0.0000
307810765000,5,endurance,9.999960,0.0000
307811765000,5,endurance,9.999960,0.0000
307812781000,5,endurance,9.999960,0.0000
307813781000,5,endurance,9.999960,0.0000
307814781000,5,endurance,9.999960,0.0000
307815796000,5,endurance,9.999960,0.0000
307816796000,5,endurance,9.999960,0.0000
307817796000,5,endurance,9.999960,0.0000
307818812000,5,endurance,9.999960,0.0000
307819812000,5,endurance,9.999960,0.0000
307820828000,5,endurance,9.999960,0.0000
307821828000,5,endurance,9.999960,0.0000
307822828000,5,endurance,9.999960,0.0000
307823843000,5,endurance,9.999960,0.0000
307824843000,5,endurance,9.999960,0.0000
307825843000,5,endurance,9.999960,0.0000
307826859000,5,endurance,9.999960,0.0000
307827875000,5,endurance,9.999960,0.0000
307828875000,5,endurance,9.999960,0.0000
307829890000,5,endurance,9.999960,0.0000
307830890000,5,endurance,9.999960,0.0000
307831890000,5,endurance,9.999960,0.0000
307832906000,5,endurance,9.999960,0.0000
307833906000,5,endurance,9.999960,0.0000
307834906000,5,endurance,9.999960,0.0000
307835921000,5,endurance,9.999960,0.0000
307836921000,5,endurance,9.999960,0.0000
307837921000,5,endurance,9.999960,0.0000
307838937000,5,endurance,9.999960,0.0000
307839953000,5,endurance,9.999960,0.0000
307840953000,5,endurance,9.999960,0.0000
307841953000,5,endurance,9.999960,0.0000
307842968000,5,endurance,9.999960,0.0000
307843968000,5,endurance,9.999960,0.0000
307844968000,5,endurance,9.999960,0.0000
307845984000,5,endurance,9.999960,0.0000
307846984000,5,endurance,9.999960,0.0000
307848000000,5,endurance,9.999960,0.0000
307849000000,5,endurance,9.999960,0.0000
307850015000,5,endurance,9.999960,0.0000
307851015000,5,endurance,9.999960,0.0000
307852031000,5,endurance,9.999960,0.0000
307853031000,5,endurance,9.999960,0.0000
307854031000,5,endurance,9.999960,0.0000
307855046000,5,endurance,9.999960,0.0000
307856046000,5,endurance,9.999960,0.0000
307857062000,5,endurance,9.999960,0.0000
307858062000,5,endurance,9.999960,0.0000
307859078000,5,endurance,9.999960,0.0000
307860078000,5,endurance,9.999960,0.0000
307861093000,5,endurance,9.999960,0.0000
307862093000,5,endurance,9.999960,0.0000
307863093000,5,endurance,9.999960,0.0000
307864109000,5,endurance,9.999960,0.0000
307865109000,5,endurance,9.999960,0.0000
307866125000,5,endurance,9.999960,0.0000
307867125000,5,endurance,9.999960,0.0000
307868125000,5,endurance,9.999960,0.0000
307869140000,5,endurance,9.999960,0.0000
307870140000,5,endurance,9.999960,0.0000
307871140000,5,endurance,9.999960,0.0000
307872156000,5,endurance,9.999960,0.0000
307873156000,5,endurance,9.999960,0.0000
307874156000,5,endurance,9.999960,0.0000
307875171000,5,endurance,9.999960,0.0000
307876171000,5,endurance,9.999960,0.0000
307877171000,5,endurance,9.999960,0.0000
307878187000,5,endurance,9.999960,0.0000
307879187000,5,endurance,9.999960,0.0000
307880203000,5,endurance,9.999960,0.0000
307881203000,5,endurance,9.999960,0.0000
307882203000,5,endurance,9.999960,0.0000
307883218000,5,endurance,9.999960,0.0000
307884218000,5,endurance,9.999960,0.0000
307885234000,5,endurance,9.999960,0.0000
307886234000,5,endurance,9.999960,0.0000
307887250000,5,endurance,9.999960,0.0000
307888250000,5,endurance,9.999960,0.0000
307889250000,5,endurance,9.999960,0.0000
307890250000,5,endurance,9.999960,0.0000
307891250000,5,endurance,9.999960,0.0000
307892265000,5,endurance,9.999960,0.0000
307893265000,5,endurance,9.999960,0.0000
307894281000,5,endurance,9.999960,0.0000
307895281000,5,endurance,9.999960,0.0000
307896296000,5,endurance,9.999960,0.0000
307897296000,5,endurance,9.999960,0.0000
307898312000,5,endurance,9.999960,0.0000
307899312000,5,endurance,9.999960,0.0000
307900328000,5,endurance,9.999960,0.0000
307901328000,5,endurance,9.999960,0.0000
307902343000,5,endurance,9.999960,0.0000
307903343000,5,endurance,9.999960,0.0000
307904343000,5,endurance,9.999960,0.0000
307905359000,5,endurance,9.999960,0.0000
307906359000,5,endurance,9.999960,0.0000
307907359000,5,endurance,9.999960,0.0000
307908375000,5,endurance,9.999960,0.0000
307909375000,5,endurance,9.999960,0.0000
307910390000,5,endurance,9.999960,0.0000
307911390000,5,endurance,9.999960,0.0000
307912406000,5,endurance,9.999960,0.0000
307913406000,5,endurance,9.999960,0.0000
307914421000,5,endurance,9.999960,0.0000
307915421000,5,endurance,9.999960,0.0000
307916437000,5,endurance,9.999960,0.0000
307917437000,5,endurance,9.999960,0.0000
307918437000,5,endurance,9.999960,0.0000
307919453000,5,endurance,9.999960,0.0000
307920453000,5,endurance,9.999960,0.0000
307921468000,5,endurance,9.999960,0.0000
307922468000,5,endurance,9.999960,0.0000
307923468000,5,endurance,9.999960,0.0000
307924484000,5,endurance,9.999960,0.0000
307925484000,5,endurance,9.999960,0.0000
307926484000,5,endurance,9.999960,0.0000
307927500000,5,endurance,9.999960,0.0000
307928500000,5,endurance,9.999960,0.0000
307929500000,5,endurance,9.999960,0.0000
307930515000,5,endurance,9.999960,0.0000
307931515000,5,endurance,9.999960,0.0000
307932515000,5,endurance,9.999960,0.0000
307933531000,5,endurance,9.999960,0.0000
307934531000,5,endurance,9.999960,0.0000
307935546000,5,endurance,9.999960,0.0000
307936546000,5,endurance,9.999960,0.0000
307937546000,5,endurance,9.999960,0.0000
307938562000,5,endurance,9.999960,0.0000
307939562000,5,endurance,9.999960,0.0000
307940562000,5,endurance,9.999960,0.0000
307941578000,5,endurance,9.999960,0.0000
307942578000,5,endurance,9.999960,0.0000
307943593000,5,endurance,9.999960,0.0000
307944593000,5,endurance,9.999960,0.0000
307945609000,5,endurance,9.999960,0.0000
307946609000,5,endurance,9.999960,0.0000
307947625000,5,endurance,9.999960,0.0000
307948625000,5,endurance,9.999960,0.0000
307949640000,5,endurance,9.999960,0.0000
307950656000,5,endurance,9.999960,0.0000
307951656000,5,endurance,9.999960,0.0000
307952671000,5,endurance,9.999960,0.0000
307953671000,5,endurance,9.999960,0.0000
307954671000,5,endurance,9.999960,0.0000
307955687000,5,endurance,9.999960,0.0000
307956687000,5,endurance,9.999960,0.0000
307957687000,5,endurance,9.999960,0.0000
307958703000,5,endurance,9.999960,0.0000
307959703000,5,endurance,9.999960,0.0000
307960718000,5,endurance,9.999960,0.0000
307961718000,5,endurance,9.999960,0.0000
307962734000,5,endurance,9.999960,0.0000
307963734000,5,endurance,9.999960,0.0000
307964734000,5,endurance,9.999960,0.0000
307965750000,5,endurance,9.999960,0.0000
307966750000,5,endurance,9.999960,0.0000
307967765000,5,endurance,9.999960,0.0000
307968765000,5,endurance,9.999960,0.0000
307969781000,5,endurance,9.999960,0.0000
307970781000,5,endurance,9.999960,0.0000
307971796000,5,endurance,9.999960,0.0000
307972796000,5,endurance,9.999960,0.0000
307973796000,5,endurance,9.999960,0.0000
307974812000,5,endurance,9.999960,0.0000
307975812000,5,endurance,9.999960,0.0000
307976828000,5,endurance,9.999960,0.0000
307977828000,5,endurance,9.999960,0.0000
307978828000,5,endurance,9.999960,0.0000
307979843000,5,endurance,9.999960,0.0000
307980843000,5,endurance,9.999960,0.0000
307981843000,5,endurance,9.999960,0.0000
307982859000,5,endurance,9.999960,0.0000
307983859000,5,endurance,9.999960,0.0000
307984859000,5,endurance,9.999960,0.0000
307985875000,5,endurance,9.999960,0.0000
307986875000,5,endurance,9.999960,0.0000
307987875000,5,endurance,9.999960,0.0000
307988875000,5,endurance,9.999960,0.0000
307989890000,5,endurance,9.999960,0.0000
307990890000,5,endurance,9.999960,0.0000
307991890000,5,endurance,9.999960,0.0000
307992906000,5,endurance,9.999960,0.0000
307993906000,5,endurance,9.999960,0.0000
307994906000,5,endurance,9.999960,0.0000
307995921000,5,endurance,9.999960,0.0000
307996921000,5,endurance,9.999960,0.0000
307997937000,5,endurance,9.999960,0.0000
307998937000,5,endurance,9.999960,0.0000
307999953000,5,endurance,9.999960,0.0000
308000953000,5,endurance,9.999960,0.0000
308001968000,5,endurance,9.999960,0.0000
308002968000,5,endurance,9.999960,0.0000
308003984000,5,endurance,9.999960,0.0000
308004984000,5,endurance,9.999960,0.0000
308005984000,5,endurance,9.999960,0.0000
308007000000,5,endurance,9.999960,0.0000
308008000000,5,endurance,9.999960,0.0000
308009015000,5,endurance,9.999960,0.0000
308010015000,5,endurance,9.999960,0.0000
308011015000,5,endurance,9.999960,0.0000
308012031000,5,endurance,9.999960,0.0000
308013031000,5,endurance,9.999960,0.0000
308014046000,5,endurance,9.999960,0.0000
308015046000,5,endurance,9.999960,0.0000
308016062000,5,endurance,9.999960,0.0000
308017062000,5,endurance,9.999960,0.0000
308018078000,5,endurance,9.999960,0.0000
308019078000,5,endurance,9.999960,0.0000
308020093000,5,endurance,9.999960,0.0000
308021093000,5,endurance,9.999960,0.0000
308022093000,5,endurance,9.999960,0.0000
308023093000,5,endurance,9.999960,0.0000
308024109000,5,endurance,9.999960,0.0000
308025109000,5,endurance,9.999960,0.0000
308026125000,5,endurance,9.999960,0.0000
308027125000,5,endurance,9.999960,0.0000
308028140000,5,endurance,9.999960,0.0000
308029140000,5,endurance,9.999960,0.0000
308030156000,5,endurance,9.999960,0.0000
308031156000,5,endurance,9.999960,0.0000
308032156000,5,endurance,9.999960,0.0000
308033171000,5,endurance,9.999960,0.0000
308034171000,5,endurance,9.999960,0.0000
308035187000,5,endurance,9.999960,0.0000
308036187000,5,endurance,9.999960,0.0000
308037187000,5,endurance,9.999960,0.0000
308038203000,5,endurance,9.999960,0.0000
308039203000,5,endurance,9.999960,0.0000
308040203000,5,endurance,9.999960,0.0000
308041203000,5,endurance,9.999960,0.0000
308042218000,5,endurance,9.999960,0.0000
308043218000,5,endurance,9.999960,0.0000
308044218000,5,endurance,9.999960,0.0000
308045218000,5,endurance,9.999960,0.0000
308046234000,5,endurance,9.999960,0.0000
308047234000,5,endurance,9.999960,0.0000
308048234000,5,endurance,9.999960,0.0000
308049250000,5,endurance,9.999960,0.0000
308050250000,5,endurance,9.999960,0.0000
308051265000,5,endurance,9.999960,0.0000
308052265000,5,endurance,9.999960,0.0000
308053281000,5,endurance,9.999960,0.0000
308054281000,5,endurance,9.999960,0.0000
308055296000,5,endurance,9.999960,0.0000
308056296000,5,endurance,9.999960,0.0000
308057312000,5,endurance,9.999960,0.0000
308058312000,5,endurance,9.999960,0.0000
308059328000,5,endurance,9.999960,0.0000
308060328000,5,endurance,9.999960,0.0000
308061328000,5,endurance,9.999960,0.0000
308062343000,5,endurance,9.999960,0.0000
308063343000,5,endurance,9.999960,0.0000
308064343000,5,endurance,9.999960,0.0000
308065359000,5,endurance,9.999960,0.0000
308066359000,5,endurance,9.999960,0.0000
308067375000,5,endurance,9.999960,0.0000
308068375000,5,endurance,9.999960,0.0000
308069390000,5,endurance,9.999960,0.0000
308070390000,5,endurance,9.999960,0.0000
308071406000,5,endurance,9.999960,0.0000
308072406000,5,endurance,9.999960,0.0000
308073406000,5,endurance,9.999960,0.0000
308074421000,5,endurance,9.999960,0.0000
308075421000,5,endurance,9.999960,0.0000
308076421000,5,endurance,9.999960,0.0000
308077437000,5,endurance,9.999960,0.0000
308078437000,5,endurance,9.999960,0.0000
308079453000,5,endurance,9.999960,0.0000
308080453000,5,endurance,9.999960,0.0000
308081453000,5,endurance,9.999960,0.0000
308082468000,5,endurance,9.999960,0.0000
308083468000,5,endurance,9.999960,0.0000
308084468000,5,endurance,9.999960,0.0000
308085484000,5,endurance,9.999960,0.0000
308086484000,5,endurance,9.999960,0.0000
308087500000,5,endurance,9.999960,0.0000
308088500000,5,endurance,9.999960,0.0000
308089515000,5,endurance,9.999960,0.0000
308090515000,5,endurance,9.999960,0.0000
308091515000,5,endurance,9.999960,0.0000
308092531000,5,endurance,9.999960,0.0000
308093531000,5,endurance,9.999960,0.0000
308094546000,5,endurance,9.999960,0.0000
308095546000,5,endurance,9.999960,0.0000
308096546000,5,endurance,9.999960,0.0000
308097562000,5,endurance,9.999960,0.0000
308098562000,5,endurance,9.999960,0.0000
308099578000,5,endurance,9.999960,0.0000
308100578000,5,endurance,9.999960,0.0000
308101578000,5,endurance,9.999960,0.0000
308102593000,5,endurance,9.999960,0.0000
308103593000,5,endurance,9.999960,0.0000
308104609000,5,endurance,9.999960,0.0000
308105609000,5,endurance,9.999960,0.0000
308106625000,5,endurance,9.999960,0.0000
308107625000,5,endurance,9.999960,0.0000
308108640000,5,endurance,9.999960,0.0000
308109640000,5,endurance,9.999960,0.0000
308110656000,5,endurance,9.999960,0.0000
308111656000,5,endurance,9.999960,0.0000
308112671000,5,endurance,9.999960,0.0000
308113671000,5,endurance,9.999960,0.0000
308114671000,5,endurance,9.999960,0.0000
308115687000,5,endurance,9.999960,0.0000
308116687000,5,endurance,9.999960,0.0000
308117703000,5,endurance,9.999960,0.0000
308118703000,5,endurance,9.999960,0.0000
308119703000,5,endurance,9.999960,0.0000
308120718000,5,endurance,9.999960,0.0000
308121718000,5,endurance,9.999960,0.0000
