t_rel_s,displacement_um,force_N,sma_v,sma_i,sma_r,stage_mm
0.87999916,-4957.1158,-0.012564859,0.510992,0.120322,4.146871,79.999979
0.88999915,-4956.9021,-0.012513402,0.510992,0.120322,4.146871,79.999979
0.89999914,-4956.9021,-0.012370159,0.510992,0.120322,4.146871,79.999979
0.90999913,-4959.9581,-0.012324782,0.510992,0.120322,4.146871,79.999979
0.91999912,-4956.9523,-0.012746684,0.510992,0.120322,4.146871,79.999979
0.92999911,-4957.9213,-0.012845817,0.510992,0.120322,4.146871,79.999979
0.9399991,-4957.3703,-0.013310662,0.510992,0.120322,4.146871,79.999979
0.94999909,-4958.0429,-0.01189472,0.510992,0.120322,4.146871,79.999979
0.95999908,-4958.0733,-0.01189472,0.510992,0.120322,4.146871,79.999979
0.96999907,-4958.9909,-0.012772429,0.510992,0.120322,4.146871,79.999979
0.97999907,-4959.8816,-0.011088333,0.510992,0.120322,4.146871,79.999979
0.98999906,-4957.4519,-0.013279925,0.510992,0.120322,4.146871,79.999979
0.99999905,-4960.0416,-0.013439589,0.510992,0.120322,4.146871,79.999979
1.009999,-4958.5592,-0.01320135,0.510992,0.120322,4.146871,79.999979
1.019999,-4957.1072,-0.012738758,0.510992,0.120322,4.146871,79.999979
1.029999,-4960.3261,-0.013066514,0.510992,0.120322,4.146871,79.999979
1.039999,-4957.5473,-0.012195904,0.510992,0.120322,4.146871,79.999979
1.049999,-4957.7943,-0.01167644,0.510992,0.120322,4.146871,79.999979
1.059999,-4958.2338,-0.012377668,0.510992,0.120322,4.146871,79.999979
1.069999,-4957.7963,-0.012743465,0.510992,0.120322,4.146871,79.999979
1.079999,-4957.9311,-0.01285562,0.510992,0.120322,4.146871,79.999979
1.089999,-4958.0659,-0.012660294,0.510992,0.120322,4.146871,79.999979
1.099999,-4957.4261,-0.012925718,0.510992,0.120322,4.146871,79.999979
1.1099989,-4958.1832,-0.013339108,0.510992,0.120322,4.146871,79.999979
1.1199989,-4960.3479,-0.013470929,0.510992,0.120322,4.146871,79.999979
1.1299989,-4958.0164,-0.01299357,0.510992,0.120322,4.146871,79.999979
1.1399989,-4958.5067,-0.012958361,0.510992,0.120322,4.146871,79.999979
1.1499989,-4958.997,-0.013286767,0.510992,0.120322,4.146871,79.999979
1.1599989,-4957.199,-0.012833788,0.510992,0.120322,4.146871,79.999979
1.1699989,-4959.7065,-0.012634015,0.510992,0.120322,4.146871,79.999979
1.1799989,-4960.5971,-0.012005372,0.510992,0.120322,4.146871,79.999979
1.1899989,-4958.5358,-0.012575326,0.510992,0.120322,4.146871,79.999979
1.1999989,-4960.1966,-0.012440458,0.510992,0.120322,4.146871,79.999979
1.2099988,-4960.1966,-0.012440458,0.510992,0.120322,4.146871,79.999979
1.2199988,-4957.1776,-0.013201766,0.510992,0.120322,4.146871,79.999979
1.2299988,-4959.7422,-0.012527103,0.510992,0.120322,4.146871,79.999979
1.2399988,-4960.6468,-0.013939039,0.510992,0.120322,4.146871,79.999979
1.2499988,-4957.0148,-0.013534287,0.510992,0.120322,4.146871,79.999979
1.2599988,-4957.4374,-0.013150564,0.510992,0.120322,4.146871,79.999979
1.2699988,-4958.324,-0.01252609,0.510992,0.120322,4.146871,79.999979
1.2799988,-4957.1218,-0.013385881,0.510992,0.120322,4.146871,79.999979
1.2899988,-4959.8039,-0.012779783,0.510992,0.120322,4.146871,79.999979
1.2999988,-4960.733,-0.012162119,0.510992,0.120322,4.146871,79.999979
1.3099988,-4957.9266,-0.012367716,0.510992,0.120322,4.146871,79.999979
1.3199987,-4960.4387,-0.012685956,0.510992,0.120322,4.146871,79.999979
1.3299987,-4960.2974,-0.012573297,0.510992,0.120322,4.146871,79.999979
1.3399987,-4958.877,-0.012420433,0.510992,0.120322,4.146871,79.999979
1.3499987,-4960.456,-0.012491407,0.510992,0.120322,4.146871,79.999979
1.3599987,-4956.8459,-0.011819922,0.510992,0.120322,4.146871,79.999979
1.3699987,-4957.9853,-0.012724528,0.510992,0.120322,4.146871,79.999979
1.3799987,-4960.0279,-0.011963995,0.510992,0.120322,4.146871,79.999979
1.3899987,-4960.4714,-0.012365116,0.510992,0.120322,4.146871,79.999979
1.3999987,-4957.5838,-0.01272707,0.510992,0.120322,4.146871,79.999979
1.4099987,-4959.1752,-0.01286315,0.510992,0.120322,4.146871,79.999979
1.4199986,-4958.0592,-0.012927181,0.510992,0.120322,4.146871,79.999979
1.4299986,-4957.265,-0.013290976,0.510992,0.120322,4.146871,79.999979
1.4399986,-4959.0363,-0.012216105,0.510992,0.120322,4.146871,79.999979
1.4499986,-4960.2642,-0.011987628,0.510992,0.120322,4.146871,79.999979
1.4599986,-4960.9278,-0.012414774,0.510992,0.120322,4.146871,79.999979
1.4699986,-4960.4043,-0.012767517,0.510992,0.120322,4.146871,79.999979
1.4799986,-4957.751,-0.012755921,0.510992,0.120322,4.146871,79.999979
1.4899986,-4957.3946,-0.013258657,0.510992,0.120322,4.146871,79.999979
1.4999986,-4960.3587,-0.013240684,0.510992,0.120322,4.146871,79.999979
1.5099986,-4959.1432,-0.01378325,0.510992,0.120322,4.146871,79.999979
1.5199986,-4957.9278,-0.013244833,0.510992,0.120322,4.146871,79.999979
1.5299985,-4957.097,-0.013186187,0.510992,0.120322,4.146871,79.999979
1.5399985,-4958.1014,-0.013438419,0.510992,0.120322,4.146871,79.999979
1.5499985,-4958.0876,-0.012590182,0.510992,0.120322,4.146871,79.999979
1.5599985,-4960.0186,-0.013613587,0.510992,0.120322,4.146871,79.999979
1.5699985,-4960.4019,-0.013567687,0.510992,0.120322,4.146871,79.999979
1.5799985,-4958.7235,-0.012973851,0.510992,0.120322,4.146871,79.999979
1.5899985,-4957.6213,-0.012408766,0.510992,0.120322,4.146871,79.999979
1.5999985,-4961.1066,-0.012646127,0.510992,0.120322,4.146871,79.999979
1.6099985,-4956.7655,-0.012086356,0.510992,0.120322,4.146871,79.999979
1.6199985,-4960.4236,-0.013304248,0.510992,0.120322,4.146871,79.999979
1.6299984,-4957.4063,-0.012232364,0.510992,0.120322,4.146871,79.999979
1.6399984,-4957.1224,-0.012291352,0.510992,0.120322,4.146871,79.999979
1.6499984,-4957.6004,-0.012730297,0.510992,0.120322,4.146871,79.999979
1.6599984,-4957.0066,-0.013402239,0.510992,0.120322,4.146871,79.999979
1.6699984,-4960.3975,-0.013004331,0.510992,0.120322,4.146871,79.999979
1.6799984,-4960.3307,-0.012501952,0.510992,0.120322,4.146871,79.999979
1.6899984,-4957.5992,-0.012639657,0.510992,0.120322,4.146871,79.999979
1.6999984,-4957.3203,-0.012616767,0.510992,0.120322,4.146871,79.999979
1.7099984,-4958.0522,-0.012793677,0.510992,0.120322,4.146871,79.999979
1.7199984,-4960.2324,-0.013765718,0.510992,0.120322,4.146871,79.999979
1.7299984,-4957.9021,-0.013138326,0.510992,0.120322,4.146871,79.999979
1.7399983,-4959.6703,-0.012019895,0.510992,0.120322,4.146871,79.999979
1.7499983,-4957.0585,-0.012560793,0.510992,0.120322,4.146871,79.999979
1.7599983,-4957.3943,-0.012635003,0.510992,0.120322,4.146871,79.999979
1.7699983,-4958.0392,-0.013133272,0.510992,0.120322,4.146871,79.999979
1.7799983,-4956.8941,-0.01273906,0.510992,0.120322,4.146871,79.999979
1.7899983,-4958.3651,-0.011953734,0.510992,0.120322,4.146871,79.999979
1.7999983,-4959.7747,-0.012868698,0.510992,0.120322,4.146871,79.999979
1.8099983,-4957.1797,-0.01270443,0.510992,0.120322,4.146871,79.999979
1.8199983,-4957.2291,-0.013261532,0.510992,0.120322,4.146871,79.999979
1.8299983,-4957.7938,-0.013239853,0.510992,0.120322,4.146871,79.999979
1.8399982,-4960.5615,-0.012935208,0.510992,0.120322,4.146871,79.999979
1.8499982,-4957.7824,-0.012614653,0.510992,0.120322,4.146871,79.999979
1.8599982,-4958.365,-0.013384753,0.510992,0.120322,4.146871,79.999979
1.8699982,-4956.9463,-0.012291192,0.510992,0.120322,4.146871,79.999979
1.8799982,-4957.3828,-0.012189158,0.510992,0.120322,4.146871,79.999979
1.8899982,-4957.8477,-0.012354653,0.510992,0.120322,4.146871,79.999979
1.8999982,-4960.2137,-0.011360533,0.510992,0.120322,4.146871,79.999979
1.9099982,-4956.7394,-0.013425418,0.510992,0.120322,4.146871,79.999979
1.9199982,-4958.722,-0.013948396,0.510992,0.120322,4.146871,79.999979
1.9299982,-4957.3612,-0.012158143,0.510992,0.120322,4.146871,79.999979
1.9399981,-4957.8675,-0.012557006,0.510992,0.120322,4.146871,79.999979
1.9499981,-4958.6671,-0.012844458,0.510992,0.120322,4.146871,79.999979
1.9599981,-4959.975,-0.013336001,0.510992,0.120322,4.146871,79.999979
1.9699981,-4957.9176,-0.011904357,0.510992,0.120322,4.146871,79.999979
1.9799981,-4958.2001,-0.012207357,0.510992,0.120322,4.146871,79.999979
1.9899981,-4957.3646,-0.013579381,0.510992,0.120322,4.146871,79.999979
1.9999981,-4960.4424,-0.012686718,0.510992,0.120322,4.146871,79.999979
2.0099981,-4957.9387,-0.012631284,0.510992,0.120322,4.146871,79.999979
2.0199981,-4958.0835,-0.012616085,0.510992,0.120322,4.146871,79.999979
2.0299981,-4959.7912,-0.01159021,0.510992,0.120322,4.146871,79.999979
2.0399981,-4957.9275,-0.012812227,0.510992,0.120322,4.146871,79.999979
2.049998,-4959.871,-0.013659966,0.510992,0.120322,4.146871,79.999979
2.059998,-4961.0609,-0.012082922,0.510992,0.120322,4.146871,79.999979
2.069998,-4959.7956,-0.012808092,0.510992,0.120322,4.146871,79.999979
2.079998,-4957.9628,-0.012993267,0.510992,0.120322,4.146871,79.999979
2.089998,-4957.4799,-0.013741227,0.510992,0.120322,4.146871,79.999979
2.099998,-4958.5236,-0.013118468,0.510992,0.120322,4.146871,79.999979
2.109998,-4959.1038,-0.012646515,0.510992,0.120322,4.146871,79.999979
2.119998,-4959.9234,-0.013115475,0.510992,0.120322,4.146871,79.999979
2.129998,-4957.3171,-0.012592736,0.510992,0.120322,4.146871,79.999979
2.139998,-4960.5502,-0.011631848,0.510992,0.120322,4.146871,79.999979
2.1499979,-4960.5502,-0.012017136,0.510992,0.120322,4.146871,79.999979
2.1599979,-4960.0645,-0.013058032,0.510992,0.120322,4.146871,79.999979
2.1699979,-4958.0836,-0.013266427,0.510992,0.120322,4.146871,79.999979
2.1799979,-4958.6005,-0.013198237,0.510992,0.120322,4.146871,79.999979
2.1899979,-4957.3375,-0.012298384,0.510992,0.120322,4.146871,79.999979
2.1999979,-4957.3695,-0.012469668,0.510992,0.120322,4.146871,79.999979
2.2099979,-4957.8523,-0.012495777,0.510992,0.120322,4.146871,79.999979
2.2199979,-4957.9567,-0.013125005,0.510992,0.120322,4.146871,79.999979
2.2299979,-4960.0289,-0.013405118,0.510992,0.120322,4.146871,79.999979
2.2399979,-4958.9509,-0.013017999,0.510992,0.120322,4.146871,79.999979
2.2499979,-4957.1509,-0.012786511,0.510992,0.120322,4.146871,79.999979
2.2599978,-4960.5734,-0.012374194,0.510992,0.120322,4.146871,79.999979
2.2699978,-4958.7753,-0.012960067,0.510992,0.120322,4.146871,79.999979
2.2799978,-4957.0139,-0.013547806,0.510992,0.120322,4.146871,79.999979
2.2899978,-4960.6748,-0.012956987,0.510992,0.120322,4.146871,79.999979
2.2999978,-4957.1077,-0.012605272,0.510992,0.120322,4.146871,79.999979
2.3099978,-4957.3549,-0.013048151,0.510992,0.120322,4.146871,79.999979
2.3199978,-4960.391,-0.012968648,0.510992,0.120322,4.146871,79.999979
2.3299978,-4959.4776,-0.014835418,0.510992,0.120322,4.146871,79.999979
2.3399978,-4958.0594,-0.013885087,0.510992,0.120322,4.146871,79.999979
2.3499978,-4958.2323,-0.012821457,0.510992,0.120322,4.146871,79.999979
2.3599977,-4960.5122,-0.013269641,0.510992,0.120322,4.146871,79.999979
2.3699977,-4957.1325,-0.012299109,0.510992,0.120322,4.146871,79.999979
2.3799977,-4961.2112,-0.013235166,0.510992,0.120322,4.146871,79.999979
2.3899977,-4958.5694,-0.012740726,0.510992,0.120322,4.146871,79.999979
2.3999977,-4957.4255,-0.012740726,0.510992,0.120322,4.146871,79.999979
2.4099977,-4957.5937,-0.013475672,0.510992,0.120322,4.146871,79.999979
2.4199977,-4960.7492,-0.013969009,0.510992,0.120322,4.146871,79.999979
2.4299977,-4958.8424,-0.012855564,0.510992,0.120322,4.146871,79.999979
2.4399977,-4958.0826,-0.012471479,0.510992,0.120322,4.146871,79.999979
2.4499977,-4958.9174,-0.01261162,0.510992,0.120322,4.146871,79.999979
2.4599977,-4960.627,-0.011794302,0.510992,0.120322,4.146871,79.999979
2.4699976,-4957.3914,-0.013599184,0.510992,0.120322,4.146871,79.999979
2.4799976,-4958.1737,-0.011233207,0.510992,0.120322,4.146871,79.999979
2.4899976,-4957.5891,-0.013494172,0.510992,0.120322,4.146871,79.999979
2.4999976,-4960.2047,-0.013348562,0.510992,0.120322,4.146871,79.999979
2.5099976,-4958.9723,-0.011696377,0.510992,0.120322,4.146871,79.999979
2.5199976,-4957.0628,-0.011892037,0.510992,0.120322,4.146871,79.999979
2.5299976,-4957.7982,-0.012670168,0.510992,0.120322,4.146871,79.999979
2.5399976,-4960.7946,-0.01303743,0.510992,0.120322,4.146871,79.999979
2.5499976,-4957.7683,-0.014293968,0.510992,0.120322,4.146871,79.999979
2.5599976,-4959.5266,-0.012825858,0.510992,0.120322,4.146871,79.999979
2.5699975,-4957.0033,-0.01313461,0.510992,0.120322,4.146871,79.999979
2.5799975,-4957.2622,-0.012441724,0.510992,0.120322,4.146871,79.999979
2.5899975,-4957.5212,-0.012318748,0.510992,0.120322,4.146871,79.999979
2.5999975,-4960.7563,-0.012415628,0.510992,0.120322,4.146871,79.999979
2.6099975,-4957.1593,-0.013014773,0.510992,0.120322,4.146871,79.999979
2.6199975,-4958.8246,-0.012792193,0.510992,0.120322,4.146871,79.999979
2.6299975,-4959.6097,-0.012750901,0.510992,0.120322,4.146871,79.999979
2.6399975,-4960.5004,-0.013329438,0.510992,0.120322,4.146871,79.999979
2.6499975,-4957.1492,-0.013377953,0.510992,0.120322,4.146871,79.999979
2.6599975,-4959.1713,-0.012662498,0.510992,0.120322,4.146871,79.999979
2.6699975,-4960.7989,-0.012633033,0.510992,0.120322,4.146871,79.999979
2.6799974,-4958.8177,-0.012969218,0.510992,0.120322,4.146871,79.999979
2.6899974,-4957.0897,-0.012817316,0.510992,0.120322,4.146871,79.999979
2.6999974,-4958.0295,-0.013049328,0.510992,0.120322,4.146871,79.999979
2.7099974,-4958.1879,-0.013049328,0.510992,0.120322,4.146871,79.999979
2.7199974,-4960.2576,-0.013829862,0.510992,0.120322,4.146871,79.999979
2.7299974,-4957.5114,-0.012665166,0.510992,0.120322,4.146871,79.999979
2.7399974,-4957.8802,-0.013635942,0.510992,0.120322,4.146871,79.999979
2.7499974,-4958.274,-0.013296976,0.510992,0.120322,4.146871,79.999979
2.7599974,-4957.308,-0.012286144,0.510992,0.120322,4.146871,79.999979
2.7699974,-4957.9582,-0.013211931,0.510992,0.120322,4.146871,79.999979
2.7799973,-4960.6279,-0.012769449,0.510992,0.120322,4.146871,79.999979
2.7899973,-4958.2638,-0.013423972,0.510992,0.120322,4.146871,79.999979
2.7999973,-4958.2583,-0.013792095,0.510992,0.120322,4.146871,79.999979
2.8099973,-4957.5736,-0.014473484,0.510992,0.120322,4.146871,79.999979
2.8199973,-4957.2592,-0.013921762,0.510992,0.120322,4.146871,79.999979
2.8299973,-4957.1364,-0.013059817,0.510992,0.120322,4.146871,79.999979
2.8399973,-4957.147,-0.012839063,0.510992,0.120322,4.146871,79.999979
2.8499973,-4959.9467,-0.013082124,0.510992,0.120322,4.146871,79.999979
2.8599973,-4957.6585,-0.012992842,0.510992,0.120322,4.146871,79.999979
2.8699973,-4958.9565,-0.012163785,0.510992,0.120322,4.146871,79.999979
2.8799973,-4958.0773,-0.013319207,0.510992,0.120322,4.146871,79.999979
2.8899972,-4958.8088,-0.013319207,0.510992,0.120322,4.146871,79.999979
2.8999972,-4960.1451,-0.013866572,0.510992,0.120322,4.146871,79.999979
2.9099972,-4960.842,-0.013063042,0.510992,0.120322,4.146871,79.999979
2.9199972,-4957.2275,-0.012562731,0.510992,0.120322,4.146871,79.999979
2.9299972,-4958.2172,-0.013280092,0.510992,0.120322,4.146871,79.999979
2.9399972,-4958.9723,-0.013095771,0.510992,0.120322,4.146871,79.999979
2.9499972,-4959.6905,-0.01254388,0.510992,0.120322,4.146871,79.999979
2.9599972,-4960.4088,-0.01254388,0.510992,0.120322,4.146871,79.999979
2.9699972,-4957.6137,-0.013253189,0.510992,0.120322,4.146871,79.999979
2.9799972,-4960.605,-0.012630602,0.510992,0.120322,4.146871,79.999979
2.9899971,-4959.8631,-0.013474305,0.510992,0.120322,4.146871,79.999979
2.9999971,-4958.3361,-0.012928044,0.510992,0.120322,4.146871,79.999979
3.0099971,-4960.4276,-0.013384063,0.510992,0.120322,4.146871,79.999979
3.0199971,-4960.9858,-0.013527962,0.510992,0.120322,4.146871,79.999979
3.0299971,-4959.0066,-0.013588669,0.510992,0.120322,4.146871,79.999979
3.0399971,-4959.3314,-0.013238584,0.510992,0.120322,4.146871,79.999979
3.0499971,-4960.8406,-0.01327682,0.510992,0.120322,4.146871,79.999979
3.0599971,-4958.1856,-0.012225966,0.510992,0.120322,4.146871,79.999979
3.0699971,-4960.7796,-0.013013911,0.510992,0.120322,4.146871,79.999979
3.0799971,-4959.8998,-0.013187572,0.510992,0.120322,4.146871,79.999979
3.0899971,-4957.4022,-0.012963077,0.510992,0.120322,4.146871,79.999979
3.099997,-4957.2519,-0.01277297,0.510992,0.120322,4.146871,79.999979
3.109997,-4960.3148,-0.012309786,0.510992,0.120322,4.146871,79.999979
3.119997,-4958.5741,-0.013157523,0.510992,0.120322,4.146871,79.999979
3.129997,-4960.4497,-0.013510249,0.510992,0.120322,4.146871,79.999979
3.139997,-4960.5822,-0.013119134,0.510992,0.120322,4.146871,79.999979
3.149997,-4957.4136,-0.013165705,0.510992,0.120322,4.146871,79.999979
3.159997,-4956.9865,-0.01227709,0.510992,0.120322,4.146871,79.999979
3.169997,-4958.1737,-0.013242645,0.510992,0.120322,4.146871,79.999979
3.179997,-4957.8119,-0.013586553,0.510992,0.120322,4.146871,79.999979
3.189997,-4959.5666,-0.013379398,0.510992,0.120322,4.146871,79.999979
3.1999969,-4958.5674,-0.013379398,0.510992,0.120322,4.146871,79.999979
3.2099969,-4957.9779,-0.013767843,0.510992,0.120322,4.146871,79.999979
3.2199969,-4957.0784,-0.012714825,0.510992,0.120322,4.146871,79.999979
3.2299969,-4958.7025,-0.01249572,0.510992,0.120322,4.146871,79.999979
3.2399969,-4957.8265,-0.013035671,0.510992,0.120322,4.146871,79.999979
3.2499969,-4959.8266,-0.013250496,0.510992,0.120322,4.146871,79.999979
3.2599969,-4958.3936,-0.013295045,0.510992,0.120322,4.146871,79.999979
3.2699969,-4957.2637,-0.013449,0.510992,0.120322,4.146871,79.999979
3.2799969,-4959.9157,-0.013484315,0.510992,0.120322,4.146871,79.999979
3.2899969,-4958.6338,-0.013737514,0.510992,0.120322,4.146871,79.999979
3.2999969,-4957.8181,-0.014884916,0.510992,0.120322,4.146871,79.999979
3.3099968,-4959.6621,-0.013724229,0.510992,0.120322,4.146871,79.999979
3.3199968,-4957.3812,-0.012737149,0.510992,0.120322,4.146871,79.999979
3.3299968,-4956.9262,-0.012950518,0.510992,0.120322,4.146871,79.999979
3.3399968,-4960.5969,-0.013571799,0.510992,0.120322,4.146871,79.999979
3.3499968,-4956.9198,-0.013029376,0.510992,0.120322,4.146871,79.999979
3.3599968,-4957.6288,-0.013502132,0.510992,0.120322,4.146871,79.999979
3.3699968,-4959.0429,-0.012595837,0.510992,0.120322,4.146871,79.999979
3.3799968,-4957.0718,-0.013255138,0.510992,0.120322,4.146871,79.999979
3.3899968,-4957.3818,-0.013294458,0.510992,0.120322,4.146871,79.999979
3.3999968,-4958.7387,-0.013665226,0.510992,0.120322,4.146871,79.999979
3.4099967,-4959.3765,-0.013151311,0.510992,0.120322,4.146871,79.999979
3.4199967,-4959.8459,-0.012869913,0.510992,0.120322,4.146871,79.999979
3.4299967,-4960.5205,-0.013319239,0.510992,0.120322,4.146871,79.999979
3.4399967,-4957.0829,-0.013021193,0.510992,0.120322,4.146871,79.999979
3.4499967,-4957.0829,-0.013360607,0.510992,0.120322,4.146871,79.999979
3.4599967,-4958.1834,-0.013579131,0.510992,0.120322,4.146871,79.999979
3.4699967,-4959.453,-0.013986275,0.510992,0.120322,4.146871,79.999979
3.4799967,-4957.4238,-0.012205126,0.510992,0.120322,4.146871,79.999979
