host_timestamp_s,monotonic_s,kind,detail
1783958362.958756,1125006.062000,session,start console_20260713_115921
1783958387.158810,1125030.265000,reconnect,camera restart requested
1783958480.681863,1125123.781000,arm,arm
1783958480.682391,1125123.781000,cmd,idle 0.5
1783958492.609124,1125135.703000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783958494.601707,1125137.703000,disarm,disarm
1783958494.668647,1125137.765000,disarm,disarm
1783958494.728708,1125137.828000,disarm,disarm
1783958494.793455,1125137.890000,disarm,disarm
1783958494.857524,1125137.953000,disarm,disarm
1783958494.918603,1125138.015000,disarm,disarm
1783958494.978548,1125138.078000,disarm,disarm
1783958495.042454,1125138.140000,disarm,disarm
1783958495.102019,1125138.203000,disarm,disarm
1783958495.166979,1125138.265000,disarm,disarm
1783958495.228910,1125138.328000,disarm,disarm
1783958495.291106,1125138.390000,disarm,disarm
1783958495.352608,1125138.453000,disarm,disarm
1783958495.417945,1125138.515000,disarm,disarm
1783958495.492072,1125138.593000,disarm,disarm
1783958495.552799,1125138.656000,disarm,disarm
1783958495.614253,1125138.718000,disarm,disarm
1783958495.674667,1125138.781000,disarm,disarm
1783958495.737735,1125138.843000,disarm,disarm
1783958495.793709,1125138.890000,disarm,disarm
1783958495.854322,1125138.953000,disarm,disarm
1783958495.921185,1125139.015000,disarm,disarm
1783958495.981019,1125139.078000,disarm,disarm
1783958496.041677,1125139.140000,disarm,disarm
1783958496.109327,1125139.203000,disarm,disarm
1783958496.164558,1125139.265000,disarm,disarm
1783958496.233296,1125139.328000,disarm,disarm
1783958496.291507,1125139.390000,disarm,disarm
1783958496.355741,1125139.453000,disarm,disarm
1783958496.416018,1125139.515000,disarm,disarm
1783958496.483333,1125139.578000,disarm,disarm
1783958496.544503,1125139.640000,disarm,disarm
1783958496.606559,1125139.703000,disarm,disarm
1783958496.667457,1125139.765000,disarm,disarm
1783958496.730476,1125139.828000,disarm,disarm
1783958496.789939,1125139.890000,disarm,disarm
1783958496.824765,1125139.921000,reconnect,H7 restart requested
1783958497.857665,1125140.953000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783958499.854666,1125142.953000,disarm,disarm
1783958499.918596,1125143.015000,disarm,disarm
1783958499.980453,1125143.078000,disarm,disarm
1783958500.043078,1125143.140000,disarm,disarm
1783958500.114743,1125143.218000,disarm,disarm
1783958500.169022,1125143.265000,disarm,disarm
1783958500.240181,1125143.343000,disarm,disarm
1783958500.291535,1125143.390000,disarm,disarm
1783958500.357857,1125143.453000,disarm,disarm
1783958500.415493,1125143.515000,disarm,disarm
1783958500.477987,1125143.578000,disarm,disarm
1783958500.539657,1125143.640000,disarm,disarm
1783958500.601815,1125143.703000,disarm,disarm
1783958503.311072,1125146.406000,arm,arm
1783958503.311601,1125146.406000,cmd,idle 0.5
1783958543.707189,1125186.812000,disarm,disarm
1783958598.885063,1125241.984000,arm,arm
1783958598.885063,1125241.984000,cmd,idle 0.5
1783958608.080097,1125251.187000,baseline,start probe_v=0.5 dur=2s
1783958608.081105,1125251.187000,arm,arm
1783958608.081105,1125251.187000,cmd,idle 0.5
1783958610.393866,1125253.500000,disarm,disarm
1783958610.394934,1125253.500000,baseline,done cold_R=4.323ohm laser=4.972V load=2.469V load_offset=2.469 warn=0
1783958620.746881,1125263.843000,session,recording start
1783958621.170495,1125264.265000,camera,video recording start
1783958629.947486,1125273.046000,arm,arm
1783958629.947486,1125273.046000,cmd,cycle 3 0.5 100 3000 10
1783958630.975619,1125274.078000,cmd,ping
1783958631.977424,1125275.078000,cmd,ping
1783958632.977715,1125276.078000,cmd,ping
1783958633.980850,1125277.078000,cmd,ping
1783958634.975926,1125278.078000,cmd,ping
1783958635.984569,1125279.078000,cmd,ping
1783958636.974178,1125280.078000,cmd,ping
1783958637.981039,1125281.078000,cmd,ping
1783958638.972945,1125282.078000,cmd,ping
1783958639.990479,1125283.093000,cmd,ping
1783958641.042458,1125284.140000,cmd,ping
1783958642.037567,1125285.140000,cmd,ping
1783958643.045932,1125286.140000,cmd,ping
1783958644.041314,1125287.140000,cmd,ping
1783958645.048842,1125288.156000,cmd,ping
1783958646.103366,1125289.203000,cmd,ping
1783958647.108527,1125290.203000,cmd,ping
1783958648.102092,1125291.203000,cmd,ping
1783958649.109241,1125292.203000,cmd,ping
1783958650.096949,1125293.203000,cmd,ping
1783958651.107034,1125294.203000,cmd,ping
1783958652.111207,1125295.203000,cmd,ping
1783958653.102047,1125296.203000,cmd,ping
1783958654.135595,1125297.234000,cmd,ping
1783958655.180317,1125298.281000,cmd,ping
1783958656.184581,1125299.281000,cmd,ping
1783958657.180381,1125300.281000,cmd,ping
1783958658.186515,1125301.281000,cmd,ping
1783958659.181699,1125302.281000,cmd,ping
1783958660.180288,1125303.281000,cmd,ping
1783958661.185727,1125304.281000,cmd,ping
1783958662.183526,1125305.281000,cmd,ping
1783958663.176419,1125306.281000,cmd,ping
1783958664.181763,1125307.281000,cmd,ping
1783958665.176065,1125308.281000,cmd,ping
1783958666.182646,1125309.281000,cmd,ping
1783958667.175628,1125310.281000,cmd,ping
1783958668.182930,1125311.281000,cmd,ping
1783958669.189709,1125312.296000,cmd,ping
1783958670.246971,1125313.343000,cmd,ping
1783958671.239197,1125314.343000,cmd,ping
1783958672.248700,1125315.343000,cmd,ping
1783958673.241324,1125316.343000,cmd,ping
1783958674.238129,1125317.343000,cmd,ping
1783958675.246644,1125318.343000,cmd,ping
1783958676.237760,1125319.343000,cmd,ping
1783958677.255128,1125320.359000,cmd,ping
1783958678.267835,1125321.375000,cmd,ping
1783958679.317936,1125322.421000,cmd,ping
1783958680.325890,1125323.421000,cmd,ping
1783958681.317628,1125324.421000,cmd,ping
1783958682.332614,1125325.437000,cmd,ping
1783958683.332029,1125326.437000,cmd,ping
1783958684.340242,1125327.437000,cmd,ping
1783958685.330868,1125328.437000,cmd,ping
1783958686.343266,1125329.437000,cmd,ping
1783958687.331934,1125330.437000,cmd,ping
1783958688.339367,1125331.437000,cmd,ping
1783958689.331502,1125332.437000,cmd,ping
1783958690.340843,1125333.437000,cmd,ping
1783958691.334269,1125334.437000,cmd,ping
1783958692.335007,1125335.437000,cmd,ping
1783958693.332041,1125336.437000,cmd,ping
1783958694.331159,1125337.437000,cmd,ping
1783958695.331370,1125338.437000,cmd,ping
1783958696.335275,1125339.437000,cmd,ping
1783958697.331538,1125340.437000,cmd,ping
1783958698.331292,1125341.437000,cmd,ping
1783958699.332056,1125342.437000,cmd,ping
1783958700.332527,1125343.437000,cmd,ping
1783958700.864852,1125343.968000,session,recording stop
1783958701.317247,1125344.421000,camera,video recording stop (0 frames)
1783958701.330871,1125344.437000,cmd,ping
1783958702.330616,1125345.437000,cmd,ping
1783958703.333858,1125346.437000,cmd,ping
1783958704.332213,1125347.437000,cmd,ping
1783958705.337471,1125348.437000,cmd,ping
1783958706.331956,1125349.437000,cmd,ping
1783958707.332761,1125350.437000,cmd,ping
1783958707.804946,1125350.906000,disarm,disarm
1783958756.351153,1125399.453000,disarm,disarm
1783958757.362692,1125400.468000,session,end complete
