host_timestamp_s,monotonic_s,fields_json
1784159169.612306,69048.765000,"{""t_ms"":1787174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1852254311,""m4_us"":1851609620,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3466,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159170.651700,69049.796000,"{""t_ms"":1788174,""hwm"":4,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1853290777,""m4_us"":1852646141,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3051,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159171.685821,69050.828000,"{""t_ms"":1789174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1854327453,""m4_us"":1853682666,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3021,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159172.722070,69051.875000,"{""t_ms"":1790174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1855363804,""m4_us"":1854719136,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3135,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159173.759005,69052.906000,"{""t_ms"":1791174,""hwm"":4,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1856400601,""m4_us"":1855755655,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3217,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159174.796663,69053.937000,"{""t_ms"":1792174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1857436831,""m4_us"":1856792132,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3321,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159175.831902,69054.984000,"{""t_ms"":1793174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1858473343,""m4_us"":1857828640,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3156,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159176.869772,69056.015000,"{""t_ms"":1794174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1859509855,""m4_us"":1858865146,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3271,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159177.903988,69057.046000,"{""t_ms"":1795174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1860546354,""m4_us"":1859901671,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3210,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784159178.941163,69058.093000,"{""t_ms"":1796174,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":1861582864,""m4_us"":1860938167,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3244,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
