host_timestamp_s,monotonic_s,kind,detail
1784158117.789565,67996.937000,session,start console_20260715_192837
1784158121.979118,68001.125000,session,recording start
1784158140.161292,68019.312000,arm,arm
1784158140.161797,68019.312000,cmd,idle 0.6
1784158140.161797,68019.312000,baseline,3s armed-idle baseline before cycle 1
1784158143.161307,68022.312000,cmd,cycle 3 0.6 100 3000 10
1784158144.203367,68023.343000,cmd,ping
1784158145.193622,68024.343000,cmd,ping
1784158146.216315,68025.359000,cmd,ping
1784158147.210478,68026.359000,cmd,ping
1784158148.209180,68027.359000,cmd,ping
1784158149.229954,68028.375000,cmd,ping
1784158150.221657,68029.375000,cmd,ping
1784158151.228806,68030.375000,cmd,ping
1784158152.234713,68031.375000,cmd,ping
1784158153.227729,68032.375000,cmd,ping
1784158154.223413,68033.375000,cmd,ping
1784158155.230050,68034.375000,cmd,ping
1784158156.223562,68035.375000,cmd,ping
1784158157.229754,68036.375000,cmd,ping
1784158158.222028,68037.375000,cmd,ping
1784158159.222845,68038.375000,cmd,ping
1784158160.224692,68039.375000,cmd,ping
1784158161.222373,68040.375000,cmd,ping
1784158162.246132,68041.390000,cmd,ping
1784158163.241308,68042.390000,cmd,ping
1784158164.244089,68043.390000,cmd,ping
1784158165.252359,68044.406000,cmd,ping
1784158166.306296,68045.453000,cmd,ping
1784158167.309599,68046.453000,cmd,ping
1784158168.314879,68047.468000,cmd,ping
1784158169.365403,68048.515000,cmd,ping
1784158170.374940,68049.515000,cmd,ping
1784158171.370523,68050.515000,cmd,ping
1784158172.373335,68051.515000,cmd,ping
1784158173.362164,68052.515000,cmd,ping
1784158174.369402,68053.515000,cmd,ping
1784158175.377176,68054.531000,cmd,ping
1784158176.432818,68055.578000,cmd,ping
1784158177.422996,68056.578000,cmd,ping
1784158178.449862,68057.593000,cmd,ping
1784158179.443403,68058.593000,cmd,ping
1784158180.451874,68059.593000,cmd,ping
1784158181.446152,68060.593000,cmd,ping
1784158182.451266,68061.593000,cmd,ping
1784158183.441293,68062.593000,cmd,ping
1784158184.449609,68063.593000,cmd,ping
1784158185.445426,68064.593000,cmd,ping
1784158186.456674,68065.609000,cmd,ping
1784158187.456476,68066.609000,cmd,ping
1784158188.477348,68067.625000,cmd,ping
1784158189.484200,68068.625000,cmd,ping
1784158190.469842,68069.625000,cmd,ping
1784158190.589198,68069.734000,cmd,stop
1784158193.267261,68072.421000,disarm,disarm
1784158195.653926,68074.796000,disarm,disarm
1784158196.046022,68075.187000,session,end complete
