t_rel_s,displacement_um,force_N,sma_v,sma_i,sma_r,sma_power_W,stage_mm
0,61.525426,-0.0012940546,0.497736,0.115761,4.1997,0.057618417,40.000039
0.0099999905,62.949668,-0.0012507819,0.49781724,0.11585686,4.1969919,0.057676058,40.000039
0.019999981,65.279321,-0.0012048566,0.49832562,0.11645668,4.1800462,0.058036737,40.000039
0.029999971,61.983594,-0.0010532907,0.498834,0.11705649,4.1631005,0.058397416,40.000039
0.039999962,65.623428,-0.00056135366,0.49934237,0.11765631,4.1461548,0.058758096,40.000039
0.049999952,65.942168,-0.0015248789,0.49985075,0.11825613,4.1292091,0.059118775,40.000039
0.059999943,65.910156,-0.0017740099,0.50035912,0.11885595,4.1122634,0.059479454,40.000039
0.069999933,64.218462,-0.0020422313,0.5008675,0.11945577,4.0953176,0.059840133,40.000039
0.079999924,65.555366,-0.0011733449,0.50137587,0.12005559,4.0783719,0.060200813,40.000039
0.089999914,64.519235,1.1324829e-05,0.50188425,0.1206554,4.0614262,0.060561492,40.000039
0.099999905,63.570042,-0.0011950129,0.50239263,0.12125522,4.0444805,0.060922171,40.000039
0.1099999,61.932481,-0.0015844222,0.502901,0.12185504,4.0275348,0.06128285,40.000039
0.11999989,63.559642,-0.0016860055,0.50309435,0.12208881,4.0207931,0.0614225,40.000039
0.12999988,65.762103,-0.00060615567,0.50283414,0.12179557,4.0287418,0.061243937,40.000039
0.13999987,64.1142,-0.0010987827,0.50257394,0.12150234,4.0366905,0.061065375,40.000039
0.14999986,62.611101,-0.0011829636,0.50231374,0.1212091,4.0446393,0.060886812,40.000039
0.15999985,64.485994,-0.0020419278,0.50205353,0.12091587,4.052588,0.060708249,40.000039
0.16999984,62.865042,-0.0016890211,0.50179333,0.12062263,4.0605367,0.060529687,40.000039
0.17999983,62.021178,-0.00061568081,0.50153313,0.1203294,4.0684854,0.060351124,40.000039
0.18999982,63.940447,-0.0019438034,0.50127292,0.12003617,4.0764341,0.060172561,40.000039
0.19999981,64.56868,-0.0021728429,0.50101272,0.11974293,4.0843829,0.059993999,40.000039
0.2099998,61.59795,-0.001698072,0.50075252,0.1194497,4.0923316,0.059815436,40.000039
0.21999979,63.890818,-0.0012165878,0.50049874,0.11917089,4.099837,0.059644878,40.000039
0.22999978,64.177417,-0.0018479272,0.50048862,0.11943885,4.0905361,0.059777759,40.000039
0.23999977,62.31418,-0.0014523725,0.5004785,0.11970682,4.0812352,0.05991064,40.000039
0.24999976,65.236802,-0.001253663,0.50046838,0.11997478,4.0719344,0.060043521,40.000039
0.25999975,61.746409,-0.0010733784,0.50045826,0.12024274,4.0626335,0.060176402,40.000039
0.26999974,62.607132,-0.0020409294,0.50044814,0.12051071,4.0533326,0.060309283,40.000039
0.27999973,65.094473,-0.0019304037,0.50043802,0.12077867,4.0440318,0.060442164,40.000039
0.28999972,62.619135,-0.0013871511,0.5004279,0.12104664,4.0347309,0.060575045,40.000039
0.29999971,63.22482,-0.0014868924,0.50041778,0.1213146,4.0254301,0.060707927,40.000039
0.3099997,64.781772,-0.0022260344,0.50040766,0.12158257,4.0161292,0.060840808,40.000039
0.31999969,62.672974,-0.001762557,0.50039754,0.12185053,4.0068283,0.060973689,40.000039
0.32999969,63.968195,-0.002212016,0.50009367,0.12197657,4.0009923,0.060950216,40.000039
0.33999968,64.775755,-0.0013126805,0.49925348,0.12154665,4.0087284,0.060641275,40.000039
0.34999967,61.965365,-0.0017401499,0.49841328,0.12111673,4.0164645,0.060332334,40.000039
0.35999966,63.836401,-0.0017972403,0.49757309,0.12068681,4.0242006,0.060023393,40.000039
