host_timestamp_s,monotonic_s,kind,detail
1783436275.776521,602930.000000,session,start console_20260707_105754
1783436287.961377,602942.187000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783436289.954804,602944.187000,disarm,disarm
1783436290.015890,602944.250000,disarm,disarm
1783436290.079249,602944.312000,disarm,disarm
1783436290.141307,602944.375000,disarm,disarm
1783436290.204113,602944.437000,disarm,disarm
1783436290.265816,602944.500000,disarm,disarm
1783436290.327115,602944.562000,disarm,disarm
1783436290.389635,602944.625000,disarm,disarm
1783436290.451121,602944.687000,disarm,disarm
1783436290.513866,602944.750000,disarm,disarm
1783436290.577897,602944.812000,disarm,disarm
1783436290.652098,602944.890000,disarm,disarm
1783436290.714307,602944.937000,disarm,disarm
1783436290.776219,602945.000000,disarm,disarm
1783436290.837982,602945.062000,disarm,disarm
1783436290.900177,602945.125000,disarm,disarm
1783436290.961448,602945.187000,disarm,disarm
1783436291.023557,602945.250000,disarm,disarm
1783436291.086019,602945.312000,disarm,disarm
1783436291.147883,602945.375000,disarm,disarm
1783436291.209776,602945.437000,disarm,disarm
1783436291.267834,602945.500000,disarm,disarm
1783436291.328042,602945.562000,disarm,disarm
1783436291.395082,602945.625000,disarm,disarm
1783436291.453957,602945.687000,disarm,disarm
1783436291.519000,602945.750000,disarm,disarm
1783436291.582238,602945.812000,disarm,disarm
1783436291.642700,602945.875000,disarm,disarm
1783436291.703368,602945.937000,disarm,disarm
1783436291.766894,602946.000000,disarm,disarm
1783436291.830224,602946.062000,disarm,disarm
1783436291.889782,602946.125000,disarm,disarm
1783436291.952689,602946.187000,disarm,disarm
1783436292.014642,602946.250000,disarm,disarm
1783436292.075951,602946.312000,disarm,disarm
1783436292.139116,602946.375000,disarm,disarm
1783436292.202018,602946.437000,disarm,disarm
1783436292.263879,602946.500000,disarm,disarm
1783436292.326352,602946.562000,disarm,disarm
1783436292.392384,602946.625000,disarm,disarm
1783436292.465108,602946.703000,disarm,disarm
1783436292.526317,602946.750000,disarm,disarm
