frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1783534130.891863,700783.265000,0,snap,snapshots/cyc00_700783265.jpg,-3.4615
1,1783534130.893866,700783.265000,0,fast,cycle_00/000000.jpg,-3.4615
2,1783534130.918839,700783.281000,0,fast,cycle_00/000001.jpg,-3.4615
3,1783534130.952245,700783.296000,0,fast,cycle_00/000002.jpg,-3.4615
4,1783534130.984987,700783.328000,0,fast,cycle_00/000003.jpg,-3.4615
5,1783534131.011735,700783.359000,0,fast,cycle_00/000004.jpg,-3.4615
6,1783534131.047747,700783.390000,0,fast,cycle_00/000005.jpg,-3.4613
7,1783534131.076006,700783.421000,0,fast,cycle_00/000006.jpg,-3.4613
8,1783534131.113887,700783.453000,0,fast,cycle_00/000007.jpg,-3.4614
9,1783534131.139393,700783.500000,0,fast,cycle_00/000008.jpg,-3.4614
10,1783534131.180167,700783.515000,0,fast,cycle_00/000009.jpg,-3.4613
11,1783534131.225408,700783.562000,0,fast,cycle_00/000010.jpg,-3.4613
12,1783534131.251430,700783.609000,0,fast,cycle_00/000011.jpg,-3.4614
13,1783534131.285107,700783.625000,0,fast,cycle_00/000012.jpg,-3.4614
14,1783534131.315359,700783.671000,0,fast,cycle_00/000013.jpg,-3.4613
15,1783534131.349647,700783.703000,0,fast,cycle_00/000014.jpg,-3.4614
16,1783534131.385316,700783.734000,0,fast,cycle_00/000015.jpg,-3.4614
17,1783534132.348505,700784.734000,0,heartbeat,cycle_00/000016.jpg,-3.4617
18,1783534133.353173,700785.734000,0,heartbeat,cycle_00/000017.jpg,-3.4613
19,1783534134.349654,700786.734000,0,heartbeat,cycle_00/000018.jpg,-3.4603
20,1783534135.355164,700787.734000,0,heartbeat,cycle_00/000019.jpg,-3.4603
21,1783534136.348966,700788.734000,0,heartbeat,cycle_00/000020.jpg,-3.4622
22,1783534137.349595,700789.734000,0,heartbeat,cycle_00/000021.jpg,-3.4630
23,1783534138.356143,700790.734000,0,heartbeat,cycle_00/000022.jpg,-3.4630
24,1783534139.352821,700791.734000,0,heartbeat,cycle_00/000023.jpg,-3.4614
25,1783534140.348785,700792.734000,0,heartbeat,cycle_00/000024.jpg,-3.4614
26,1783534141.349523,700793.734000,0,heartbeat,cycle_00/000025.jpg,-3.4614
27,1783534142.355392,700794.734000,0,heartbeat,cycle_00/000026.jpg,-3.4619
28,1783534143.348339,700795.734000,0,heartbeat,cycle_00/000027.jpg,-3.4619
29,1783534144.349760,700796.734000,0,heartbeat,cycle_00/000028.jpg,-3.4593
30,1783534145.348015,700797.734000,0,heartbeat,cycle_00/000029.jpg,-3.4611
