frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1783536833.110786,703485.390000,0,snap,snapshots/cyc00_703485390.jpg,-3.9238
1,1783536833.117259,703485.390000,0,fast,cycle_00/000000.jpg,-3.9216
2,1783536833.213143,703485.500000,0,fast,cycle_00/000001.jpg,-3.9147
3,1783536833.320024,703485.593000,0,fast,cycle_00/000002.jpg,-3.9094
4,1783536833.415083,703485.703000,0,fast,cycle_00/000003.jpg,-3.9033
5,1783536833.517590,703485.796000,0,fast,cycle_00/000004.jpg,-3.8954
6,1783536833.606891,703485.906000,0,fast,cycle_00/000005.jpg,-3.8911
7,1783536833.720353,703485.984000,0,fast,cycle_00/000006.jpg,-3.8845
8,1783536833.815294,703486.093000,0,fast,cycle_00/000007.jpg,-3.8758
9,1783536833.911116,703486.203000,0,fast,cycle_00/000008.jpg,-3.8726
10,1783536834.012227,703486.296000,0,fast,cycle_00/000009.jpg,-3.8682
11,1783536835.022958,703487.296000,0,heartbeat,cycle_00/000010.jpg,-3.8259
12,1783536836.121413,703488.406000,0,heartbeat,cycle_00/000011.jpg,-3.7706
13,1783536837.223414,703489.484000,0,heartbeat,cycle_00/000012.jpg,-3.7382
14,1783536838.215315,703490.500000,0,heartbeat,cycle_00/000013.jpg,-3.7040
15,1783536839.319423,703491.593000,0,heartbeat,cycle_00/000014.jpg,-3.6872
16,1783536840.310541,703492.593000,0,heartbeat,cycle_00/000015.jpg,-3.6766
17,1783536841.318261,703493.593000,0,heartbeat,cycle_00/000016.jpg,-3.6669
18,1783536842.310255,703494.593000,0,heartbeat,cycle_00/000017.jpg,-3.6559
19,1783536843.318259,703495.593000,0,heartbeat,cycle_00/000018.jpg,-3.6416
20,1783536844.326739,703496.593000,0,heartbeat,cycle_00/000019.jpg,-3.6222
21,1783536845.318596,703497.593000,0,heartbeat,cycle_00/000020.jpg,-3.6192
22,1783536846.325836,703498.593000,0,heartbeat,cycle_00/000021.jpg,-3.6049
23,1783536847.318765,703499.609000,0,heartbeat,cycle_00/000022.jpg,-3.5915
24,1783536848.431861,703500.703000,0,heartbeat,cycle_00/000023.jpg,-3.5885
25,1783536848.731573,703501.000000,1,snap,snapshots/cyc01_703501000.jpg,-3.5838
26,1783536848.741092,703501.000000,1,fast,cycle_01/000000.jpg,-3.5838
27,1783536848.822817,703501.125000,1,fast,cycle_01/000001.jpg,-3.5828
28,1783536848.923836,703501.203000,1,fast,cycle_01/000002.jpg,-3.5819
29,1783536849.013695,703501.296000,1,fast,cycle_01/000003.jpg,-3.5812
30,1783536849.130284,703501.390000,1,fast,cycle_01/000004.jpg,-3.5778
31,1783536849.228388,703501.515000,1,fast,cycle_01/000005.jpg,-2.9505
32,1783536849.318678,703501.609000,1,fast,cycle_01/000006.jpg,-2.6317
33,1783536849.415793,703501.703000,1,fast,cycle_01/000007.jpg,-2.6480
34,1783536849.527067,703501.796000,1,fast,cycle_01/000008.jpg,-2.6787
35,1783536849.622522,703501.906000,1,fast,cycle_01/000009.jpg,-2.7100
36,1783536849.722183,703502.000000,1,fast,cycle_01/000010.jpg,-2.7500
37,1783536849.829776,703502.109000,1,fast,cycle_01/000011.jpg,-2.7696
38,1783536849.925925,703502.203000,1,fast,cycle_01/000012.jpg,-2.8129
39,1783536850.027511,703502.312000,1,fast,cycle_01/000013.jpg,-2.8492
40,1783536850.118805,703502.406000,1,fast,cycle_01/000014.jpg,-2.8709
41,1783536850.232695,703502.500000,1,fast,cycle_01/000015.jpg,-2.9105
42,1783536850.326529,703502.609000,1,fast,cycle_01/000016.jpg,-2.9449
43,1783536850.425991,703502.703000,1,fast,cycle_01/000017.jpg,-2.9826
44,1783536850.517780,703502.812000,1,fast,cycle_01/000018.jpg,-2.9998
45,1783536850.630323,703502.890000,1,fast,cycle_01/000019.jpg,-3.0171
46,1783536850.728803,703503.015000,1,fast,cycle_01/000020.jpg,-3.0301
47,1783536850.822339,703503.109000,1,fast,cycle_01/000021.jpg,-3.0375
48,1783536850.937143,703503.203000,1,fast,cycle_01/000022.jpg,-3.0488
49,1783536851.033938,703503.312000,1,fast,cycle_01/000023.jpg,-3.0546
50,1783536851.126899,703503.421000,1,fast,cycle_01/000024.jpg,-3.0546
51,1783536851.224289,703503.500000,1,fast,cycle_01/000025.jpg,-3.0532
52,1783536851.319369,703503.609000,1,fast,cycle_01/000026.jpg,-3.0527
53,1783536851.432272,703503.703000,1,fast,cycle_01/000027.jpg,-3.0519
54,1783536851.529081,703503.812000,1,fast,cycle_01/000028.jpg,-3.0478
55,1783536851.622345,703503.906000,1,fast,cycle_01/000029.jpg,-3.0441
56,1783536851.718746,703504.000000,1,fast,cycle_01/000030.jpg,-3.0413
57,1783536851.830100,703504.093000,1,fast,cycle_01/000031.jpg,-3.0382
