host_timestamp_s,monotonic_s,kind,detail
1782484901.309635,209132.906000,session,start console_20260626_104140
1782484929.392259,209160.984000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782484931.388916,209162.984000,disarm,disarm
1782484931.450506,209163.046000,disarm,disarm
1782484931.512764,209163.109000,disarm,disarm
1782484931.575185,209163.171000,disarm,disarm
1782484931.635635,209163.234000,disarm,disarm
1782484931.697619,209163.296000,disarm,disarm
1782484931.760853,209163.359000,disarm,disarm
1782484931.822616,209163.421000,disarm,disarm
1782484931.884280,209163.484000,disarm,disarm
1782484931.946202,209163.546000,disarm,disarm
1782484932.023051,209163.625000,disarm,disarm
1782484932.083559,209163.671000,disarm,disarm
1782484932.145404,209163.734000,disarm,disarm
1782484932.207836,209163.796000,disarm,disarm
1782484932.269622,209163.859000,disarm,disarm
1782484932.331027,209163.921000,disarm,disarm
1782484932.394155,209163.984000,disarm,disarm
1782484932.456685,209164.046000,disarm,disarm
1782484932.518386,209164.109000,disarm,disarm
1782484932.580017,209164.171000,disarm,disarm
1782484932.642814,209164.234000,disarm,disarm
1782484932.706008,209164.296000,disarm,disarm
1782484932.766994,209164.359000,disarm,disarm
1782484932.828182,209164.421000,disarm,disarm
1782484932.890241,209164.484000,disarm,disarm
1782484932.952016,209164.546000,disarm,disarm
1782484933.013832,209164.609000,disarm,disarm
1782484933.075105,209164.671000,disarm,disarm
1782484933.137016,209164.734000,disarm,disarm
1782484933.197869,209164.796000,disarm,disarm
1782484933.260301,209164.859000,disarm,disarm
1782484933.321621,209164.921000,disarm,disarm
1782484933.382091,209164.984000,disarm,disarm
1782484933.460272,209165.062000,disarm,disarm
1782484933.521418,209165.109000,disarm,disarm
1782484933.582975,209165.171000,disarm,disarm
1782484933.644951,209165.234000,disarm,disarm
1782484933.706643,209165.296000,disarm,disarm
1782484933.768446,209165.359000,disarm,disarm
1782484933.828914,209165.421000,disarm,disarm
1782484933.891170,209165.484000,disarm,disarm
1782484933.953282,209165.546000,disarm,disarm
1782484934.014940,209165.609000,disarm,disarm
1782484934.076917,209165.671000,disarm,disarm
1782484934.138522,209165.734000,disarm,disarm
1782484934.200969,209165.796000,disarm,disarm
1782484934.262005,209165.859000,disarm,disarm
1782484934.325619,209165.921000,disarm,disarm
1782484934.387571,209165.984000,disarm,disarm
1782484934.448796,209166.046000,disarm,disarm
1782484934.511081,209166.109000,disarm,disarm
1782484934.573157,209166.171000,disarm,disarm
1782484934.635637,209166.234000,disarm,disarm
1782484934.696915,209166.296000,disarm,disarm
1782484934.758999,209166.359000,disarm,disarm
1782484934.822228,209166.421000,disarm,disarm
1782484934.884161,209166.484000,disarm,disarm
1782484934.946745,209166.546000,disarm,disarm
1782484935.008582,209166.609000,disarm,disarm
1782484935.084387,209166.687000,disarm,disarm
1782484935.146330,209166.734000,disarm,disarm
1782484935.208076,209166.796000,disarm,disarm
1782484935.270402,209166.859000,disarm,disarm
1782484935.332451,209166.921000,disarm,disarm
1782484935.393686,209166.984000,disarm,disarm
1782484935.454380,209167.046000,disarm,disarm
1782484935.515379,209167.109000,disarm,disarm
1782484935.577880,209167.171000,disarm,disarm
1782484935.639426,209167.234000,disarm,disarm
1782484935.701138,209167.296000,disarm,disarm
1782484935.762136,209167.359000,disarm,disarm
1782484935.824468,209167.421000,disarm,disarm
1782484935.885812,209167.484000,disarm,disarm
1782484935.948369,209167.546000,disarm,disarm
1782484936.010180,209167.609000,disarm,disarm
1782484936.071999,209167.671000,disarm,disarm
1782484936.134930,209167.734000,disarm,disarm
1782484936.197887,209167.796000,disarm,disarm
1782484936.260206,209167.859000,disarm,disarm
1782484936.322064,209167.921000,disarm,disarm
1782484936.383837,209167.984000,disarm,disarm
1782484936.445526,209168.046000,disarm,disarm
1782484936.522274,209168.125000,disarm,disarm
1782484936.584591,209168.187000,disarm,disarm
1782484936.646916,209168.250000,disarm,disarm
1782484936.708756,209168.296000,disarm,disarm
1782484936.771899,209168.375000,disarm,disarm
1782484936.834230,209168.437000,disarm,disarm
1782484936.896387,209168.484000,disarm,disarm
1782484936.959846,209168.562000,disarm,disarm
1782484937.021335,209168.609000,disarm,disarm
1782484937.082171,209168.671000,disarm,disarm
1782484937.144827,209168.734000,disarm,disarm
1782484937.206321,209168.796000,disarm,disarm
1782484937.268251,209168.859000,disarm,disarm
1782484937.330080,209168.921000,disarm,disarm
1782484937.391927,209168.984000,disarm,disarm
1782484937.453369,209169.046000,disarm,disarm
1782484937.514635,209169.109000,disarm,disarm
1782484937.575604,209169.171000,disarm,disarm
1782484937.637410,209169.234000,disarm,disarm
1782484937.699840,209169.296000,disarm,disarm
1782484937.761044,209169.359000,disarm,disarm
1782484937.823150,209169.421000,disarm,disarm
1782484937.884325,209169.484000,disarm,disarm
1782484937.946181,209169.546000,disarm,disarm
1782484938.007441,209169.609000,disarm,disarm
1782484938.085342,209169.687000,disarm,disarm
1782484938.164149,209169.765000,disarm,disarm
1782484938.225017,209169.828000,disarm,disarm
1782484938.288270,209169.890000,disarm,disarm
1782484938.349592,209169.937000,disarm,disarm
1782484938.410153,209170.000000,disarm,disarm
1782484938.473118,209170.062000,disarm,disarm
1782484938.534437,209170.125000,disarm,disarm
1782484938.596968,209170.187000,disarm,disarm
