level_mA,heat_ms,sweep,run_type,cycle,bootstrap,i_mA,cc_pct,dx_um,x_base_um,F_base_mN,dF_mN,clipped,railed,detect_ok,cool_s,i_low_mA,seeded
650,300,sweep_20260731_155129,map,4,0,647.01,99.5,1264.53,-3870.86,190.617,40.762,0,0,1,30.0,0,1
650,300,sweep_20260731_155129,map,5,0,647.52,99.6,1305.12,-3840.26,191.853,41.386,0,0,1,30.0,0,1
650,300,sweep_20260731_155129,map,6,0,646.84,99.5,1258.85,-3865.28,190.79,40.655,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,1,1,748.05,99.7,1911.76,-4070.48,184.671,60.792,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,2,0,746.86,99.6,2059.13,-3887.31,190.158,65.44,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,3,0,746.48,99.5,2136.15,-3875.92,190.505,67.837,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,4,0,746.87,99.6,2045.72,-3868.12,190.707,65.102,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,5,0,746.56,99.5,2062.6,-3847.81,191.262,65.413,0,0,1,30.0,0,1
750,300,sweep_20260731_155129,map,6,0,747.27,99.6,2121.8,-3859.81,191.047,67.025,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,1,1,846.73,99.6,3172.63,-4070.92,184.643,100.18,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,2,0,845.56,99.5,3605.49,-3823.78,192.102,114.529,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,3,0,844.87,99.4,3420.51,-3687.02,196.205,106.937,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,4,0,845.69,99.5,3371.04,-3713.33,195.419,106.601,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,5,0,847.58,99.7,3441.38,-3666.44,196.823,107.719,0,0,1,30.0,0,1
850,300,sweep_20260731_155129,map,6,0,845.43,99.5,3561.68,-3646.95,197.767,111.507,0,0,1,30.0,0,1
950,300,sweep_20260731_134414,probe,1,1,388.75,40.9,804.4,-4210.17,180.519,25.8,0,0,1,30.0,100,0
950,300,sweep_20260731_134414,probe,2,0,946.54,99.6,6230.99,-4034.53,185.723,200.141,0,0,1,30.0,100,0
950,300,sweep_20260731_134414,probe,3,0,946.25,99.6,5910.87,-3556.88,200.56,186.547,0,0,1,30.0,100,0
950,300,sweep_20260731_134414,probe,4,0,946.66,99.6,5983.18,-3581.59,199.82,186.743,0,0,1,30.0,100,0
950,300,sweep_20260731_141513,probe,1,1,946.15,99.6,5609.03,-4267.57,178.548,179.384,0,0,1,30.0,100,1
950,300,sweep_20260731_141513,probe,2,0,1190.72,125.3,8688.63,-3661.08,197.408,296.098,1,1,1,30.0,100,1
950,300,sweep_20260731_141513,probe,3,0,946.4,99.6,6481.3,-3569.97,200.07,205.457,0,0,1,30.0,100,1
950,300,sweep_20260731_141513,probe,4,0,945.75,99.6,6018.88,-3746.73,194.458,190.622,0,0,1,30.0,100,1
950,300,sweep_20260731_144243,probe,1,1,946.95,99.7,5477.67,-4304.29,177.436,174.988,0,0,1,30.0,100,1
950,300,sweep_20260731_144243,probe,2,0,946.75,99.7,5855.26,-3904.27,189.586,186.455,0,0,1,30.0,100,1
950,300,sweep_20260731_144243,probe,3,0,946.79,99.7,6168.3,-3761.07,194.274,196.674,0,0,1,30.0,100,1
950,300,sweep_20260731_144243,probe,4,0,946.67,99.6,6214.35,-3606.88,198.887,196.831,0,0,1,30.0,100,1
950,300,sweep_20260731_155129,map,1,1,946.07,99.6,5808.02,-4049.46,185.271,183.452,0,0,1,30.0,0,1
950,300,sweep_20260731_155129,map,2,0,945.7,99.5,6032.95,-3491.3,202.323,192.582,0,0,1,30.0,0,1
950,300,sweep_20260731_155129,map,3,0,945.79,99.6,5965.14,-3635.19,197.773,188.728,0,0,1,30.0,0,1
950,300,sweep_20260731_155129,map,4,0,945.63,99.5,6122.01,-3458.04,203.403,192.997,0,0,1,30.0,0,1
950,300,sweep_20260731_155129,map,5,0,945.77,99.6,6125.65,-3511.65,202.052,192.534,0,0,1,30.0,0,1
950,300,sweep_20260731_155129,map,6,0,944.33,99.4,6073.31,-3545.81,200.806,190.872,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,1,1,149.42,99.6,104.62,-4144.57,182.276,3.595,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,2,0,151.36,100.9,44.1,-3949.16,188.231,2.048,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,3,0,154.62,103.1,72.93,-4029.85,185.785,2.637,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,4,0,150.81,100.5,30.96,-4023.92,185.953,1.485,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,5,0,149.26,99.5,39.88,-3956.7,188.039,1.792,0,0,1,30.0,0,1
150,400,sweep_20260731_155129,map,6,0,148.31,98.9,41.86,-3950.86,188.246,2.132,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,1,1,250.26,100.1,202.69,-4143.72,182.253,6.656,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,2,0,251.75,100.7,172.56,-4000.86,186.471,5.935,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,3,0,247.68,99.1,163.42,-4015.89,186.123,5.664,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,4,0,253.43,101.4,177.93,-4005.39,186.482,6.118,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,5,0,250.28,100.1,173.38,-3945.78,188.375,6.448,0,0,1,30.0,0,1
250,400,sweep_20260731_155129,map,6,0,250.39,100.2,176.26,-3946.42,188.291,6.486,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,1,1,347.08,99.2,384.83,-4133.96,182.575,12.822,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,2,0,348.02,99.4,383.62,-4028.77,185.869,12.195,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,3,0,350.26,100.1,368.65,-3986.09,187.063,12.092,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,4,0,346.13,98.9,367.26,-4011.06,186.444,11.817,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,5,0,346.02,98.9,370.48,-4028.84,185.827,11.87,0,0,1,30.0,0,1
350,400,sweep_20260731_155129,map,6,0,349.46,99.8,352.4,-3966.66,187.641,11.573,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,1,1,450.13,100.0,671.57,-4150.97,182.004,21.846,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,2,0,446.43,99.2,715.09,-3975.22,187.39,22.787,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,3,0,447.98,99.6,681.88,-3968.28,187.473,21.955,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,4,0,447.23,99.4,707.0,-4012.85,186.331,22.464,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,5,0,450.53,100.1,703.62,-3935.57,188.653,22.642,0,0,1,30.0,0,1
450,400,sweep_20260731_155129,map,6,0,448.07,99.6,684.61,-3959.03,187.692,22.137,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,1,1,548.67,99.8,1145.66,-4005.06,186.515,36.543,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,2,0,548.71,99.8,1127.17,-3944.52,188.139,36.342,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,3,0,548.65,99.8,1160.06,-3971.41,187.246,37.554,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,4,0,547.94,99.6,1133.05,-3939.48,188.489,36.323,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,5,0,549.59,99.9,1156.22,-4159.48,181.821,36.656,0,0,1,30.0,0,1
550,400,sweep_20260731_155129,map,6,0,547.76,99.6,1171.26,-4010.66,186.373,37.479,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,1,1,648.31,99.7,1847.98,-4160.07,181.86,58.496,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,2,0,648.0,99.7,2095.36,-3932.56,188.735,66.233,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,3,0,648.86,99.8,2150.35,-3894.9,190.069,67.975,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,4,0,648.96,99.8,2175.13,-3873.99,190.621,68.38,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,5,0,647.9,99.7,2057.26,-3905.18,189.652,64.768,0,0,1,30.0,0,1
650,400,sweep_20260731_155129,map,6,0,648.08,99.7,1877.52,-3976.83,187.145,59.654,0,0,1,30.0,0,1
750,400,sweep_20260731_134414,probe,1,1,354.36,47.2,740.96,-4226.7,179.888,23.814,0,0,1,30.0,100,0
750,400,sweep_20260731_134414,probe,2,0,748.29,99.8,3949.01,-4020.68,186.222,124.515,0,0,1,30.0,100,0
750,400,sweep_20260731_134414,probe,3,0,748.09,99.7,3752.12,-3691.72,196.441,116.689,0,0,1,30.0,100,0
750,400,sweep_20260731_134414,probe,4,0,747.98,99.7,3783.58,-3656.65,197.697,117.243,0,0,1,30.0,100,0
750,400,sweep_20260731_141513,probe,1,1,747.27,99.6,3486.99,-4349.41,176.246,109.099,0,0,1,30.0,100,1
750,400,sweep_20260731_141513,probe,2,0,748.43,99.8,3709.88,-3872.03,190.631,116.692,0,0,1,30.0,100,1
750,400,sweep_20260731_141513,probe,3,0,747.73,99.7,3579.45,-3742.5,194.701,111.598,0,0,1,30.0,100,1
750,400,sweep_20260731_141513,probe,4,0,748.42,99.8,3696.18,-3751.5,194.407,114.962,0,0,1,30.0,100,1
750,400,sweep_20260731_144243,probe,1,1,748.33,99.8,3570.26,-4374.68,175.38,111.709,0,0,1,30.0,100,1
750,400,sweep_20260731_144243,probe,2,0,747.83,99.7,3718.16,-3884.06,190.255,116.702,0,0,1,30.0,100,1
750,400,sweep_20260731_144243,probe,3,0,748.17,99.8,3712.23,-3807.36,192.509,115.315,0,0,1,30.0,100,1
750,400,sweep_20260731_144243,probe,4,0,747.95,99.7,3759.72,-3881.67,190.373,117.379,0,0,1,30.0,100,1
750,400,sweep_20260731_155129,map,1,1,747.35,99.6,3320.09,-4154.93,181.96,104.512,0,0,1,30.0,0,1
750,400,sweep_20260731_155129,map,2,0,747.88,99.7,3682.5,-3916.03,188.949,116.125,0,0,1,30.0,0,1
750,400,sweep_20260731_155129,map,3,0,747.82,99.7,3449.64,-3841.18,191.442,107.788,0,0,1,30.0,0,1
750,400,sweep_20260731_155129,map,4,0,747.24,99.6,3680.07,-3779.84,193.66,114.637,0,0,1,30.0,0,1
750,400,sweep_20260731_155129,map,5,0,747.0,99.6,3973.62,-3758.43,194.282,126.653,0,0,1,30.0,0,1
750,400,sweep_20260731_155129,map,6,0,747.1,99.6,3555.81,-3809.99,192.327,111.592,0,0,1,30.0,0,1
850,400,sweep_20260731_134414,probe,1,1,393.21,46.3,1063.17,-4242.36,179.266,33.674,0,0,1,30.0,100,0
850,400,sweep_20260731_134414,probe,2,0,848.04,99.8,6832.42,-4021.58,186.154,217.291,0,0,1,30.0,100,0
850,400,sweep_20260731_134414,probe,3,0,847.44,99.7,6446.1,-3645.94,197.669,200.587,0,0,1,30.0,100,0
850,400,sweep_20260731_134414,probe,4,0,849.07,99.9,6248.76,-3573.97,199.91,194.786,0,0,1,30.0,100,0
850,400,sweep_20260731_141513,probe,1,1,848.15,99.8,6213.23,-4269.46,178.422,195.345,0,0,1,30.0,100,1
850,400,sweep_20260731_141513,probe,2,0,847.83,99.7,7017.36,-3557.68,200.697,223.419,0,0,1,30.0,100,1
850,400,sweep_20260731_141513,probe,3,0,847.34,99.7,6882.02,-3598.59,199.315,215.86,0,0,1,30.0,100,1
850,400,sweep_20260731_141513,probe,4,0,847.61,99.7,6686.85,-3603.89,199.133,210.321,0,0,1,30.0,100,1
850,400,sweep_20260731_144243,probe,1,1,847.67,99.7,6358.94,-4321.96,176.863,199.529,0,0,1,30.0,100,1
850,400,sweep_20260731_144243,probe,2,0,847.67,99.7,6833.7,-3607.32,198.876,215.227,0,0,1,30.0,100,1
850,400,sweep_20260731_144243,probe,3,0,848.85,99.9,6901.94,-3617.42,198.745,216.647,0,0,1,30.0,100,1
850,400,sweep_20260731_144243,probe,4,0,847.54,99.7,6769.51,-3707.79,195.961,212.83,0,0,1,30.0,100,1
850,400,sweep_20260731_155129,map,1,1,847.74,99.7,6143.86,-4151.24,182.156,193.482,0,0,1,30.0,0,1
850,400,sweep_20260731_155129,map,2,0,846.73,99.6,6479.25,-3782.31,193.411,202.386,0,0,1,30.0,0,1
850,400,sweep_20260731_155129,map,3,0,846.89,99.6,6788.63,-3694.06,196.032,216.02,0,0,1,30.0,0,1
850,400,sweep_20260731_155129,map,4,0,847.36,99.7,6513.32,-3793.25,192.904,205.627,0,0,1,30.0,0,1
850,400,sweep_20260731_155129,map,5,0,846.75,99.6,6890.98,-3740.79,194.806,218.332,0,0,1,30.0,0,1
850,400,sweep_20260731_155129,map,6,0,846.29,99.6,6373.64,-3756.88,194.043,200.976,0,0,1,30.0,0,1
950,400,sweep_20260731_134414,probe,1,1,431.27,45.4,1330.93,-4253.09,179.089,41.914,0,0,1,30.0,100,0
950,400,sweep_20260731_134414,probe,2,0,947.25,99.7,9125.79,-4098.05,183.352,308.308,0,1,1,30.0,100,0
950,400,sweep_20260731_134414,probe,3,0,947.29,99.7,8621.74,-3593.99,199.486,294.02,1,1,1,30.0,100,0
950,400,sweep_20260731_134414,probe,4,0,946.82,99.7,8576.71,-3548.96,200.93,292.576,1,1,1,30.0,100,0
950,400,sweep_20260731_141513,probe,1,1,127.41,13.4,9321.11,-4293.36,177.69,315.815,1,1,0,30.0,100,1
950,400,sweep_20260731_141513,probe,2,0,109.07,11.5,-50.68,-3481.84,202.783,1.336,0,0,0,30.0,100,1
