host_timestamp_s,monotonic_s,kind,detail
1783536339.894992,702992.281000,session,start console_20260708_144539
1783536361.188434,703013.562000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783536361.224761,703013.609000,reconnect,H7 restart requested
1783536362.244680,703014.625000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783536364.239212,703016.625000,disarm,disarm
1783536364.300867,703016.687000,disarm,disarm
1783536364.378794,703016.765000,disarm,disarm
1783536364.440777,703016.828000,disarm,disarm
1783536364.502014,703016.875000,disarm,disarm
1783536364.564026,703016.937000,disarm,disarm
1783536364.626398,703017.000000,disarm,disarm
1783536364.687100,703017.062000,disarm,disarm
1783536364.749765,703017.125000,disarm,disarm
1783536364.812175,703017.187000,disarm,disarm
1783536364.874053,703017.250000,disarm,disarm
1783536364.936601,703017.312000,disarm,disarm
1783536364.997969,703017.375000,disarm,disarm
1783536365.059618,703017.437000,disarm,disarm
1783536365.121737,703017.500000,disarm,disarm
1783536365.183031,703017.562000,disarm,disarm
1783536365.244912,703017.625000,disarm,disarm
1783536365.306811,703017.687000,disarm,disarm
1783536365.368501,703017.750000,disarm,disarm
1783536365.431766,703017.812000,disarm,disarm
1783536365.493029,703017.875000,disarm,disarm
1783536365.554874,703017.937000,disarm,disarm
1783536365.616037,703018.000000,disarm,disarm
1783536365.678673,703018.062000,disarm,disarm
1783536365.740294,703018.125000,disarm,disarm
1783536365.802877,703018.187000,disarm,disarm
1783536365.865277,703018.250000,disarm,disarm
1783536365.928716,703018.312000,disarm,disarm
1783536365.998884,703018.375000,disarm,disarm
1783536366.052734,703018.437000,disarm,disarm
1783536366.114442,703018.500000,disarm,disarm
1783536366.176761,703018.562000,disarm,disarm
1783536366.240610,703018.625000,disarm,disarm
1783536366.301587,703018.687000,disarm,disarm
1783536366.363366,703018.750000,disarm,disarm
1783536366.440764,703018.828000,disarm,disarm
1783536366.501748,703018.875000,disarm,disarm
1783536366.563863,703018.937000,disarm,disarm
1783536366.625768,703019.000000,disarm,disarm
1783536366.689182,703019.062000,disarm,disarm
1783536366.751053,703019.125000,disarm,disarm
1783536366.813624,703019.187000,disarm,disarm
1783536366.875493,703019.250000,disarm,disarm
1783536366.938097,703019.312000,disarm,disarm
1783536367.000354,703019.375000,disarm,disarm
1783536367.061874,703019.437000,disarm,disarm
1783536367.124731,703019.500000,disarm,disarm
1783536367.187349,703019.562000,disarm,disarm
1783536465.263484,703117.640000,reconnect,camera reconfigured
1783536486.002918,703138.390000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783536491.901211,703144.281000,warn,H7 silent 1.5s — no new samples (critical; other instruments still recording)
1783536505.456573,703157.843000,warn,H7 silent 1.1s — no new samples (critical; other instruments still recording)
1783536507.488258,703159.875000,disarm,disarm
1783536507.790375,703160.171000,disarm,disarm
1783536508.112900,703160.500000,disarm,disarm
1783536508.425481,703160.812000,reconnect,H7 restart requested
1783536510.008022,703162.390000,warn,H7 silent 1.5s — no new samples (critical; other instruments still recording)
1783536511.627510,703164.015000,disarm,disarm
1783536512.020120,703164.406000,disarm,disarm
1783536512.722501,703165.109000,disarm,disarm
1783536513.034097,703165.421000,disarm,disarm
1783536513.267916,703165.656000,disarm,disarm
1783536513.582766,703165.968000,disarm,disarm
1783536513.973112,703166.359000,disarm,disarm
1783536514.206198,703166.593000,disarm,disarm
1783536514.596086,703166.984000,disarm,disarm
1783536515.301454,703167.687000,disarm,disarm
1783536515.842710,703168.218000,disarm,disarm
1783536540.377769,703192.765000,disarm,disarm
1783536540.760017,703193.140000,session,end complete
