cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,15.222949,101.59600000000069,348.10953125,1.5755557604166668,4.6871392187500005,-70.1114112651876,-2.8693800801164002
2,25.636008000000004,101.39999999999816,347.2726145833333,1.5590768541666666,4.654138,-43.46304416499743,-1.8157024323147368
