wall_us,step,phase,stage_mm,set_vel_mm_s
308901734000,3,pre_hold,9.999960,0.0000
308901765000,3,pre_hold,9.999960,0.0000
308901796000,3,pre_hold,9.999960,0.0000
308901828000,3,pre_hold,9.999960,0.0000
308901859000,3,pre_hold,9.999960,0.0000
308901890000,3,pre_hold,9.999960,0.0000
308901921000,3,pre_hold,9.999960,0.0000
308901953000,3,pre_hold,9.999960,0.0000
308901984000,3,pre_hold,9.999960,0.0000
308902015000,3,pre_hold,9.999960,0.0000
308902046000,3,pre_hold,9.999960,0.0000
308902078000,3,pre_hold,9.999960,0.0000
308902109000,3,pre_hold,9.999960,0.0000
308902140000,3,pre_hold,9.999960,0.0000
308902171000,3,pre_hold,9.999960,0.0000
308902171000,3,post_hold,9.999960,0.0000
308902203000,3,post_hold,9.999960,0.0000
308902234000,3,post_hold,10.017423,0.0000
308902265000,3,post_hold,10.146308,0.0000
308902296000,3,post_hold,10.400705,0.0000
308902328000,3,post_hold,10.697468,0.0000
308902359000,3,post_hold,10.995124,0.0000
308902390000,3,post_hold,11.291887,0.0000
308902421000,3,post_hold,11.589544,0.0000
308902453000,3,post_hold,11.887200,0.0000
308902484000,3,post_hold,12.185749,0.0000
308902515000,3,post_hold,12.479635,0.0000
308902546000,3,post_hold,12.780169,0.0000
308902578000,3,post_hold,13.076833,0.0000
308902609000,3,post_hold,13.369826,0.0000
308902640000,3,post_hold,13.671848,0.0000
308902671000,3,post_hold,13.896578,0.0000
308902703000,3,post_hold,13.995202,0.0000
308902734000,3,post_hold,13.999964,0.0000
308902765000,3,post_hold,13.999964,0.0000
308902796000,3,post_hold,13.999964,0.0000
308902828000,3,post_hold,13.999964,0.0000
308902859000,3,post_hold,13.999964,0.0000
308902890000,3,post_hold,13.999964,0.0000
308902921000,3,post_hold,13.999964,0.0000
308902953000,3,post_hold,13.999964,0.0000
308902984000,3,post_hold,13.999964,0.0000
308903015000,3,post_hold,13.999964,0.0000
308903046000,3,post_hold,13.999964,0.0000
308903078000,3,post_hold,13.999964,0.0000
308903109000,3,post_hold,13.999964,0.0000
308903140000,3,post_hold,13.999964,0.0000
308903171000,3,post_hold,13.999964,0.0000
308903203000,3,post_hold,13.999964,0.0000
308903234000,3,post_hold,13.999964,0.0000
308903265000,3,post_hold,13.999964,0.0000
308903296000,3,post_hold,13.999964,0.0000
308903328000,3,post_hold,13.999964,0.0000
308903359000,3,post_hold,13.999964,0.0000
308903390000,3,post_hold,13.999964,0.0000
308903421000,3,post_hold,13.999964,0.0000
308903453000,3,post_hold,13.999964,0.0000
308903484000,3,post_hold,13.999964,0.0000
308903515000,3,post_hold,13.999964,0.0000
308903546000,3,post_hold,13.999964,0.0000
308903578000,3,post_hold,13.999964,0.0000
308903609000,3,post_hold,13.999964,0.0000
308903640000,3,post_hold,13.999964,0.0000
308903671000,3,post_hold,13.999964,0.0000
308903703000,3,post_hold,13.999964,0.0000
308903734000,3,post_hold,13.999964,0.0000
308903765000,3,post_hold,13.999964,0.0000
308903796000,3,post_hold,13.999964,0.0000
308903828000,3,post_hold,13.999964,0.0000
308903859000,3,post_hold,13.999964,0.0000
308903890000,3,post_hold,13.999964,0.0000
308903921000,3,post_hold,13.999964,0.0000
308903953000,3,post_hold,13.999964,0.0000
308903984000,3,post_hold,13.999964,0.0000
308904015000,3,post_hold,13.999964,0.0000
308904046000,3,post_hold,13.999964,0.0000
308904078000,3,post_hold,13.999964,0.0000
308904109000,3,post_hold,13.999964,0.0000
308904140000,3,post_hold,13.999964,0.0000
308904171000,3,post_hold,13.999964,0.0000
308904203000,3,post_hold,13.999964,0.0000
308904234000,3,post_hold,13.999964,0.0000
308904265000,3,post_hold,13.999964,0.0000
308904296000,3,post_hold,13.999964,0.0000
308904328000,3,post_hold,13.999964,0.0000
308904359000,3,post_hold,13.999964,0.0000
308904390000,3,post_hold,13.999964,0.0000
308904421000,3,post_hold,13.999964,0.0000
308904453000,3,post_hold,13.999964,0.0000
308904484000,3,post_hold,13.999964,0.0000
308904515000,3,post_hold,13.999964,0.0000
308904546000,3,post_hold,13.999964,0.0000
308904578000,3,post_hold,13.999964,0.0000
308904609000,3,post_hold,13.999964,0.0000
308904640000,3,post_hold,13.999964,0.0000
308904671000,3,post_hold,13.999964,0.0000
308904703000,3,post_hold,13.999964,0.0000
308904734000,3,post_hold,13.999964,0.0000
308904765000,3,post_hold,13.999964,0.0000
308904796000,3,post_hold,13.999964,0.0000
308904828000,3,post_hold,13.999964,0.0000
308904859000,3,post_hold,13.999964,0.0000
308904890000,3,post_hold,13.999964,0.0000
308904921000,3,post_hold,13.999964,0.0000
308904953000,3,post_hold,13.999964,0.0000
308904984000,3,post_hold,13.999964,0.0000
308905015000,3,post_hold,13.999964,0.0000
308905046000,3,post_hold,13.999964,0.0000
308905078000,3,post_hold,13.999964,0.0000
308905109000,3,post_hold,13.999964,0.0000
308905140000,3,post_hold,13.999964,0.0000
308905171000,3,post_hold,13.999964,0.0000
308905203000,3,post_hold,13.999964,0.0000
308905234000,3,post_hold,13.999964,0.0000
308905265000,3,post_hold,13.999964,0.0000
308905296000,3,post_hold,13.999964,0.0000
308905328000,3,post_hold,13.999964,0.0000
308905359000,3,post_hold,13.999964,0.0000
308905390000,3,post_hold,13.999964,0.0000
308905421000,3,post_hold,13.999964,0.0000
308905453000,3,post_hold,13.999964,0.0000
308905484000,3,post_hold,13.999964,0.0000
308905515000,3,post_hold,13.999964,0.0000
308905546000,3,post_hold,13.999964,0.0000
308905578000,3,post_hold,13.999964,0.0000
308905609000,3,post_hold,13.999964,0.0000
308905640000,3,post_hold,13.999964,0.0000
308905671000,3,post_hold,13.999964,0.0000
308905703000,3,post_hold,13.999964,0.0000
308905734000,3,post_hold,13.999964,0.0000
308905765000,3,post_hold,13.999964,0.0000
308905796000,3,post_hold,13.999964,0.0000
308905828000,3,post_hold,13.999964,0.0000
308905859000,3,post_hold,13.999964,0.0000
308905890000,3,post_hold,13.999964,0.0000
308905921000,3,post_hold,13.999964,0.0000
308905953000,3,post_hold,13.999964,0.0000
308905984000,3,post_hold,13.999964,0.0000
308906015000,3,post_hold,13.999964,0.0000
308906046000,3,post_hold,13.999964,0.0000
308906078000,3,post_hold,13.999964,0.0000
308906109000,3,post_hold,13.999964,0.0000
308906140000,3,post_hold,13.999964,0.0000
308906171000,3,post_hold,13.999964,0.0000
308906203000,3,post_hold,13.999964,0.0000
308906234000,3,post_hold,13.999964,0.0000
308906265000,3,post_hold,13.999964,0.0000
308906296000,3,post_hold,13.999964,0.0000
308906328000,3,post_hold,13.999964,0.0000
308906359000,3,post_hold,13.999964,0.0000
308906390000,3,post_hold,13.999964,0.0000
308906421000,3,post_hold,13.999964,0.0000
308906453000,3,post_hold,13.999964,0.0000
308906484000,3,post_hold,13.999964,0.0000
308906515000,3,post_hold,13.999964,0.0000
308906546000,3,post_hold,13.999964,0.0000
308906578000,3,post_hold,13.999964,0.0000
308906609000,3,post_hold,13.999964,0.0000
308906640000,3,post_hold,13.999964,0.0000
308906671000,3,post_hold,13.999964,0.0000
308906703000,3,post_hold,13.999964,0.0000
308906734000,3,post_hold,13.999964,0.0000
308906765000,3,post_hold,13.999964,0.0000
308906796000,3,post_hold,13.999964,0.0000
308906828000,3,post_hold,13.999964,0.0000
308906859000,3,post_hold,13.999964,0.0000
308906890000,3,post_hold,13.999964,0.0000
308906921000,3,post_hold,13.999964,0.0000
308906953000,3,post_hold,13.999964,0.0000
308906984000,3,post_hold,13.999964,0.0000
308907015000,3,post_hold,13.999964,0.0000
308907046000,3,post_hold,13.999964,0.0000
308907078000,3,post_hold,13.999964,0.0000
308907109000,3,post_hold,13.999964,0.0000
308907140000,3,post_hold,13.999964,0.0000
308907171000,3,post_hold,13.999964,0.0000
308907203000,3,post_hold,13.999964,0.0000
308907234000,3,post_hold,13.999964,0.0000
308907265000,3,post_hold,13.999964,0.0000
308907296000,3,post_hold,13.999964,0.0000
308907328000,3,post_hold,13.999964,0.0000
308907359000,3,post_hold,13.999964,0.0000
308907390000,3,post_hold,13.999964,0.0000
308907421000,3,post_hold,13.999964,0.0000
308907453000,3,post_hold,13.999964,0.0000
308907484000,3,post_hold,13.999964,0.0000
308907515000,3,post_hold,13.999964,0.0000
308907546000,3,post_hold,13.999964,0.0000
308907578000,3,post_hold,13.999964,0.0000
308907609000,3,post_hold,13.999964,0.0000
308907640000,3,post_hold,13.999964,0.0000
308907671000,3,post_hold,13.999964,0.0000
308907703000,3,post_hold,13.999964,0.0000
308907734000,3,post_hold,13.999964,0.0000
308907765000,3,post_hold,13.999964,0.0000
308907796000,3,post_hold,13.999964,0.0000
308907828000,3,post_hold,13.999964,0.0000
308907859000,3,post_hold,13.999964,0.0000
308907890000,3,post_hold,13.999964,0.0000
308907921000,3,post_hold,13.999964,0.0000
308907953000,3,post_hold,13.999964,0.0000
308907984000,3,post_hold,13.999964,0.0000
308908015000,3,post_hold,13.999964,0.0000
308908046000,3,post_hold,13.999964,0.0000
308908078000,3,post_hold,13.999964,0.0000
308908109000,3,post_hold,13.999964,0.0000
308908140000,3,post_hold,13.999964,0.0000
308908171000,3,post_hold,13.999964,0.0000
308908203000,3,post_hold,13.999964,0.0000
308908234000,3,post_hold,13.999964,0.0000
308908265000,3,post_hold,13.999964,0.0000
308908296000,3,post_hold,13.999964,0.0000
308908328000,3,post_hold,13.999964,0.0000
308908359000,3,post_hold,13.999964,0.0000
308908390000,3,post_hold,13.999964,0.0000
308908421000,3,post_hold,13.999964,0.0000
308908453000,3,post_hold,13.999964,0.0000
308908484000,3,post_hold,13.999964,0.0000
308908515000,3,post_hold,13.999964,0.0000
308908546000,3,post_hold,13.999964,0.0000
308908578000,3,post_hold,13.999964,0.0000
308908609000,3,post_hold,13.999964,0.0000
308908640000,3,post_hold,13.999964,0.0000
308908671000,3,post_hold,13.999964,0.0000
308908703000,3,post_hold,13.999964,0.0000
308908734000,3,post_hold,13.999964,0.0000
308908765000,3,post_hold,13.999964,0.0000
308908796000,3,post_hold,13.999964,0.0000
308908828000,3,post_hold,13.999964,0.0000
308908859000,3,post_hold,13.999964,0.0000
308908890000,3,post_hold,13.999964,0.0000
308908921000,3,post_hold,13.999964,0.0000
308908953000,3,post_hold,13.999964,0.0000
308908984000,3,post_hold,13.999964,0.0000
308909015000,3,post_hold,13.999964,0.0000
308909046000,3,post_hold,13.999964,0.0000
308909078000,3,post_hold,13.999964,0.0000
308909109000,3,post_hold,13.999964,0.0000
308909140000,3,post_hold,13.999964,0.0000
308909171000,3,post_hold,13.999964,0.0000
