cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.952965999999996,307.6210000000046,103.74811295681063,3.1606680000000003,4.862566000000001,7.190407605766268,1.6783995696666807
2,36.22028,308.5959999999943,103.72965231788079,3.1606680000000003,4.862566,5.710837363214523,-1.644967496610093
