host_timestamp_s,monotonic_s,primary,secondary,status
1777061156.871928,822648.875000,1.71932000e-06,4.39156000,0
1777061156.885929,822648.890000,1.71955000e-06,4.39592000,0
1777061156.900928,822648.906000,1.72004000e-06,4.39517000,0
1777061156.916530,822648.921000,1.72032000e-06,4.39211000,0
1777061156.931728,822648.937000,1.72032000e-06,4.39211000,0
1777061156.932786,822648.937000,1.71998000e-06,4.39076000,0
1777061156.947557,822648.953000,1.72011000e-06,4.38876000,0
1777061156.963070,822648.968000,1.71952000e-06,4.38914000,0
1777061156.977582,822648.984000,1.71926000e-06,4.38988000,0
1777061156.993171,822649.000000,1.71905000e-06,4.39206000,0
1777061157.008239,822649.015000,1.71924000e-06,4.39344000,0
1777061157.023653,822649.031000,1.71924000e-06,4.39344000,0
1777061157.024696,822649.031000,1.71995000e-06,4.39482000,0
1777061157.039319,822649.046000,1.72018000e-06,4.39417000,0
1777061157.054383,822649.062000,1.72038000e-06,4.39141000,0
1777061157.069444,822649.078000,1.71995000e-06,4.39106000,0
1777061157.084410,822649.093000,1.71961000e-06,4.38753000,0
1777061157.099409,822649.109000,1.71918000e-06,4.38874000,0
1777061157.115409,822649.125000,1.71918000e-06,4.38874000,0
1777061157.116411,822649.125000,1.71933000e-06,4.39089000,0
1777061157.131521,822649.140000,1.71933000e-06,4.39089000,0
1777061157.132548,822649.140000,1.71946000e-06,4.39209000,0
1777061157.146600,822649.156000,1.71946000e-06,4.39209000,0
1777061157.148103,822649.156000,1.71988000e-06,4.39291000,0
1777061157.162722,822649.171000,1.71988000e-06,4.39291000,0
1777061157.163723,822649.171000,1.72029000e-06,4.39180000,0
1777061157.179284,822649.187000,1.72038000e-06,4.39191000,0
1777061157.194284,822649.203000,1.72037000e-06,4.38976000,0
1777061157.209755,822649.218000,1.71986000e-06,4.38709000,0
1777061157.224885,822649.234000,1.71986000e-06,4.38709000,0
1777061157.224997,822649.234000,1.71931000e-06,4.38756000,0
1777061157.240046,822649.250000,1.71931000e-06,4.38756000,0
1777061157.241983,822649.250000,1.71918000e-06,4.39160000,0
1777061157.256110,822649.265000,1.71918000e-06,4.39160000,0
1777061157.257111,822649.265000,1.71920000e-06,4.39298000,0
1777061157.272197,822649.281000,1.71920000e-06,4.39298000,0
1777061157.273195,822649.281000,1.71961000e-06,4.39402000,0
1777061157.288966,822649.296000,1.71961000e-06,4.39402000,0
1777061157.289984,822649.296000,1.71984000e-06,4.39351000,0
1777061157.304072,822649.312000,1.71984000e-06,4.39351000,0
1777061157.305072,822649.312000,1.72006000e-06,4.39115000,0
1777061157.320328,822649.328000,1.72041000e-06,4.38951000,0
1777061157.336069,822649.343000,1.71973000e-06,4.38669000,0
1777061157.350598,822649.359000,1.71973000e-06,4.38669000,0
1777061157.351598,822649.359000,1.71972000e-06,4.38675000,0
1777061157.366602,822649.375000,1.71927000e-06,4.38915000,0
1777061157.382188,822649.390000,1.71939000e-06,4.38979000,0
1777061157.397571,822649.406000,1.71939000e-06,4.38979000,0
1777061157.398607,822649.406000,1.71985000e-06,4.39389000,0
1777061157.412686,822649.421000,1.71985000e-06,4.39389000,0
1777061157.414686,822649.421000,1.72009000e-06,4.39453000,0
1777061157.428982,822649.437000,1.72009000e-06,4.39453000,0
1777061157.429981,822649.437000,1.72022000e-06,4.39184000,0
1777061157.445273,822649.453000,1.72055000e-06,4.38821000,0
1777061157.460784,822649.468000,1.71991000e-06,4.38707000,0
1777061157.474980,822649.484000,1.72009000e-06,4.38670000,0
1777061157.491024,822649.500000,1.72009000e-06,4.38670000,0
1777061157.492084,822649.500000,1.71960000e-06,4.38955000,0
1777061157.506545,822649.515000,1.71960000e-06,4.38955000,0
1777061157.507550,822649.515000,1.71946000e-06,4.39198000,0
1777061157.522275,822649.531000,1.71946000e-06,4.39198000,0
1777061157.523275,822649.531000,1.71961000e-06,4.39480000,0
1777061157.538782,822649.546000,1.71961000e-06,4.39480000,0
1777061157.539787,822649.546000,1.71988000e-06,4.39374000,0
