host_timestamp_s,monotonic_s,primary,secondary,status
1777060419.605897,821911.609000,1.71681000e-06,4.54582000,0
1777060419.619986,821911.625000,1.71699000e-06,4.54567000,0
1777060419.635535,821911.640000,1.71734000e-06,4.54308000,0
1777060419.650065,821911.656000,1.71769000e-06,4.54215000,0
1777060419.665098,821911.671000,1.71749000e-06,4.54064000,0
1777060419.680634,821911.687000,1.71715000e-06,4.54010000,0
1777060419.696683,821911.703000,1.71669000e-06,4.54105000,0
1777060419.711723,821911.718000,1.71650000e-06,4.54127000,0
1777060419.725819,821911.734000,1.71655000e-06,4.54400000,0
1777060419.741538,821911.750000,1.71698000e-06,4.54494000,0
1777060419.757062,821911.765000,1.71744000e-06,4.54577000,0
1777060419.772647,821911.781000,1.71754000e-06,4.54304000,0
1777060419.788174,821911.796000,1.71768000e-06,4.54077000,0
1777060419.803391,821911.812000,1.71745000e-06,4.53819000,0
1777060419.818439,821911.828000,1.71714000e-06,4.53862000,0
1777060419.833598,821911.843000,1.71665000e-06,4.54076000,0
1777060419.848862,821911.859000,1.71665000e-06,4.54076000,0
1777060419.849862,821911.859000,1.71640000e-06,4.54294000,0
1777060419.864997,821911.875000,1.71695000e-06,4.54524000,0
1777060419.879354,821911.890000,1.71695000e-06,4.54524000,0
1777060419.880353,821911.890000,1.71725000e-06,4.54313000,0
1777060419.895353,821911.906000,1.71780000e-06,4.54420000,0
1777060419.910656,821911.921000,1.71793000e-06,4.53878000,0
1777060419.925291,821911.937000,1.71758000e-06,4.53823000,0
1777060419.941472,821911.953000,1.71720000e-06,4.54021000,0
1777060419.956998,821911.968000,1.71686000e-06,4.53857000,0
1777060419.972008,821911.984000,1.71687000e-06,4.54236000,0
1777060419.987467,821912.000000,1.71688000e-06,4.54328000,0
1777060420.002403,821912.015000,1.71730000e-06,4.54412000,0
1777060420.017442,821912.031000,1.71772000e-06,4.54428000,0
1777060420.032490,821912.046000,1.71783000e-06,4.54187000,0
1777060420.048537,821912.062000,1.71765000e-06,4.53946000,0
1777060420.062560,821912.078000,1.71746000e-06,4.53978000,0
1777060420.078098,821912.093000,1.71727000e-06,4.53760000,0
1777060420.093244,821912.109000,1.71686000e-06,4.54015000,0
1777060420.109171,821912.125000,1.71714000e-06,4.54229000,0
1777060420.124062,821912.125000,1.71723000e-06,4.54379000,0
1777060420.139177,821912.140000,1.71752000e-06,4.54410000,0
1777060420.154905,821912.156000,1.71789000e-06,4.54391000,0
1777060420.170040,821912.171000,1.71788000e-06,4.54254000,0
1777060420.185432,821912.187000,1.71776000e-06,4.53944000,0
1777060420.199986,821912.203000,1.71748000e-06,4.53948000,0
1777060420.215514,821912.218000,1.71670000e-06,4.54110000,0
1777060420.230538,821912.234000,1.71694000e-06,4.54292000,0
1777060420.245765,821912.250000,1.71672000e-06,4.54276000,0
1777060420.261176,821912.265000,1.71750000e-06,4.54519000,0
1777060420.276736,821912.281000,1.71818000e-06,4.54570000,0
1777060420.291466,821912.296000,1.71810000e-06,4.54200000,0
1777060420.306665,821912.312000,1.71807000e-06,4.54058000,0
1777060420.321841,821912.328000,1.71757000e-06,4.54005000,0
1777060420.336949,821912.343000,1.71721000e-06,4.53914000,0
1777060420.352481,821912.359000,1.71697000e-06,4.54169000,0
1777060420.367741,821912.375000,1.71678000e-06,4.54387000,0
1777060420.382840,821912.390000,1.71722000e-06,4.54597000,0
1777060420.398550,821912.406000,1.71761000e-06,4.54458000,0
1777060420.413857,821912.421000,1.71748000e-06,4.54347000,0
1777060420.428382,821912.437000,1.71781000e-06,4.54129000,0
1777060420.443407,821912.453000,1.71761000e-06,4.54035000,0
1777060420.458711,821912.468000,1.71707000e-06,4.53865000,0
1777060420.474653,821912.484000,1.71697000e-06,4.54060000,0
1777060420.489838,821912.500000,1.71646000e-06,4.54285000,0
1777060420.504900,821912.515000,1.71697000e-06,4.54622000,0
1777060420.519927,821912.531000,1.71718000e-06,4.54823000,0
1777060420.535495,821912.546000,1.71756000e-06,4.54373000,0
1777060420.550191,821912.562000,1.71780000e-06,4.54212000,0
1777060420.565757,821912.578000,1.71761000e-06,4.53959000,0
1777060420.581194,821912.593000,1.71729000e-06,4.53845000,0
1777060420.595821,821912.609000,1.71689000e-06,4.53888000,0
1777060420.610863,821912.625000,1.71659000e-06,4.54196000,0
1777060420.626392,821912.640000,1.71677000e-06,4.54424000,0
1777060420.641419,821912.656000,1.71736000e-06,4.54639000,0
1777060420.656956,821912.671000,1.71757000e-06,4.54585000,0
1777060420.672489,821912.687000,1.71757000e-06,4.54244000,0
1777060420.687673,821912.703000,1.71769000e-06,4.54009000,0
