level_mA,heat_ms,cycle,bootstrap,cool_s,i_mA,u_V,R_ohm,cc_pct,v_hot_V,i_hot_mA,r_hot_ohm,p_hot_W,r_base_ohm,t_heat_start_s,t_heat_end_s,t_pulse_utc,dx_um,x_base_um,baseline_V,peak_V,rise_V,F_base_mN,dF_mN,clipped,railed,detect_ok,n_samples,sweep,run_type,i_low_mA,seeded
750,400,1,1,30.0,750.802534351145,3.2679139974554707,4.352561223410961,100.1,3.1413885,753.3799999999999,4.16972643287584,2.36665926813,4.528824823147452,36.865983,37.265983,2026-07-31T18:43:09.397933+00:00,3570.0639883471754,-4374.490073344164,1.7550247671957675,2.894366,1.1393412328042327,172.0466574393055,111.6906464516466,0,0,1,393,sweep_20260731_144243,probe,100,1
750,400,2,0,30.0,749.9010025380711,3.2425602081218274,4.323984362132132,100.0,3.086668,743.881,4.149410994500465,2.296113678508,4.702710314591763,68.230046,68.630046,2026-07-31T18:43:40.716577+00:00,3718.202711283072,-3884.0978593629916,1.9065837724867725,3.097045,1.1904612275132276,186.9041231301215,116.70198554063877,0,0,1,394,sweep_20260731_144243,probe,100,1
750,400,3,0,30.0,750.1574398976983,3.2451350230179035,4.325938596917008,100.0,3.11695,753.845,4.1347359205141645,2.34969717275,4.747459430950205,99.593785,99.993785,2026-07-31T18:44:12.034898+00:00,3712.277664134118,-3807.402825689705,1.9295694627659574,3.105879,1.1763095372340424,189.15743103516473,115.3146826061392,0,0,1,391,sweep_20260731_144243,probe,100,1
750,400,4,0,30.0,749.9912832080201,3.2493930952380956,4.332574481851455,100.0,3.08986,753.467,4.1008564409589265,2.32810754462,4.700973784183785,130.955545,131.355545,2026-07-31T18:44:43.351243+00:00,3759.6792931010496,-3881.6287082562108,1.907788031746032,3.105146,1.197357968253968,187.02217774913237,117.37807924247626,0,0,1,399,sweep_20260731_144243,probe,100,1
950,300,1,1,30.0,950.5290546075083,4.0831244982935155,4.295633551127499,100.1,3.859325,945.8879999999999,4.080107792888799,3.6504892056,4.88473262671342,186.741852,187.041852,2026-07-31T18:45:39.626131+00:00,5477.435865969311,-4304.0568800694155,1.7758272433862436,3.560847,1.7850197566137562,174.08594290235385,174.98709324725024,0,0,1,293,sweep_20260731_144243,probe,100,1
950,300,2,0,30.0,950.8318020477816,4.064422986348123,4.274597229073198,100.1,3.8822285,950.5429999999999,4.084221860557598,3.6902251250754996,4.716799864767146,218.001042,218.301042,2026-07-31T18:46:10.838913+00:00,5855.333755759732,-3904.3386818740823,1.8997584285714286,3.801751,1.9019925714285713,186.2350285233343,186.45404355833432,0,0,1,293,sweep_20260731_144243,probe,100,1
950,300,3,0,30.0,950.3015101351353,4.043223800675676,4.254674708557203,100.0,3.8484439999999998,945.9,4.068552701131198,3.6402431795999997,4.741377847737362,249.261893,249.561893,2026-07-31T18:46:42.053353+00:00,6168.198148199627,-3760.967780109932,1.9475990744680853,3.953826,2.0062269255319145,190.92489009685994,196.6722311013394,0,0,1,296,sweep_20260731_144243,probe,100,1
950,300,4,0,30.0,950.6578047945205,4.031183164383561,4.240414525660871,100.1,3.8629490000000004,948.191,4.074019896835131,3.6628134752590005,4.713507983142007,280.520607,280.820607,2026-07-31T18:47:13.265659+00:00,6214.459475568985,-3606.992372210451,1.9945845638297872,4.002476,2.0078914361702127,195.53091990562854,196.83540457726073,0,0,1,292,sweep_20260731_144243,probe,100,1
850,400,1,1,30.0,850.3026481012658,3.635774951898735,4.2758598482757355,100.0,3.4678620000000002,852.173,4.069434258067318,2.955218364126,4.871106423584953,336.297746,336.697746,2026-07-31T18:48:09.068659+00:00,6358.683051995347,-4321.70492541974,1.7700205873015875,3.805339,2.0353184126984125,173.51671118042154,199.52409577042422,0,0,1,395,sweep_20260731_144243,probe,100,1
850,400,2,0,30.0,850.12540302267,3.610548259445844,4.247077250730694,100.0,3.431606,850.2800000000001,4.035854071599943,2.91782594968,4.6818738260552655,367.661105,368.061105,2026-07-31T18:48:40.384103+00:00,6833.726548606748,-3607.340969043542,1.9945422592592592,4.190016,2.1954737407407405,195.5267727505058,215.2242667171881,0,0,1,397,sweep_20260731_144243,probe,100,1
850,400,3,0,30.0,851.6137474226806,3.6106486778350515,4.239772653696937,100.2,3.455925,844.9830000000001,4.089934353708891,2.9201978742750003,4.691079671538656,399.02294,399.42294,2026-07-31T18:49:11.698026+00:00,6902.059600517446,-3617.543756114062,1.9931436984126985,4.203165,2.210021301587302,195.38967057202163,216.65037719968856,0,0,1,388,sweep_20260731_144243,probe,100,1
850,400,4,0,30.0,850.0141903553299,3.6140094340101516,4.251704824479923,100.0,3.4492665000000002,851.3960000000001,4.051306912412086,2.9366917010340003,4.6771485738216,430.385158,430.785158,2026-07-31T18:49:43.012331+00:00,6769.533055064567,-3707.815407187929,1.9647750159574469,4.135841,2.1710659840425532,192.60866309929992,212.83155236123932,0,0,1,394,sweep_20260731_144243,probe,100,1
