t_s,v_trig,v_dac,v_out
0,0.2,5.08,5.08
1e-09,0.4,5.08,5.08
2e-09,0.6,5.08,5.08
3e-09,0.8,5.08,5.08
4e-09,1,5.08,5.08
5e-09,1.2,5.08,5.08
6e-09,1.4,5.08,5.08
7e-09,1.6,5.08,5.08
8e-09,1.8,5.08,5.08
9e-09,1.96,5.08,5.08
