t_s,v_trig,v_dac,v_out
0,0.36,0.2,0.64
1e-09,0.56,0.24,0.6
2e-09,0.76,0.2,0.64
3e-09,0.96,0.24,0.56
4e-09,1.16,0.2,0.6
5e-09,1.32,0.2,0.52
6e-09,1.56,0.2,0.56
7e-09,1.76,0.2,0.52
8e-09,1.96,0.2,0.52
9e-09,2.12,0.2,0.48
