host_timestamp_s,monotonic_s,kind,detail
1784140369.373316,50248.515000,session,start console_20260715_143248
1784140389.994658,50269.140000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1784140391.991191,50271.140000,disarm,disarm
1784140392.052776,50271.203000,disarm,disarm
1784140392.115059,50271.265000,disarm,disarm
1784140392.176755,50271.328000,disarm,disarm
1784140392.237567,50271.390000,disarm,disarm
1784140392.314780,50271.468000,disarm,disarm
1784140392.376498,50271.531000,disarm,disarm
1784140392.438219,50271.578000,disarm,disarm
1784140392.501159,50271.656000,disarm,disarm
1784140392.563317,50271.703000,disarm,disarm
1784140392.626302,50271.781000,disarm,disarm
1784140392.688204,50271.828000,disarm,disarm
1784140392.751111,50271.906000,disarm,disarm
1784140392.812626,50271.953000,disarm,disarm
1784140392.875395,50272.015000,disarm,disarm
1784140392.926931,50272.078000,disarm,disarm
1784140393.000627,50272.140000,disarm,disarm
1784140393.069105,50272.218000,disarm,disarm
1784140393.140796,50272.281000,disarm,disarm
1784140393.198785,50272.343000,disarm,disarm
1784140393.265250,50272.406000,disarm,disarm
1784140393.319797,50272.468000,disarm,disarm
1784140393.383301,50272.531000,disarm,disarm
1784140393.446939,50272.593000,disarm,disarm
1784140393.507179,50272.656000,disarm,disarm
1784140393.574229,50272.718000,disarm,disarm
1784140393.645658,50272.796000,disarm,disarm
1784140393.697205,50272.843000,disarm,disarm
1784140393.757741,50272.906000,disarm,disarm
1784140393.819956,50272.968000,disarm,disarm
1784140393.881928,50273.031000,disarm,disarm
1784140393.944757,50273.093000,disarm,disarm
1784140394.005795,50273.156000,disarm,disarm
1784140394.067733,50273.218000,disarm,disarm
1784140394.129802,50273.281000,disarm,disarm
1784140394.192956,50273.343000,disarm,disarm
1784140394.263699,50273.406000,disarm,disarm
1784140397.394832,50276.546000,error,send failed 'disarm': Write timeout
1784140397.440021,50276.593000,disarm,disarm
1784140397.496246,50276.640000,disarm,disarm
1784140397.546363,50276.687000,disarm,disarm
1784140397.607282,50276.750000,disarm,disarm
1784140397.667288,50276.812000,disarm,disarm
1784140397.731631,50276.875000,disarm,disarm
1784140397.785892,50276.937000,disarm,disarm
1784140397.857158,50277.000000,disarm,disarm
1784140397.920031,50277.062000,disarm,disarm
1784140397.980831,50277.125000,disarm,disarm
1784140398.040246,50277.187000,disarm,disarm
1784140398.104988,50277.250000,disarm,disarm
1784140398.167004,50277.312000,disarm,disarm
