host_timestamp_s,monotonic_s,firmware_timestamp_us,src,channel,value,raw_code,hw_us,seq
1782847571.867359,14237.015000,143235000,1,laser,1.41225300,606557917,144965990,69628
1782847571.867359,14237.015000,143236000,2,load,0.08543100,143330,144967002,69628
1782847571.867934,14237.015000,143237000,1,laser,1.41188700,606400770,144968013,69629
1782847571.868941,14237.015000,143238000,2,load,0.07959600,133540,144969034,69629
1782847571.873818,14237.015000,143239000,1,laser,1.41307500,606911320,144970041,69630
1782847571.874350,14237.015000,143240000,2,load,0.08313700,139480,144971054,69630
1782847571.874874,14237.015000,143241000,1,laser,1.41426500,607422074,144972067,69631
1782847571.875395,14237.015000,143242000,2,load,0.08422100,141300,144973082,69631
1782847571.875971,14237.015000,143243000,1,laser,1.41426500,607422074,144974093,69632
1782847571.876502,14237.015000,143244000,2,load,0.08422100,141300,144975105,69632
1782847571.876502,14237.015000,143245000,1,laser,1.41380400,607224276,144976118,69633
1782847571.877027,14237.015000,143246000,2,load,0.07574600,127080,144977134,69633
1782847571.877556,14237.015000,143247000,1,laser,1.41505500,607761488,144978141,69634
1782847571.878078,14237.015000,143248000,2,load,0.07464900,125240,144979156,69634
1782847571.878606,14237.031000,143249000,1,laser,1.41186300,606390404,144980169,69635
1782847571.879129,14237.031000,143250000,2,load,0.07855900,131800,144981182,69635
1782847571.879650,14237.031000,143251000,1,laser,1.41092200,605986360,144982195,69636
1782847571.879650,14237.031000,143252000,2,load,0.07360600,123490,144983201,69636
1782847571.880692,14237.031000,143253000,1,laser,1.41092200,605986360,144984214,69637
1782847571.880692,14237.031000,143254000,2,load,0.07360600,123490,144985226,69637
1782847571.881209,14237.031000,143255000,1,laser,1.41320900,606968498,144986237,69638
1782847571.881732,14237.031000,143256000,2,load,0.07415400,124410,144987258,69638
1782847571.882258,14237.031000,143257000,1,laser,1.41274100,606767779,144988265,69639
1782847571.882777,14237.031000,143258000,2,load,0.08463300,141990,144989278,69639
1782847571.882777,14237.031000,143259000,1,laser,1.41326400,606992037,144990291,69640
1782847571.882777,14237.031000,143260000,2,load,0.08124700,136310,144991306,69640
1782847571.882777,14237.031000,143261000,1,laser,1.41453000,607535944,144992317,69641
1782847571.884288,14237.031000,143262000,2,load,0.08472200,142140,144993329,69641
1782847571.884288,14237.031000,143263000,1,laser,1.41330000,607007771,144994342,69642
1782847571.885293,14237.031000,143264000,2,load,0.08472200,142140,144995354,69642
1782847571.885293,14237.031000,143265000,1,laser,1.41330000,607007771,144996365,69643
1782847571.886292,14237.031000,143266000,2,load,0.08096700,135840,144997380,69643
1782847571.886292,14237.031000,143267000,1,laser,1.41276900,606779797,144998393,69644
1782847571.887292,14237.031000,143268000,2,load,0.07938700,133190,144999406,69644
1782847571.887714,14237.031000,143269000,1,laser,1.41363400,607151113,145000419,69645
1782847571.888218,14237.031000,143270000,2,load,0.09290000,155860,145001425,69645
1782847571.889275,14237.031000,143271000,1,laser,1.41338700,607045108,145002438,69646
1782847571.889275,14237.031000,143272000,2,load,0.09281600,155720,145003454,69646
1782847571.889801,14237.031000,143273000,1,laser,1.41428900,607432472,145004467,69647
1782847571.890320,14237.031000,143274000,2,load,0.09281600,155720,145005479,69647
1782847571.890845,14237.031000,143275000,1,laser,1.41428900,607432472,145006493,69648
1782847571.891403,14237.031000,143276000,2,load,0.09082600,152380,145007508,69648
1782847571.892473,14237.031000,143277000,1,laser,1.41427100,607424916,145008512,69649
1782847571.893546,14237.031000,143278000,2,load,0.08707600,146090,145009527,69649
1782847571.894613,14237.046000,143279000,1,laser,1.41260200,606708090,145010541,69650
1782847571.895671,14237.046000,143280000,2,load,0.08597400,144240,145011553,69650
1782847571.896723,14237.046000,143281000,1,laser,1.41218800,606529984,145012566,69651
1782847571.897765,14237.046000,143282000,2,load,0.08691000,145810,145013578,69651
1782847571.898814,14237.046000,143283000,1,laser,1.41312500,606932736,145014592,69652
1782847571.899819,14237.046000,143284000,2,load,0.07998300,134190,145015607,69652
1782847571.900819,14237.046000,143285000,1,laser,1.41312500,606932736,145016611,69653
1782847571.901819,14237.046000,143286000,2,load,0.07998300,134190,145017630,69653
1782847571.902819,14237.046000,143287000,1,laser,1.41297400,606867893,145018643,69654
1782847571.904181,14237.046000,143288000,2,load,0.07746200,129960,145019649,69654
1782847571.904694,14237.046000,143289000,1,laser,1.41356000,607119562,145020662,69655
1782847571.905699,14237.046000,143290000,2,load,0.07671100,128700,145021674,69655
1782847571.906699,14237.046000,143291000,1,laser,1.41395000,607287057,145022685,69656
1782847571.907700,14237.046000,143292000,2,load,0.09104600,152750,145023706,69656
1782847571.908699,14237.046000,143293000,1,laser,1.41243400,606635835,145024713,69657
