host_timestamp_s,monotonic_s,fields_json
1782847572.248102,14237.390000,"{""t_ms"":144290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":147585425,""m4_us"":145321370,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847573.255086,14238.406000,"{""t_ms"":145290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":148622240,""m4_us"":146358170,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847574.281215,14239.421000,"{""t_ms"":146290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":149658999,""m4_us"":147394961,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847575.324347,14240.468000,"{""t_ms"":147290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":150695794,""m4_us"":148431742,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847576.374986,14241.515000,"{""t_ms"":148290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":151732610,""m4_us"":149468558,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847577.399576,14242.546000,"{""t_ms"":149290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":152769416,""m4_us"":150505364,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847578.450361,14243.593000,"{""t_ms"":150290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":153806285,""m4_us"":151542164,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847579.465145,14244.609000,"{""t_ms"":151290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":154842993,""m4_us"":152578948,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847580.510865,14245.656000,"{""t_ms"":152290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":155879844,""m4_us"":153615770,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847581.538484,14246.687000,"{""t_ms"":153290,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":156916652,""m4_us"":154652596,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847582.607619,14247.750000,"{""t_ms"":154320,""hwm"":9,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":509,""rate2"":508,""prod1"":511,""prod2"":511,""sma_state"":5,""m7_us"":157983815,""m4_us"":155714761,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847583.695140,14248.843000,"{""t_ms"":155353,""hwm"":27,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":495,""rate2"":495,""prod1"":512,""prod2"":512,""sma_state"":6,""m7_us"":159055221,""m4_us"":156767811,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847584.771851,14249.921000,"{""t_ms"":156385,""hwm"":44,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":496,""rate2"":496,""prod1"":512,""prod2"":511,""sma_state"":6,""m7_us"":160124979,""m4_us"":157820845,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847585.856781,14251.000000,"{""t_ms"":157418,""hwm"":62,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":495,""rate2"":495,""prod1"":512,""prod2"":512,""sma_state"":5,""m7_us"":161196140,""m4_us"":158873859,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847586.884010,14252.031000,"{""t_ms"":158429,""hwm"":75,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":506,""rate2"":506,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":162244742,""m4_us"":159926857,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847587.903708,14253.046000,"{""t_ms"":159429,""hwm"":55,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":532,""rate2"":533,""prod1"":511,""prod2"":512,""sma_state"":0,""m7_us"":163281359,""m4_us"":161017306,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847588.950186,14254.093000,"{""t_ms"":160429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":164318217,""m4_us"":162054161,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847589.984409,14255.125000,"{""t_ms"":161429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":165355087,""m4_us"":163091028,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847591.025815,14256.171000,"{""t_ms"":162429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":166391930,""m4_us"":164127847,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847592.050539,14257.203000,"{""t_ms"":163429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":167428739,""m4_us"":165164666,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847593.099338,14258.250000,"{""t_ms"":164429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":168465545,""m4_us"":166201476,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847594.145739,14259.296000,"{""t_ms"":165429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":169502309,""m4_us"":167238263,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782847595.166521,14260.312000,"{""t_ms"":166429,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":0,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":170539125,""m4_us"":168275066,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
