t_s,v_trig,v_dac,v_out
0,0.36,0.2,0.6
1e-09,0.56,0.24,0.6
2e-09,0.72,0.2,0.6
3e-09,0.88,0.24,0.6
4e-09,1.12,0.2,0.6
5e-09,1.28,0.24,0.56
6e-09,1.52,0.2,0.56
7e-09,1.72,0.2,0.52
8e-09,1.92,0.2,0.56
9e-09,2.12,0.2,0.52
