cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.922341999999999,306.9880000000005,30.632446308724827,2.514758,3.8688589999999996,-7.498054861111996,-1.8382167856233878
2,36.191401,308.62600000000384,27.34927722772277,2.5147580000000005,3.868858999999999,5.968247276321563,1.94008747246545
