host_timestamp_s,monotonic_s,kind,detail
1782482295.881208,206527.484000,session,start console_20260626_095815
1782482313.904698,206545.500000,warn,"stage startup: position 101.49..101.49 mm outside limits [5.0, 40.0]"
1782482318.233250,206549.828000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782482320.232422,206551.828000,disarm,disarm
1782482320.293319,206551.890000,disarm,disarm
1782482320.355146,206551.953000,disarm,disarm
1782482320.417499,206552.015000,disarm,disarm
1782482320.479350,206552.078000,disarm,disarm
1782482320.541009,206552.140000,disarm,disarm
1782482320.604198,206552.203000,disarm,disarm
1782482320.665660,206552.265000,disarm,disarm
1782482320.727979,206552.328000,disarm,disarm
1782482320.790170,206552.390000,disarm,disarm
1782482320.851938,206552.453000,disarm,disarm
1782482320.928878,206552.531000,disarm,disarm
1782482320.990190,206552.578000,disarm,disarm
1782482321.052173,206552.640000,disarm,disarm
1782482321.114973,206552.703000,disarm,disarm
1782482321.176912,206552.765000,disarm,disarm
1782482321.237259,206552.828000,disarm,disarm
1782482321.298612,206552.890000,disarm,disarm
1782482321.361494,206552.953000,disarm,disarm
1782482321.422574,206553.015000,disarm,disarm
1782482321.484030,206553.078000,disarm,disarm
1782482321.545597,206553.140000,disarm,disarm
1782482321.608531,206553.203000,disarm,disarm
1782482321.670593,206553.265000,disarm,disarm
1782482321.726633,206553.328000,disarm,disarm
1782482321.794645,206553.390000,disarm,disarm
1782482321.857313,206553.453000,disarm,disarm
1782482321.919686,206553.515000,disarm,disarm
1782482321.980735,206553.578000,disarm,disarm
1782482322.042083,206553.640000,disarm,disarm
1782482322.103477,206553.703000,disarm,disarm
1782482322.164935,206553.765000,disarm,disarm
1782482322.226851,206553.828000,disarm,disarm
1782482322.289792,206553.890000,disarm,disarm
1782482322.353785,206553.953000,disarm,disarm
1782482322.416251,206554.015000,disarm,disarm
1782482322.478281,206554.078000,disarm,disarm
1782482322.540740,206554.140000,disarm,disarm
1782482322.601693,206554.203000,disarm,disarm
1782482322.678133,206554.281000,disarm,disarm
1782482322.739564,206554.328000,disarm,disarm
1782482322.801505,206554.390000,disarm,disarm
1782482322.862886,206554.453000,disarm,disarm
1782482322.923694,206554.515000,disarm,disarm
1782482322.986049,206554.578000,disarm,disarm
1782482323.048713,206554.640000,disarm,disarm
