host_timestamp_s,monotonic_s,position_mm
1782482317.172577,206548.765000,101.494828
1782482317.192996,206548.781000,101.494828
1782482317.213270,206548.812000,101.494828
1782482317.236401,206548.828000,101.494828
1782482317.257341,206548.859000,101.494828
1782482317.277882,206548.875000,101.494828
1782482317.298082,206548.890000,101.494828
1782482317.319016,206548.921000,101.494828
1782482317.339180,206548.937000,101.494828
1782482317.360409,206548.953000,101.494828
1782482317.380720,206548.968000,101.494828
1782482317.401004,206549.000000,101.494828
1782482317.421199,206549.015000,101.494828
1782482317.441431,206549.031000,101.494828
1782482317.461854,206549.062000,101.494828
1782482317.482298,206549.078000,101.494828
1782482317.502583,206549.093000,101.494828
1782482317.522948,206549.125000,101.494828
1782482317.543150,206549.140000,101.494828
1782482317.563689,206549.156000,101.494828
1782482317.584035,206549.171000,101.494828
1782482317.604657,206549.203000,101.494828
1782482317.624966,206549.218000,101.494828
1782482317.645330,206549.234000,101.494828
1782482317.670381,206549.265000,101.494828
1782482317.690984,206549.281000,101.494828
1782482317.711323,206549.312000,101.494828
1782482317.731856,206549.328000,101.494828
1782482317.752054,206549.343000,101.494828
1782482317.772438,206549.375000,101.494828
1782482317.792559,206549.390000,101.494828
1782482317.812807,206549.406000,101.494828
1782482317.833011,206549.421000,101.494828
1782482317.853328,206549.453000,101.494828
1782482317.873902,206549.468000,101.494828
1782482317.893957,206549.484000,101.494828
1782482317.914068,206549.515000,101.494828
1782482317.934211,206549.531000,101.494828
1782482317.954400,206549.546000,101.494828
1782482317.974664,206549.562000,101.494828
1782482317.994991,206549.593000,101.494828
1782482318.015815,206549.609000,101.494828
1782482318.036506,206549.625000,101.494828
1782482318.056802,206549.656000,101.494828
1782482318.076916,206549.671000,101.494828
1782482318.097390,206549.687000,101.494828
1782482318.117594,206549.718000,101.494828
1782482318.137941,206549.734000,101.494828
1782482318.158026,206549.750000,101.494828
1782482318.178422,206549.781000,101.494828
1782482318.198681,206549.796000,101.494828
1782482318.219146,206549.812000,101.494828
1782482318.240641,206549.843000,101.494828
1782482318.261020,206549.859000,101.494828
1782482318.281189,206549.875000,101.494828
1782482318.301699,206549.890000,101.494828
1782482318.322081,206549.921000,101.494828
1782482318.342347,206549.937000,101.494828
1782482318.363051,206549.953000,101.494828
1782482318.383372,206549.984000,101.494828
1782482318.403706,206550.000000,101.494828
1782482318.424488,206550.015000,101.494828
1782482318.444764,206550.046000,101.494828
1782482318.465007,206550.062000,101.494828
1782482318.486247,206550.078000,101.494828
1782482318.507086,206550.109000,101.494828
1782482318.527554,206550.125000,101.494828
1782482318.547954,206550.140000,101.494828
1782482318.568395,206550.156000,101.494828
1782482318.588556,206550.187000,101.494828
1782482318.609220,206550.203000,101.494828
1782482318.630191,206550.218000,101.494828
1782482318.650691,206550.250000,101.494828
1782482318.672571,206550.265000,101.494828
1782482318.693510,206550.281000,101.494828
1782482318.713973,206550.312000,101.494828
1782482318.734481,206550.328000,101.494828
1782482318.754862,206550.343000,101.494828
1782482318.775301,206550.375000,101.494828
1782482318.797357,206550.390000,101.494828
1782482318.817573,206550.406000,101.494828
1782482318.837670,206550.437000,101.494828
1782482318.859712,206550.453000,101.494828
1782482318.880173,206550.468000,101.494828
1782482318.900548,206550.500000,101.494828
1782482318.920708,206550.515000,101.494828
1782482318.941097,206550.531000,101.494828
1782482318.961238,206550.562000,101.494828
1782482318.981345,206550.578000,101.494828
1782482319.001709,206550.593000,101.494828
1782482319.022209,206550.625000,101.494828
1782482319.044861,206550.640000,101.494828
1782482319.065354,206550.656000,101.494828
1782482319.085574,206550.687000,101.494828
1782482319.105913,206550.703000,101.494828
1782482319.126097,206550.718000,101.494828
1782482319.146332,206550.734000,101.494828
1782482319.168240,206550.765000,101.494828
1782482319.188870,206550.781000,101.494828
1782482319.208985,206550.796000,101.494828
1782482319.229289,206550.828000,101.494828
1782482319.250020,206550.843000,101.494828
1782482319.270634,206550.859000,101.494828
1782482319.293655,206550.890000,101.494828
