t_s,v_trig,v_dac,v_out
0,0.24,0.2,0.6
1e-09,0.48,0.24,0.6
2e-09,0.68,0.2,0.6
3e-09,0.84,0.24,0.6
4e-09,1,0.2,0.6
5e-09,1.24,0.24,0.56
6e-09,1.44,0.2,0.56
7e-09,1.6,0.2,0.52
8e-09,1.84,0.16,0.52
9e-09,2,0.2,0.52
