host_timestamp_s,monotonic_s,kind,detail
1782485469.344080,209700.937000,session,start console_20260626_105108
1782485490.813140,209722.406000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782485492.826163,209724.421000,disarm,disarm
1782485492.889101,209724.484000,disarm,disarm
1782485492.951269,209724.546000,disarm,disarm
1782485493.013491,209724.609000,disarm,disarm
1782485493.075897,209724.671000,disarm,disarm
1782485493.137795,209724.734000,disarm,disarm
1782485493.199902,209724.796000,disarm,disarm
1782485493.261801,209724.859000,disarm,disarm
1782485493.322266,209724.921000,disarm,disarm
1782485493.383994,209724.984000,disarm,disarm
1782485493.445585,209725.046000,disarm,disarm
1782485493.508333,209725.109000,disarm,disarm
1782485493.570858,209725.171000,disarm,disarm
1782485493.633461,209725.234000,disarm,disarm
1782485493.695264,209725.296000,disarm,disarm
1782485493.772103,209725.375000,disarm,disarm
1782485493.834819,209725.437000,disarm,disarm
1782485493.896654,209725.484000,disarm,disarm
1782485493.958305,209725.546000,disarm,disarm
1782485494.021196,209725.609000,disarm,disarm
1782485494.083143,209725.671000,disarm,disarm
1782485494.145123,209725.734000,disarm,disarm
1782485494.207310,209725.796000,disarm,disarm
1782485494.269590,209725.859000,disarm,disarm
1782485494.331636,209725.921000,disarm,disarm
1782485494.393813,209725.984000,disarm,disarm
1782485494.455825,209726.046000,disarm,disarm
1782485494.517282,209726.109000,disarm,disarm
1782485494.579252,209726.171000,disarm,disarm
1782485494.641647,209726.234000,disarm,disarm
1782485494.702194,209726.296000,disarm,disarm
1782485494.764063,209726.359000,disarm,disarm
1782485494.825963,209726.421000,disarm,disarm
1782485494.888726,209726.484000,disarm,disarm
1782485494.951442,209726.546000,disarm,disarm
1782485495.012715,209726.609000,disarm,disarm
1782485495.073491,209726.671000,disarm,disarm
1782485495.137507,209726.734000,disarm,disarm
1782485495.199619,209726.796000,disarm,disarm
1782485495.261586,209726.859000,disarm,disarm
1782485495.322986,209726.921000,disarm,disarm
1782485495.385569,209726.984000,disarm,disarm
1782485495.446215,209727.046000,disarm,disarm
1782485495.522515,209727.125000,disarm,disarm
1782485495.570285,209727.171000,disarm,disarm
1782485495.642359,209727.234000,disarm,disarm
1782485495.709774,209727.312000,disarm,disarm
1782485495.772421,209727.375000,disarm,disarm
1782485495.833894,209727.421000,disarm,disarm
1782485495.895333,209727.484000,disarm,disarm
1782485495.956244,209727.546000,disarm,disarm
1782485496.017188,209727.609000,disarm,disarm
1782485496.080162,209727.671000,disarm,disarm
1782485496.140449,209727.734000,disarm,disarm
1782485496.202980,209727.796000,disarm,disarm
1782485496.263563,209727.859000,disarm,disarm
1782485496.326601,209727.921000,disarm,disarm
1782485496.388357,209727.984000,disarm,disarm
1782485496.449781,209728.046000,disarm,disarm
1782485496.510993,209728.109000,disarm,disarm
1782485496.573857,209728.171000,disarm,disarm
1782485496.634996,209728.234000,disarm,disarm
1782485496.696573,209728.296000,disarm,disarm
