host_timestamp_s,monotonic_s,kind,detail
1784139049.550009,48928.703000,session,start console_20260715_141048
1784139117.158538,48996.312000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1784139117.803342,48996.953000,reconnect,camera restart requested
1784139119.165417,48998.312000,disarm,disarm
1784139119.228634,48998.375000,disarm,disarm
1784139119.290227,48998.437000,disarm,disarm
1784139119.352521,48998.500000,disarm,disarm
1784139119.413710,48998.562000,disarm,disarm
1784139119.475449,48998.625000,disarm,disarm
1784139119.537254,48998.687000,disarm,disarm
1784139119.599856,48998.750000,disarm,disarm
1784139119.661636,48998.812000,disarm,disarm
1784139119.722766,48998.875000,disarm,disarm
1784139119.785743,48998.937000,disarm,disarm
1784139119.847996,48999.000000,disarm,disarm
1784139119.910102,48999.062000,disarm,disarm
1784139119.971730,48999.125000,disarm,disarm
1784139120.040268,48999.187000,disarm,disarm
1784139120.110913,48999.265000,disarm,disarm
1784139120.174667,48999.328000,disarm,disarm
1784139120.226970,48999.375000,disarm,disarm
1784139120.289946,48999.437000,disarm,disarm
1784139120.360249,48999.500000,disarm,disarm
1784139120.413722,48999.562000,disarm,disarm
1784139120.483541,48999.625000,disarm,disarm
1784139120.533771,48999.687000,disarm,disarm
1784139120.601149,48999.750000,disarm,disarm
1784139120.666735,48999.812000,disarm,disarm
1784139120.732206,48999.875000,disarm,disarm
1784139120.789145,48999.937000,disarm,disarm
1784139120.848600,49000.000000,disarm,disarm
1784139120.908929,49000.062000,disarm,disarm
1784139120.976516,49000.125000,disarm,disarm
1784139121.042678,49000.187000,disarm,disarm
1784139121.104388,49000.250000,disarm,disarm
1784139121.165349,49000.312000,disarm,disarm
1784139121.227486,49000.375000,disarm,disarm
1784139121.283785,49000.437000,disarm,disarm
1784139121.352528,49000.500000,disarm,disarm
1784139121.414625,49000.562000,disarm,disarm
