host_timestamp_s,monotonic_s,fields_json
1784156120.829353,65999.984000,"{""t_ms"":127459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":131983399,""m4_us"":129789064,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":3209,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156121.674880,66000.828000,"{""t_ms"":128459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":133019730,""m4_us"":130825393,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":2879,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156122.673021,66001.828000,"{""t_ms"":129459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":134056012,""m4_us"":131861675,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":2872,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784156123.683001,66002.828000,"{""t_ms"":130459,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":135092393,""m4_us"":132897979,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":5425,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156124.737548,66003.890000,"{""t_ms"":131459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":136128641,""m4_us"":133934292,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":3120,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156125.777871,66004.921000,"{""t_ms"":132459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":137165135,""m4_us"":134970641,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":2959,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156126.799888,66005.953000,"{""t_ms"":133459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":138201529,""m4_us"":136007000,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":50,""loop_us_max"":4651,""loop_hz"":20000,""cycle_log_ms"":1,""n_cycle"":4}"
1784156127.849563,66007.000000,"{""t_ms"":134459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":139237647,""m4_us"":137043332,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":49,""loop_us_max"":3091,""loop_hz"":20408,""cycle_log_ms"":1,""n_cycle"":4}"
1784156129.472547,66008.625000,"{""t_ms"":135459,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":513,""rate2"":512,""prod1"":513,""prod2"":512,""sma_state"":6,""m7_us"":140274451,""m4_us"":138080637,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":58,""loop_us_max"":5651,""loop_hz"":17241,""cycle_log_ms"":1,""n_cycle"":4}"
1784156132.256606,66011.406000,"{""t_ms"":136459,""hwm"":3,""cap"":256,""dropped"":0,""dropped_total"":14112,""crc_err"":0,""crc_err_total"":0,""rate1"":511,""rate2"":512,""prod1"":511,""prod2"":512,""sma_state"":6,""m7_us"":141310300,""m4_us"":139115931,""vdd"":5.5,""offset"":0.31,""aref"":3.145,""loop_us_avg"":87,""loop_us_max"":3375,""loop_hz"":11494,""cycle_log_ms"":1,""n_cycle"":4}"
