level_mA,heat_ms,cycle,bootstrap,cool_s,i_mA,u_V,R_ohm,cc_pct,v_hot_V,i_hot_mA,r_hot_ohm,p_hot_W,r_base_ohm,t_heat_start_s,t_heat_end_s,t_pulse_utc,dx_um,x_base_um,baseline_V,peak_V,rise_V,F_base_mN,dF_mN,clipped,railed,detect_ok,n_samples,sweep,run_type,i_low_mA,seeded
200,100,1,1,30.0,205.18305494505492,0.8183315054945057,3.98829964644811,102.6,0.804594,206.44899999999998,3.8973015127222705,0.166107626706,4.026264147113059,32.823452,32.923452,2026-08-05T19:45:54.799625+00:00,21.653907152116517,-4667.707646918247,2.9383808031914893,2.959472,0.02109119680851057,288.0521146608561,2.0675890050809893,0,0,1,91,sweep_20260805_154528,extremes,0,1
200,100,2,0,30.0,207.64351546391748,0.8152205051546393,3.9260580968939593,103.8,0.7885055,219.30949999999999,3.5954005640430533,0.17292674695225,4.028514841841249,63.896964,63.996964,2026-08-05T19:46:25.850747+00:00,22.997669980092724,-4621.015646092134,2.9754141010638295,2.997744,0.022329898936170434,291.68252218101367,2.1890200894795053,0,0,1,97,sweep_20260805_154528,extremes,0,1
200,100,3,0,30.0,201.32767741935487,0.8033718709677421,3.990369735872734,100.7,0.765698,199.283,3.842264518298099,0.15259059453399998,4.017033219617237,94.970538,95.070538,2026-08-05T19:46:56.901931+00:00,22.035321687806572,-4658.016657683378,2.947189542553191,2.969223,0.022033457446808846,288.915643308293,2.159959663481938,0,0,1,93,sweep_20260805_154528,extremes,0,1
200,100,4,0,30.0,201.19,0.8000969789473686,3.9768227990823033,100.6,0.782591,203.224,3.8508788332086765,0.159041273384,4.032094539791714,126.044048,126.144048,2026-08-05T19:47:27.953052+00:00,15.001317867297075,-4628.284590399857,2.9690585425531912,2.985847,0.016788457446808902,291.05948106025363,1.6457875930153736,0,0,1,95,sweep_20260805_154528,extremes,0,1
200,100,5,0,30.0,208.06572043010758,0.8001405698924731,3.8456145886907516,104.0,0.8122005000000001,214.577,3.785123755108889,0.17427954668850001,4.0026983445291675,157.118227,157.218227,2026-08-05T19:47:59.004841+00:00,31.59180305676,-4645.771025346334,2.9555551375661375,2.986199,0.030643862433862523,289.73573011639434,3.0040454136724177,0,0,1,93,sweep_20260805_154528,extremes,0,1
200,100,6,0,30.0,202.82568367346943,0.7855845510204083,3.8732005572091484,101.4,0.778008,206.512,3.767374293019292,0.160667988096,4.020586117919225,188.191477,188.291477,2026-08-05T19:48:30.055701+00:00,14.074140497567896,-4653.2616106012,2.9501755372340424,2.965927,0.015751462765957847,289.208363054233,1.5441300711629413,0,0,1,98,sweep_20260805_154528,extremes,0,1
200,200,1,1,30.0,197.86094300518133,0.7855671865284973,3.9702994163326406,98.9,0.760084,198.083,3.8371995577611404,0.150559718972,3.938337911524743,242.12452,242.32452,2026-08-05T19:49:24.066895+00:00,44.764277614985076,-4670.052473349153,2.9361013068783066,2.977169,0.04106769312169334,287.82865358574264,4.025902917381653,0,0,0,193,sweep_20260805_154528,extremes,0,1
200,200,2,0,30.0,203.33314285714286,0.7961523112244899,3.9155068378786044,101.7,0.783239,202.264,3.8723598860894675,0.158421053096,4.009689312712282,273.304079,273.504079,2026-08-05T19:49:55.225095+00:00,17.690135156793076,-4648.581030156235,2.953784682539683,2.973455,0.019670317460316777,289.56217081675277,1.9282989237951946,0,0,0,196,sweep_20260805_154528,extremes,0,1
200,200,3,0,30.0,200.67112755102036,0.8241374795918366,4.1069061087639565,100.3,0.819171,197.04250000000002,4.1573315401499675,0.1614115017675,4.046955984857101,304.477686,304.677686,2026-08-05T19:50:26.377347+00:00,22.9817691943108,-4630.997821406488,2.9679012872340422,2.991009,0.0231077127659578,290.9460342797951,2.26526987924105,0,0,0,196,sweep_20260805_154528,extremes,0,1
200,200,4,0,30.0,200.90474747474747,0.7942261060606061,3.9532470787452927,100.5,0.801139,207.0185,3.8698908551651185,0.16585059407150002,4.034377176924199,335.652659,335.852659,2026-08-05T19:50:57.530964+00:00,15.460059279753295,-4635.191759435666,2.963677042328042,2.982408,0.01873095767195787,290.5319277498664,1.8362126383245487,0,0,0,198,sweep_20260805_154528,extremes,0,1
200,200,5,0,30.0,200.8314736842105,0.7970142421052632,3.9685723929830674,100.4,0.80397,199.805,4.023773178849377,0.16063722585,4.032445297131894,366.830712,367.030712,2026-08-05T19:51:28.687659+00:00,17.69539565469404,-4643.090060754604,2.9578601702127663,2.977175,0.019314829787233645,289.96169454125805,1.893450147266215,0,0,0,190,sweep_20260805_154528,extremes,0,1
