host_timestamp_s,monotonic_s,firmware_timestamp_us,src,channel,value,raw_code,hw_us,seq
1782489151.266291,213382.859000,5860000,1,laser,3.10535900,1333741485,5924199,763
1782489151.278265,213382.875000,5860000,2,load,-0.04484700,-75240,5924199,762
1782489151.282641,213382.875000,5863000,1,laser,3.10575700,1333912689,5926696,764
1782489151.283166,213382.875000,5863000,2,load,-0.04859000,-81520,5926696,763
1782489151.283696,213382.875000,5865000,1,laser,3.10634400,1334164674,5929190,765
1782489151.284224,213382.875000,5865000,2,load,-0.04908400,-82350,5929190,764
1782489151.284748,213382.875000,5868000,1,laser,3.10504200,1333605177,5931686,766
1782489151.284748,213382.875000,5868000,2,load,-0.05416900,-90880,5931686,765
1782489151.285260,213382.875000,5870000,1,laser,3.10421300,1333249259,5934179,767
1782489151.285780,213382.875000,5870000,2,load,-0.05106300,-85670,5934179,766
1782489151.286307,213382.875000,5873000,1,laser,3.10499500,1333585445,5936674,768
1782489151.286307,213382.875000,5873000,2,load,-0.05441900,-91300,5936674,767
1782489151.289459,213382.890000,5875000,2,load,-0.05571800,-93480,5939168,768
1782489151.290463,213382.890000,5878000,1,laser,3.10513900,1333646792,5941663,770
1782489151.290463,213382.890000,5878000,2,load,-0.05334000,-89490,5941663,769
1782489151.291466,213382.890000,5880000,1,laser,3.10616800,1334088973,5944159,771
1782489151.291466,213382.890000,5880000,2,load,-0.04815500,-80790,5944159,770
1782489151.292466,213382.890000,5883000,1,laser,3.10529200,1333712671,5946653,772
1782489151.292466,213382.890000,5883000,2,load,-0.05110500,-85740,5946653,771
1782489151.292466,213382.890000,5885000,1,laser,3.10418000,1333235184,5949148,773
1782489151.293467,213382.890000,5885000,2,load,-0.04715900,-79120,5949148,772
1782489151.294000,213382.890000,5887000,1,laser,3.10506300,1333614518,5951642,774
1782489151.294530,213382.890000,5887000,2,load,-0.05021700,-84250,5951642,773
1782489151.294530,213382.890000,5890000,1,laser,3.10571500,1333894537,5954137,775
1782489151.295535,213382.890000,5890000,2,load,-0.05136100,-86170,5954137,774
1782489151.295535,213382.890000,5892000,1,laser,3.10525100,1333694947,5956632,776
1782489151.295535,213382.890000,5892000,2,load,-0.05441900,-91300,5956632,775
1782489151.296535,213382.890000,5895000,1,laser,3.10591800,1333981886,5959128,777
1782489151.296535,213382.890000,5895000,2,load,-0.05100400,-85570,5959128,776
1782489151.297535,213382.890000,5897000,1,laser,3.10511800,1333637984,5961622,778
1782489151.297535,213382.890000,5897000,2,load,-0.04295700,-72070,5961622,777
1782489151.297535,213382.890000,5900000,1,laser,3.10392900,1333127382,5964118,779
1782489151.298537,213382.890000,5900000,2,load,-0.04246200,-71240,5964118,778
1782489151.298537,213382.890000,5902000,1,laser,3.10473300,1333472931,5966611,780
1782489151.299535,213382.890000,5902000,2,load,-0.05420400,-90940,5966611,779
1782489151.299535,213382.890000,5905000,1,laser,3.10567300,1333876254,5969106,781
1782489151.300535,213382.890000,5905000,2,load,-0.04996100,-83820,5969106,780
1782489151.301602,213382.890000,5907000,1,laser,3.10515700,1333654651,5971600,782
1782489151.302606,213382.890000,5907000,2,load,-0.04869700,-81700,5971600,781
1782489151.303606,213382.906000,5910000,1,laser,3.10576700,1333916597,5974096,783
1782489151.305605,213382.906000,5910000,2,load,-0.04518000,-75800,5974096,782
1782489151.305605,213382.906000,5912000,1,laser,3.10503500,1333602569,5976591,784
1782489151.306781,213382.906000,5912000,2,load,-0.05366800,-90040,5976591,783
1782489151.307782,213382.906000,5915000,1,laser,3.10387600,1333104724,5979085,785
1782489151.308781,213382.906000,5915000,2,load,-0.05343000,-89640,5979085,784
1782489151.309477,213382.906000,5917000,1,laser,3.10413400,1333215172,5981580,786
1782489151.310508,213382.906000,5917000,2,load,-0.05487800,-92070,5981580,785
1782489151.311513,213382.906000,5920000,1,laser,3.10517300,1333661609,5984076,787
1782489151.313018,213382.906000,5920000,2,load,-0.04609800,-77340,5984076,786
1782489151.313018,213382.906000,5922000,1,laser,3.10503100,1333600511,5986569,788
1782489151.315023,213382.906000,5922000,2,load,-0.05288700,-88730,5986569,787
1782489151.315023,213382.906000,5924000,1,laser,3.10579800,1333930293,5989064,789
1782489151.317023,213382.906000,5924000,2,load,-0.05217800,-87540,5989064,788
1782489151.317023,213382.906000,5927000,1,laser,3.10590600,1333976622,5991559,790
1782489151.319023,213382.921000,5927000,2,load,-0.04977600,-83510,5991559,789
1782489151.319023,213382.921000,5929000,1,laser,3.10475600,1333482427,5994054,791
1782489151.320684,213382.921000,5929000,2,load,-0.04684900,-78600,5994054,790
1782489151.337149,213382.937000,5932000,1,laser,3.10465100,1333437624,5996550,792
1782489151.338154,213382.937000,5932000,2,load,-0.04703400,-78910,5996550,791
1782489151.342494,213382.937000,5934000,1,laser,3.10615800,1334084620,5999043,793
1782489151.342494,213382.937000,5934000,2,load,-0.04920400,-82550,5999043,792
1782489151.343499,213382.937000,5937000,1,laser,3.10577300,1333919552,6001538,794
1782489151.343499,213382.937000,5937000,2,load,-0.05677300,-95250,6001538,793
1782489151.344499,213382.937000,5939000,1,laser,3.10592700,1333985556,6004034,795
1782489151.344499,213382.937000,5939000,2,load,-0.05543200,-93000,6004034,794
1782489151.344499,213382.937000,5942000,1,laser,3.10609100,1334055984,6006528,796
1782489151.345499,213382.937000,5942000,2,load,-0.04873900,-81770,6006528,795
1782489151.345499,213382.937000,5944000,1,laser,3.10468700,1333453055,6009023,797
1782489151.346499,213382.937000,5944000,2,load,-0.04638400,-77820,6009023,796
1782489151.346499,213382.937000,5947000,1,laser,3.10451600,1333379601,6011519,798
1782489151.346499,213382.937000,5947000,2,load,-0.04156200,-69730,6011519,797
1782489151.347557,213382.937000,5949000,1,laser,3.10584700,1333951201,6014012,799
1782489151.347557,213382.937000,5949000,2,load,-0.05068800,-85040,6014012,798
1782489151.348556,213382.937000,5952000,1,laser,3.10544600,1333778923,6016508,800
1782489151.348556,213382.937000,5952000,2,load,-0.05118800,-85880,6016508,799
1782489151.348556,213382.937000,5954000,1,laser,3.10594800,1333994634,6019001,801
1782489151.349556,213382.937000,5957000,1,laser,3.10575800,1333912985,6021497,802
1782489151.349556,213382.937000,5957000,2,load,-0.04981200,-83570,6021497,801
1782489151.350556,213382.953000,5959000,1,laser,3.10455000,1333394237,6023991,803
1782489151.350556,213382.953000,5959000,2,load,-0.04705800,-78950,6023991,802
1782489151.350556,213382.953000,5961000,1,laser,3.10434800,1333307187,6026487,804
1782489151.351556,213382.953000,5961000,2,load,-0.03753300,-62970,6026487,803
1782489151.351556,213382.953000,5964000,1,laser,3.10566700,1333873821,6028982,805
1782489151.351556,213382.953000,5964000,2,load,-0.04671800,-78380,6028982,804
1782489151.351556,213382.953000,5966000,1,laser,3.10526700,1333702134,6031476,806
1782489151.353061,213382.953000,5966000,2,load,-0.04640200,-77850,6031476,805
1782489151.353833,213382.953000,5969000,1,laser,3.10590900,1333977570,6033970,807
1782489151.354359,213382.953000,5969000,2,load,-0.04971600,-83410,6033970,806
1782489151.354359,213382.953000,5971000,1,laser,3.10574200,1333905978,6036467,808
1782489151.354898,213382.953000,5971000,2,load,-0.04620600,-77520,6036467,807
