host_timestamp_s,monotonic_s,fields_json
1782489151.289459,213382.890000,"{""t_ms"":24638,""hwm"":0,""cap"":1024,""dropped"":4294966506,""dropped_total"":1072,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":504,""rate2"":497,""rate_other"":15,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122110,""m7_us"":23557267,""m4_us"":21292815,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489152.311053,213383.906000,"{""t_ms"":25640,""hwm"":0,""cap"":1024,""dropped"":22,""dropped_total"":1094,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":499,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122081,""m7_us"":24594574,""m4_us"":22329571,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489153.357389,213384.953000,"{""t_ms"":26643,""hwm"":0,""cap"":1024,""dropped"":832,""dropped_total"":1926,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":498,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122042,""m7_us"":25632484,""m4_us"":23368031,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489154.447267,213386.046000,"{""t_ms"":27704,""hwm"":0,""cap"":1024,""dropped"":4294966555,""dropped_total"":1185,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":508,""rate2"":501,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122153,""m7_us"":26731435,""m4_us"":24466983,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489155.484338,213387.078000,"{""t_ms"":28704,""hwm"":0,""cap"":1024,""dropped"":829,""dropped_total"":2014,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":508,""rate2"":500,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122089,""m7_us"":27766382,""m4_us"":25501926,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489156.540986,213388.140000,"{""t_ms"":29707,""hwm"":0,""cap"":1024,""dropped"":4294966506,""dropped_total"":1224,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":498,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122041,""m7_us"":28804916,""m4_us"":26540458,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489157.617081,213389.218000,"{""t_ms"":30715,""hwm"":0,""cap"":1024,""dropped"":26,""dropped_total"":1250,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":502,""rate2"":496,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122155,""m7_us"":29848727,""m4_us"":27584271,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489158.611381,213390.203000,"{""t_ms"":31718,""hwm"":0,""cap"":1024,""dropped"":832,""dropped_total"":2082,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":505,""rate2"":499,""rate_other"":15,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122121,""m7_us"":30887208,""m4_us"":28622752,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489159.718795,213391.312000,"{""t_ms"":32732,""hwm"":0,""cap"":1024,""dropped"":4294966516,""dropped_total"":1302,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":500,""rate2"":493,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122070,""m7_us"":31937027,""m4_us"":29672572,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1782489160.694300,213392.296000,"{""t_ms"":33737,""hwm"":0,""cap"":1024,""dropped"":22,""dropped_total"":1324,""crc_err"":0,""crc_err_total"":46,""overrun"":0,""overrun_total"":0,""rate1"":504,""rate2"":497,""rate_other"":16,""prod1"":0,""prod2"":0,""sma_state"":0,""m4_loops_per_s"":122178,""m7_us"":32977975,""m4_us"":30713518,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
