host_timestamp_s,monotonic_s,kind,detail
1782482257.730023,206489.328000,session,start console_20260626_095736
1782482259.730564,206491.328000,warn,"LCR startup: worker error RuntimeError('Could not connect to Keysight E4980 LCR meter. Check USB/LAN cable, instrument power, and VISA backend.')"
1782482259.730564,206491.328000,warn,stage startup: only 0 reads (need >=3)
1782482281.938071,206513.531000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782482283.934864,206515.531000,warn,LCR silent 3.0s — no new samples (auxiliary; other instruments still recording)
1782482283.935867,206515.531000,disarm,disarm
1782482283.995522,206515.593000,disarm,disarm
1782482284.055651,206515.656000,disarm,disarm
1782482284.123676,206515.718000,disarm,disarm
1782482284.182798,206515.781000,disarm,disarm
1782482284.243130,206515.843000,disarm,disarm
1782482284.310246,206515.906000,disarm,disarm
1782482284.369951,206515.968000,disarm,disarm
1782482284.431079,206516.031000,disarm,disarm
1782482284.498472,206516.093000,disarm,disarm
1782482284.558633,206516.156000,disarm,disarm
1782482284.617975,206516.218000,disarm,disarm
1782482284.685179,206516.281000,disarm,disarm
1782482284.748499,206516.343000,disarm,disarm
1782482284.813275,206516.406000,disarm,disarm
1782482284.877309,206516.468000,disarm,disarm
1782482284.940942,206516.531000,disarm,disarm
1782482284.991033,206516.593000,disarm,disarm
1782482285.069319,206516.671000,disarm,disarm
1782482285.117324,206516.718000,disarm,disarm
1782482285.179927,206516.781000,disarm,disarm
1782482285.242166,206516.843000,disarm,disarm
1782482285.304793,206516.906000,disarm,disarm
1782482285.366929,206516.968000,disarm,disarm
1782482285.428681,206517.031000,disarm,disarm
1782482285.506421,206517.109000,disarm,disarm
1782482285.568320,206517.156000,disarm,disarm
1782482285.630872,206517.218000,disarm,disarm
1782482285.694487,206517.296000,disarm,disarm
1782482285.741520,206517.343000,disarm,disarm
1782482285.805647,206517.406000,disarm,disarm
1782482285.868680,206517.468000,disarm,disarm
1782482285.944377,206517.546000,warn,LCR silent 5.0s — no new samples (auxiliary; other instruments still recording)
1782482285.944377,206517.546000,disarm,disarm
1782482285.996644,206517.593000,disarm,disarm
1782482286.058910,206517.656000,disarm,disarm
1782482286.122568,206517.718000,disarm,disarm
1782482286.185624,206517.781000,disarm,disarm
1782482286.247971,206517.843000,disarm,disarm
1782482286.311496,206517.906000,disarm,disarm
1782482286.375226,206517.968000,disarm,disarm
1782482286.438126,206518.031000,disarm,disarm
1782482286.500850,206518.093000,disarm,disarm
1782482286.564976,206518.156000,disarm,disarm
1782482286.619609,206518.218000,disarm,disarm
1782482286.690741,206518.281000,disarm,disarm
1782482286.753776,206518.343000,disarm,disarm
1782482286.816037,206518.406000,disarm,disarm
1782482286.879153,206518.468000,disarm,disarm
1782482286.940721,206518.531000,disarm,disarm
1782482287.002934,206518.593000,disarm,disarm
1782482287.066521,206518.656000,disarm,disarm
1782482287.130571,206518.718000,disarm,disarm
1782482287.193158,206518.781000,disarm,disarm
1782482287.255193,206518.843000,disarm,disarm
1782482287.318200,206518.906000,disarm,disarm
1782482287.380742,206518.968000,disarm,disarm
1782482287.430358,206519.031000,disarm,disarm
1782482287.498120,206519.093000,disarm,disarm
1782482287.558639,206519.156000,disarm,disarm
1782482287.618834,206519.218000,disarm,disarm
1782482287.685855,206519.281000,disarm,disarm
1782482287.745884,206519.343000,disarm,disarm
1782482287.805046,206519.406000,disarm,disarm
1782482287.873569,206519.468000,disarm,disarm
1782482287.942120,206519.531000,warn,LCR silent 7.0s — no new samples (auxiliary; other instruments still recording)
1782482287.942120,206519.531000,disarm,disarm
1782482288.005343,206519.593000,disarm,disarm
1782482288.068381,206519.656000,disarm,disarm
1782482288.131924,206519.734000,disarm,disarm
1782482288.178930,206519.781000,disarm,disarm
1782482288.241547,206519.843000,disarm,disarm
1782482288.305547,206519.906000,disarm,disarm
1782482288.369091,206519.968000,disarm,disarm
1782482288.431760,206520.031000,disarm,disarm
1782482288.494501,206520.093000,disarm,disarm
1782482288.557536,206520.156000,disarm,disarm
1782482288.620188,206520.218000,disarm,disarm
1782482288.682730,206520.281000,disarm,disarm
1782482288.746812,206520.343000,disarm,disarm
1782482288.809937,206520.406000,disarm,disarm
1782482288.873454,206520.468000,disarm,disarm
1782482288.935998,206520.531000,disarm,disarm
1782482288.998609,206520.593000,disarm,disarm
1782482289.061594,206520.656000,disarm,disarm
1782482289.124638,206520.718000,disarm,disarm
1782482289.188165,206520.781000,disarm,disarm
1782482289.250896,206520.843000,disarm,disarm
1782482289.313891,206520.906000,disarm,disarm
1782482289.377458,206520.968000,disarm,disarm
1782482289.452183,206521.046000,disarm,disarm
1782482289.504699,206521.093000,disarm,disarm
1782482289.566242,206521.156000,disarm,disarm
1782482289.619899,206521.218000,disarm,disarm
1782482289.687727,206521.281000,disarm,disarm
1782482289.745261,206521.343000,disarm,disarm
1782482289.817988,206521.406000,disarm,disarm
1782482289.880023,206521.468000,disarm,disarm
1782482290.004374,206521.593000,warn,LCR silent 9.1s — no new samples (auxiliary; other instruments still recording)
1782482290.004374,206521.593000,disarm,disarm
1782482290.009889,206521.609000,disarm,disarm
1782482290.009889,206521.609000,session,end complete
