index,time_ms,voltage_V
  Sanity check: 1.2350 V  (should be ~1.2V if generator connected)

0,1,1.925248
1,2,2.190161
2,4,1.663462
3,5,0.907884
4,6,0.472107
5,7,0.231166
6,8,0.249661
7,9,0.733590
8,10,1.489599
9,11,1.924991
10,12,2.165610
11,13,2.147073
12,14,1.663713
13,15,0.907905
14,17,0.231520
15,18,0.357616
16,19,0.733516
17,20,1.489232
18,21,1.924787
19,22,2.165733
20,23,2.039880
21,25,1.163709
22,26,0.472749
23,27,0.231632
24,28,0.357205
25,29,0.732738
26,30,1.233061
27,31,1.924071
28,32,2.190197
29,34,1.664593
30,35,0.908892
31,36,0.473221
32,37,0.231901
33,38,0.249651
34,39,0.732682
35,40,1.488111
36,41,1.923767
37,42,2.164887
38,44,1.664796
39,45,0.909257
40,47,0.231548
41,48,0.356869
42,50,1.231956
43,51,1.923213
44,53,2.040289
45,54,1.665370
46,56,0.473933
47,57,0.231746
48,58,0.249279
49,59,0.731609
50,61,1.923141
51,62,2.189998
52,64,1.665802
53,65,0.910413
54,66,0.474418
55,67,0.232280
56,68,0.356299
57,69,0.731161
58,70,1.230913
59,71,1.922871
60,73,2.040864
61,74,1.666160
62,75,1.166076
63,76,0.474522
64,78,0.356031
65,79,0.730643
66,80,1.230169
67,81,1.922498
68,83,2.041286
69,84,1.666694
70,86,0.475034
71,87,0.207130
72,89,0.730519
73,90,1.485454
74,91,1.921799
75,92,2.164190
76,93,2.041558
77,94,1.667251
78,95,1.167166
79,96,0.475043
80,97,0.232039
81,98,0.355343
82,99,0.729828
83,100,1.229353
84,101,1.921643
85,103,2.041859
86,104,1.667761
87,106,0.475473
88,107,0.232214
89,109,0.729231
90,110,1.484642
91,112,2.164151
92,113,2.041962
93,114,1.668095
94,115,0.913008
95,117,0.232993
96,118,0.354994
97,120,1.228377
98,121,1.921062
99,122,2.164442
100,123,2.042506
101,124,1.668574
102,126,0.476564
103,127,0.207065
104,129,0.728542
105,130,1.483540
106,131,1.920694
107,132,2.164328
108,133,2.148912
109,134,1.669027
110,135,0.913384
111,136,0.476739
112,137,0.233351
113,139,0.728262
114,140,1.483234
115,142,2.164025
116,143,2.042866
117,144,1.669546
118,145,0.914148
119,147,0.232829
120,148,0.354078
121,150,1.227180
122,151,1.920310
123,152,2.164190
124,153,2.043564
125,154,1.670253
126,156,0.477673
127,157,0.206643
128,159,0.726993
129,160,1.482229
130,162,2.163775
131,163,2.043414
132,164,1.670434
133,165,1.170874
134,166,0.477933
135,168,0.353671
136,169,0.726633
137,171,1.919496
138,172,2.163834
139,173,2.149386
140,174,1.670822
141,175,0.915603
142,176,0.477962
143,177,0.206848
144,179,0.726276
145,180,1.481178
146,181,1.919021
147,182,2.163717
148,183,2.043836
149,185,1.171708
150,186,0.478455
151,187,0.233807
152,188,0.353349
153,190,1.224937
154,191,1.918589
155,192,2.163320
156,193,2.044224
157,194,1.671832
158,195,1.172453
159,196,0.478651
160,198,0.352805
161,199,0.725333
162,201,1.918336
163,202,2.163102
164,204,1.672209
165,205,0.917414
166,207,0.233818
167,208,0.352617
168,209,0.724777
169,210,1.479739
170,212,2.162944
171,213,2.044385
172,215,1.173366
173,216,0.479699
174,217,0.234235
175,218,0.352104
176,219,0.724340
177,220,1.223302
178,221,1.917764
179,222,2.190643
180,224,1.673527
181,225,0.918373
182,226,0.480062
183,227,0.234376
184,228,0.247324
185,229,0.724095
186,230,1.478665
187,232,2.163046
188,233,2.045250
189,234,1.673512
190,235,1.174215
191,236,0.479945
192,237,0.234209
193,238,0.352117
194,239,0.723779
195,241,1.916681
196,242,2.190280
197,243,2.045443
198,244,1.673942
199,246,0.480339
200,247,0.206388
201,248,0.351466
202,249,0.723290
203,250,1.222208
204,251,1.916824
205,252,2.190718
206,254,1.674607
207,255,0.919734
208,256,0.480897
209,257,0.234060
210,258,0.246122
211,259,0.722436
212,260,1.477249
213,262,2.162292
214,263,2.045819
215,264,1.674719
216,265,1.176273
217,266,0.481450
218,268,0.351024
219,269,0.722264
220,271,1.916176
221,272,2.190731
222,273,2.046337
223,274,1.675225
224,275,0.920650
225,276,0.481746
226,277,0.234799
227,278,0.350730
228,280,1.220303
229,281,1.915291
230,282,2.162370
231,283,2.046674
232,284,1.675850
233,285,1.176810
234,286,0.481916
235,288,0.350592
236,289,0.721503
237,291,1.914806
238,292,2.190214
239,293,2.150688
240,294,1.675858
241,295,0.921251
242,297,0.234588
243,298,0.349972
244,299,0.720971
245,300,1.475516
246,301,1.914864
247,302,2.161974
248,303,2.047261
249,304,1.676777
250,305,0.922258
251,306,0.482919
252,307,0.235183
253,308,0.349629
254,310,1.218749
255,311,1.914467
256,312,2.161942
257,313,2.047301
258,314,1.677098
259,315,1.178688
260,316,0.483442
261,318,0.349430
262,319,0.719944
263,320,1.218338
264,321,1.914147
265,322,2.190678
266,324,1.677583
267,325,0.922959
268,327,0.235165
269,328,0.349549
270,329,0.719798
271,330,1.217659
272,331,1.913754
273,332,2.162000
274,333,2.048303
275,335,1.179603
276,336,0.483880
277,337,0.235620
278,338,0.349523
279,339,0.719466
280,340,1.217471
281,341,1.913347
282,342,2.190531
283,344,1.678642
284,345,0.923896
285,346,0.483932
286,347,0.235189
287,348,0.348830
288,350,1.216965
289,351,1.913090
290,353,2.048615
291,354,1.678856
292,355,1.180875
293,356,0.484487
294,357,0.235721
295,358,0.348502
296,359,0.718275
297,360,1.216442
298,361,1.912661
299,362,2.161696
300,363,2.048751
301,364,1.679216
302,366,0.485324
303,367,0.206835
304,368,0.348278
305,369,0.717797
306,370,1.215761
307,371,1.912327
