index,time_ms,voltage_V

0,5,0.215915
1,10,0.209097
2,15,0.299375
3,20,0.477763
4,25,0.726255
5,30,1.021134
6,35,1.333233
7,40,1.632720
8,45,1.889165
9,50,2.078397
10,55,2.181469
11,60,2.188181
12,65,2.098113
13,70,1.920196
14,75,1.671328
15,80,1.376375
16,85,1.064018
17,90,0.764620
18,95,0.507734
19,100,0.318707
20,105,0.215954
21,110,0.209065
22,115,0.299130
23,120,0.477016
24,125,0.725693
25,130,1.020548
26,135,1.332846
27,140,1.632269
28,145,1.889291
29,150,2.078311
30,155,2.181082
31,160,2.188194
32,165,2.098314
33,170,1.920500
34,175,1.671538
35,180,1.376459
36,185,1.064523
37,190,0.764869
38,195,0.508140
39,200,0.319021
40,205,0.215795
41,210,0.208823
42,215,0.298652
43,220,0.476868
44,225,0.724984
45,230,1.020153
46,235,1.332241
47,240,1.631694
48,245,1.888399
49,250,2.077831
50,255,2.180947
51,260,2.187961
52,265,2.098291
53,270,1.920575
54,275,1.672259
55,280,1.377404
56,285,1.065043
57,290,0.765567
58,295,0.508588
59,300,0.319235
60,305,0.215853
61,310,0.208734
62,315,0.298419
63,320,0.476427
64,325,0.724529
65,330,1.019648
66,335,1.331961
67,340,1.631155
68,345,1.888235
69,350,2.077717
70,355,2.181099
71,360,2.188183
72,365,2.098654
73,370,1.921080
74,375,1.672616
75,380,1.377569
76,385,1.065450
77,390,0.766081
78,395,0.509019
79,400,0.319500
80,405,0.216095
81,410,0.208925
82,415,0.298462
83,420,0.476065
84,425,0.724190
85,430,1.019198
86,435,1.331663
87,440,1.631021
88,445,1.887930
89,450,2.077421
90,455,2.180854
91,460,2.188443
92,465,2.098948
93,470,1.921418
94,475,1.672990
95,480,1.378271
96,485,1.065885
97,490,0.766536
98,495,0.509309
99,500,0.319837
100,505,0.216282
101,510,0.208601
102,515,0.298013
103,520,0.475675
104,525,0.723928
105,530,1.018605
106,535,1.331053
107,540,1.630444
108,545,1.887451
109,550,2.077052
110,555,2.180820
111,560,2.188284
112,565,2.099044
113,570,1.921738
114,575,1.673521
115,580,1.378728
116,585,1.066489
117,590,0.767004
118,595,0.509869
119,600,0.319832
120,605,0.216426
121,610,0.208768
122,615,0.297880
123,620,0.475409
124,625,0.723502
125,630,1.017998
126,635,1.330598
127,640,1.629974
128,645,1.887107
129,650,2.076939
130,655,2.180787
131,660,2.188349
132,665,2.099178
133,670,1.922065
134,675,1.674082
135,680,1.379280
136,685,1.066849
137,690,0.767422
138,695,0.510089
139,700,0.320256
140,705,0.216261
141,710,0.208425
142,715,0.297665
143,720,0.474978
144,725,0.722727
145,730,1.017458
146,735,1.329861
147,740,1.629408
148,745,1.886614
149,750,2.076691
150,755,2.180644
151,760,2.188459
152,765,2.099303
153,770,1.922490
154,775,1.674359
155,780,1.379696
156,785,1.067303
157,790,0.767742
158,795,0.510409
159,800,0.320400
160,805,0.216312
161,810,0.208578
162,815,0.297491
163,820,0.474636
164,825,0.722582
165,830,1.017212
166,835,1.329487
167,840,1.629128
168,845,1.886489
169,850,2.076527
170,855,2.180574
171,860,2.188601
172,865,2.099878
173,870,1.922815
174,875,1.674760
175,880,1.380045
176,885,1.067863
177,890,0.768191
178,895,0.510667
179,900,0.320323
180,905,0.216487
181,910,0.208319
182,915,0.297040
183,920,0.474339
184,925,0.722035
185,930,1.016677
186,935,1.328976
187,940,1.628616
188,945,1.885921
189,950,2.075973
190,955,2.180326
191,960,2.188457
192,965,2.099599
193,970,1.922994
194,975,1.675096
195,980,1.380761
196,985,1.068242
197,990,0.768550
198,995,0.511049
199,1000,0.320805
200,1005,0.216409
201,1010,0.208303
202,1015,0.297106
203,1020,0.473931
204,1025,0.721491
205,1030,1.016200
206,1035,1.328359
207,1040,1.628287
208,1045,1.885776
209,1050,2.076044
210,1055,2.180405
211,1060,2.188884
212,1065,2.100166
213,1070,1.923445
214,1075,1.675713
215,1080,1.381190
216,1085,1.068781
217,1090,0.769119
218,1095,0.511493
219,1100,0.321453
220,1105,0.216765
221,1110,0.208081
222,1115,0.296770
223,1120,0.473529
224,1125,0.720967
225,1130,1.015583
226,1135,1.327917
227,1140,1.627718
228,1145,1.885423
229,1150,2.075794
230,1155,2.180242
231,1160,2.188781
232,1165,2.100488
233,1170,1.923718
234,1175,1.676057
235,1180,1.381644
236,1185,1.069272
237,1190,0.769614
238,1195,0.511678
239,1200,0.321306
240,1205,0.216599
241,1210,0.208271
242,1215,0.296503
243,1220,0.473143
244,1225,0.720721
245,1230,1.015115
246,1235,1.327533
247,1240,1.627392
248,1245,1.885049
249,1250,2.075415
250,1255,2.180239
251,1260,2.188906
252,1265,2.100603
253,1270,1.924182
254,1275,1.676789
255,1280,1.382155
256,1285,1.069985
257,1290,0.770196
258,1295,0.512150
259,1300,0.321506
260,1305,0.216909
261,1310,0.208060
262,1315,0.296384
263,1320,0.472822
264,1325,0.719979
265,1330,1.014718
266,1335,1.326836
267,1340,1.626744
268,1345,1.884385
269,1350,2.075189
270,1355,2.179948
271,1360,2.188808
272,1365,2.100811
273,1370,1.924534
274,1375,1.677055
275,1380,1.382809
276,1385,1.070624
277,1390,0.770774
278,1395,0.512707
279,1400,0.321912
280,1405,0.216837
281,1410,0.208158
282,1415,0.296089
283,1420,0.472301
284,1425,0.719828
285,1430,1.013821
286,1435,1.326280
287,1440,1.626266
288,1445,1.884280
289,1450,2.075071
290,1455,2.180100
291,1460,2.189061
292,1465,2.101214
293,1470,1.925016
294,1475,1.677648
295,1480,1.383193
296,1485,1.070893
297,1490,0.770915
298,1495,0.512739
299,1500,0.322086
300,1505,0.216909
301,1510,0.207862
302,1515,0.295873
303,1520,0.472061
304,1525,0.719256
305,1530,1.013287
306,1535,1.325735
307,1540,1.625637
308,1545,1.883953
309,1550,2.074771
310,1555,2.179802
311,1560,2.188956
312,1565,2.101138
313,1570,1.925364
314,1575,1.677884
315,1580,1.383820
316,1585,1.071351
317,1590,0.771499
318,1595,0.513429
319,1600,0.322148
320,1605,0.216913
321,1610,0.207700
322,1615,0.295396
323,1620,0.471740
324,1625,0.718716
325,1630,1.013037
326,1635,1.325377
327,1640,1.625293
328,1645,1.883456
329,1650,2.074543
330,1655,2.179889
331,1660,2.188952
332,1665,2.101364
333,1670,1.925644
334,1675,1.678169
335,1680,1.384196
336,1685,1.071985
337,1690,0.771824
338,1695,0.513742
339,1700,0.322725
340,1705,0.217166
341,1710,0.207635
342,1715,0.295321
343,1720,0.471281
344,1725,0.718494
345,1730,1.012543
346,1735,1.324971
347,1740,1.625017
348,1745,1.883130
349,1751,2.138683
350,1756,2.196732
351,1761,2.157324
352,1766,2.023922
353,1771,1.809819
354,1776,1.535765
355,1781,1.229033
356,1786,0.919158
357,1791,0.636462
358,1796,0.408936
359,1801,0.258606
360,1806,0.200545
361,1811,0.239701
362,1816,0.373181
363,1821,0.587146
364,1826,0.861124
365,1831,1.167893
366,1836,1.477898
367,1841,1.760524
368,1846,1.988106
369,1851,2.138690
370,1856,2.196762
371,1861,2.157259
372,1866,2.024309
373,1871,1.810181
374,1876,1.536218
375,1881,1.229408
376,1886,0.919615
377,1891,0.636891
378,1896,0.409425
379,1901,0.258621
380,1906,0.200169
381,1911,0.239270
382,1916,0.372553
383,1921,0.586469
384,1926,0.860454
385,1931,1.167250
386,1936,1.477465
387,1941,1.760037
388,1946,1.987709
389,1951,2.138305
390,1956,2.196475
391,1961,2.157436
392,1966,2.024391
393,1971,1.810626
394,1976,1.536808
395,1981,1.229700
396,1986,0.920184
397,1991,0.637199
398,1996,0.409704
399,2001,0.259006
400,2006,0.200238
401,2011,0.239225
402,2016,0.372426
403,2021,0.586080
404,2026,0.859930
405,2031,1.166798
406,2036,1.477054
407,2041,1.759721
408,2046,1.987534
409,2051,2.138003
410,2056,2.196692
411,2061,2.157631
412,2066,2.024818
413,2071,1.811269
414,2076,1.537274
415,2081,1.230344
416,2086,0.920510
417,2091,0.637870
418,2096,0.409960
419,2101,0.259367
420,2106,0.200061
421,2111,0.239132
422,2116,0.372044
423,2121,0.585870
424,2126,0.859433
425,2131,1.166427
426,2136,1.476476
427,2141,1.759328
428,2146,1.987256
429,2151,2.137834
430,2156,2.196538
431,2161,2.157608
432,2166,2.025158
433,2171,1.811694
434,2176,1.537748
435,2181,1.230963
436,2186,0.920883
437,2191,0.638151
438,2196,0.410320
439,2201,0.259260
440,2206,0.200284
441,2211,0.239056
442,2216,0.371907
443,2221,0.585700
444,2226,0.858711
445,2231,1.165639
446,2236,1.475783
447,2241,1.758671
448,2246,1.986669
449,2251,2.137690
450,2256,2.196675
451,2261,2.157967
452,2266,2.025457
453,2271,1.812149
454,2276,1.538320
455,2281,1.231441
456,2286,0.921553
457,2291,0.638569
458,2296,0.410436
459,2301,0.259230
460,2306,0.200171
461,2311,0.238944
462,2316,0.371576
463,2321,0.585141
464,2326,0.858363
465,2331,1.165404
466,2336,1.475542
467,2341,1.758373
468,2346,1.986467
469,2351,2.137716
470,2356,2.196602
471,2361,2.158058
472,2366,2.025619
473,2371,1.812413
474,2376,1.539101
475,2381,1.231941
476,2386,0.921990
477,2391,0.638944
478,2396,0.410904
479,2401,0.259617
480,2406,0.200393
481,2411,0.238819
482,2416,0.371362
483,2421,0.584713
484,2426,0.858093
485,2431,1.164701
486,2436,1.475076
487,2441,1.758056
488,2446,1.986284
489,2451,2.137363
490,2456,2.196566
491,2461,2.158272
492,2466,2.026284
493,2471,1.812756
494,2476,1.539314
495,2481,1.232470
496,2486,0.922453
497,2491,0.639314
498,2496,0.411175
499,2501,0.259749
500,2506,0.200199
501,2511,0.238454
502,2516,0.370999
503,2521,0.584116
504,2526,0.857653
505,2531,1.164274
506,2536,1.474479
507,2541,1.757602
508,2546,1.985997
509,2551,2.137092
510,2556,2.196347
511,2561,2.158349
512,2566,2.026190
513,2571,1.813065
514,2576,1.539680
515,2581,1.233002
516,2586,0.922933
517,2591,0.639882
518,2596,0.411270
519,2601,0.259810
520,2606,0.200410
521,2611,0.238387
522,2616,0.370427
523,2621,0.583799
524,2626,0.857022
525,2631,1.163871
526,2636,1.473928
527,2641,1.757092
528,2646,1.985234
529,2651,2.136835
530,2656,2.196453
531,2661,2.158503
532,2666,2.026412
533,2671,1.813510
534,2676,1.540313
535,2681,1.233414
536,2686,0.923397
537,2691,0.640182
538,2696,0.411598
539,2701,0.260090
540,2706,0.200454
541,2711,0.238306
542,2716,0.370398
543,2721,0.583355
544,2726,0.856633
545,2731,1.163140
546,2736,1.473453
547,2741,1.756796
548,2746,1.985262
549,2751,2.136695
550,2756,2.196298
551,2761,2.158596
552,2766,2.026983
553,2771,1.813950
554,2776,1.540751
555,2781,1.233951
556,2786,0.923923
557,2791,0.640663
558,2796,0.411940
559,2801,0.260152
560,2806,0.200490
561,2811,0.238063
562,2816,0.369828
563,2821,0.582659
564,2826,0.856006
565,2831,1.162699
566,2836,1.472979
567,2841,1.756166
568,2846,1.985235
569,2851,2.136597
570,2856,2.196707
571,2861,2.158679
572,2866,2.026975
573,2871,1.814339
574,2876,1.541097
575,2881,1.234170
576,2886,0.924349
577,2891,0.641035
578,2896,0.412267
579,2901,0.260386
580,2906,0.200430
581,2911,0.237944
582,2916,0.369874
583,2921,0.582564
584,2926,0.855624
585,2931,1.162359
586,2936,1.472638
587,2941,1.755969
588,2946,1.984947
589,2951,2.136503
590,2956,2.196477
591,2961,2.158822
592,2966,2.027324
593,2971,1.814994
594,2976,1.541786
595,2981,1.235069
596,2986,0.924983
597,2991,0.641370
598,2996,0.412881
599,3001,0.260726
600,3006,0.200141
601,3011,0.237702
602,3016,0.369530
603,3021,0.582066
604,3026,0.855014
605,3031,1.161823
606,3036,1.472055
607,3041,1.755464
608,3046,1.984328
609,3051,2.136371
610,3056,2.196663
611,3061,2.159178
612,3066,2.027681
613,3071,1.815150
614,3076,1.542352
615,3081,1.235632
616,3086,0.925691
617,3091,0.641906
618,3096,0.412879
619,3101,0.260976
620,3106,0.200644
621,3111,0.237588
622,3116,0.369162
623,3121,0.581707
624,3126,0.854715
625,3131,1.161310
626,3136,1.471642
627,3141,1.755081
628,3146,1.984108
629,3151,2.136014
630,3156,2.196257
631,3161,2.159059
632,3166,2.027931
633,3171,1.815574
634,3176,1.542623
635,3181,1.236109
636,3186,0.926058
637,3191,0.642317
638,3196,0.413332
639,3201,0.260965
640,3206,0.200400
641,3211,0.237625
642,3216,0.369061
643,3221,0.581388
644,3226,0.854145
645,3231,1.160586
646,3236,1.470995
647,3241,1.754463
648,3246,1.983799
649,3251,2.135993
650,3256,2.196569
651,3261,2.159263
652,3266,2.028317
653,3271,1.815917
654,3276,1.543005
655,3281,1.236580
656,3286,0.926305
657,3291,0.642504
658,3296,0.413500
659,3301,0.260992
660,3306,0.200540
661,3311,0.237379
662,3316,0.368583
663,3321,0.580959
664,3326,0.853549
665,3331,1.160171
666,3336,1.470428
667,3341,1.754252
668,3346,1.983460
669,3351,2.135738
670,3356,2.196129
671,3361,2.159288
672,3366,2.028330
673,3371,1.816276
674,3376,1.543511
675,3381,1.236933
676,3386,0.926967
677,3391,0.643103
678,3396,0.413877
679,3401,0.261329
680,3406,0.200468
681,3411,0.237316
682,3416,0.368300
683,3421,0.580431
684,3426,0.853041
685,3431,1.159690
686,3436,1.469931
687,3441,1.753724
688,3446,1.982926
689,3451,2.135450
690,3456,2.196429
691,3461,2.159367
692,3466,2.028752
693,3471,1.817018
694,3476,1.544022
695,3481,1.237496
696,3486,0.927359
697,3491,0.643581
698,3496,0.414187
699,3501,0.261444
700,3506,0.200386
701,3511,0.236970
702,3516,0.367973
703,3521,0.580004
704,3526,0.852755
705,3531,1.159315
706,3536,1.469614
707,3541,1.753592
708,3546,1.982759
709,3551,2.135335
710,3556,2.196397
711,3561,2.159551
712,3566,2.029092
713,3571,1.817283
714,3576,1.544566
715,3581,1.238097
716,3586,0.927970
717,3591,0.644113
718,3596,0.414298
719,3601,0.261559
720,3606,0.200389
721,3611,0.237032
722,3616,0.367791
723,3621,0.579774
724,3626,0.852171
725,3631,1.158557
726,3636,1.469115
727,3641,1.752933
728,3646,1.982350
729,3651,2.135118
730,3656,2.196221
731,3661,2.159751
732,3666,2.029356
733,3671,1.817426
734,3676,1.544745
735,3681,1.238548
736,3686,0.928384
737,3691,0.644401
738,3696,0.414718
739,3701,0.261831
740,3706,0.200440
741,3711,0.236748
742,3716,0.367396
743,3721,0.579407
744,3726,0.851644
745,3731,1.158243
746,3736,1.468768
747,3741,1.752467
748,3746,1.982278
749,3752,2.134956
750,3757,2.196238
751,3762,2.159922
752,3767,2.029675
753,3772,1.818038
754,3777,1.545371
755,3782,1.239141
756,3787,0.928981
757,3792,0.644779
758,3797,0.415082
759,3802,0.261944
760,3807,0.200502
761,3812,0.236567
762,3817,0.367229
763,3822,0.578745
764,3827,0.851016
765,3832,1.157637
766,3837,1.468050
767,3842,1.751870
768,3847,1.981748
769,3852,2.134774
770,3857,2.196311
771,3862,2.160169
772,3867,2.029907
773,3872,1.818501
774,3877,1.545992
775,3882,1.239426
776,3887,0.929444
777,3892,0.645262
778,3897,0.415352
779,3902,0.262048
780,3907,0.200172
781,3912,0.236469
782,3917,0.366837
783,3922,0.578566
784,3927,0.850710
785,3932,1.156945
786,3937,1.467555
787,3942,1.751620
788,3947,1.981435
789,3952,2.134634
790,3957,2.196211
791,3962,2.160124
792,3967,2.030226
793,3972,1.818681
794,3977,1.546432
795,3982,1.239817
796,3987,0.929663
797,3992,0.645535
798,3997,0.415756
799,4002,0.262275
800,4007,0.200505
801,4012,0.236373
802,4017,0.366581
803,4022,0.578158
804,4027,0.850302
805,4032,1.156698
806,4037,1.467174
807,4042,1.751196
808,4047,1.981293
809,4052,2.134626
810,4057,2.196140
811,4062,2.160435
812,4067,2.030479
813,4072,1.819181
814,4077,1.546863
815,4082,1.240620
816,4087,0.930239
817,4092,0.646017
818,4097,0.416058
819,4102,0.262596
820,4107,0.200651
821,4112,0.236642
822,4117,0.366440
823,4122,0.577763
824,4127,0.849826
825,4132,1.156166
826,4137,1.466643
827,4142,1.750761
828,4147,1.980672
829,4152,2.134166
830,4157,2.196055
831,4162,2.160507
832,4167,2.030726
833,4172,1.819730
834,4177,1.547483
835,4182,1.241287
836,4187,0.930696
837,4192,0.646356
838,4197,0.416330
839,4202,0.262717
840,4207,0.200742
841,4212,0.236059
842,4217,0.366124
843,4222,0.577392
844,4227,0.849320
845,4232,1.155718
846,4237,1.466063
847,4242,1.750383
848,4247,1.980553
849,4252,2.133997
850,4257,2.196226
851,4262,2.160566
852,4267,2.030989
853,4272,1.820029
854,4277,1.547926
855,4282,1.241658
856,4287,0.931365
857,4292,0.646982
858,4297,0.416760
859,4302,0.262909
860,4307,0.200984
861,4312,0.236028
862,4317,0.365968
863,4322,0.576928
864,4327,0.848855
865,4332,1.155061
866,4337,1.465833
867,4342,1.749943
868,4347,1.980367
869,4352,2.133928
870,4357,2.196045
871,4362,2.160677
872,4367,2.031397
873,4372,1.820339
874,4377,1.548407
875,4382,1.242122
876,4387,0.932013
877,4392,0.647293
878,4397,0.417076
879,4402,0.263029
880,4407,0.200587
881,4412,0.235939
882,4417,0.365515
883,4422,0.576640
884,4427,0.848462
885,4432,1.154606
886,4437,1.465200
887,4442,1.749469
888,4447,1.980001
889,4452,2.134022
890,4457,2.196410
891,4462,2.160859
892,4467,2.031562
893,4472,1.820860
894,4477,1.548718
895,4482,1.242461
896,4487,0.932414
897,4492,0.647674
898,4497,0.417441
899,4502,0.263308
900,4507,0.200740
901,4512,0.235702
902,4517,0.365461
903,4522,0.576310
904,4527,0.847919
905,4532,1.154100
906,4537,1.464490
907,4542,1.749082
908,4547,1.979478
909,4552,2.133631
910,4557,2.196298
911,4562,2.161122
912,4567,2.032125
913,4572,1.821048
914,4577,1.549237
915,4582,1.243130
916,4587,0.932629
917,4592,0.648101
918,4597,0.417600
919,4602,0.263172
920,4607,0.200514
921,4612,0.235499
922,4617,0.364868
923,4622,0.575697
924,4627,0.847469
925,4632,1.153779
926,4637,1.464023
927,4642,1.748400
928,4647,1.978940
929,4652,2.133312
930,4657,2.195956
931,4662,2.161069
932,4667,2.032030
933,4672,1.821407
934,4677,1.549561
935,4682,1.243646
936,4687,0.933176
937,4692,0.648386
938,4697,0.417973
939,4702,0.263592
940,4707,0.200479
941,4712,0.235179
942,4717,0.364209
943,4722,0.575186
944,4727,0.846982
945,4732,1.152950
946,4737,1.463627
947,4742,1.748130
948,4747,1.978857
949,4752,2.133195
950,4757,2.196067
951,4762,2.161138
952,4767,2.032549
953,4772,1.821723
954,4777,1.550283
955,4782,1.244056
956,4787,0.933571
957,4792,0.648802
958,4797,0.418069
959,4802,0.263796
960,4807,0.200748
961,4812,0.235199
962,4817,0.364421
963,4822,0.574950
964,4827,0.846298
965,4832,1.152493
966,4837,1.463121
967,4842,1.747881
968,4847,1.978680
969,4852,2.133058
970,4857,2.196138
971,4862,2.161325
972,4867,2.032892
973,4872,1.822441
974,4877,1.550790
975,4882,1.244803
976,4887,0.934407
977,4892,0.649511
978,4897,0.418665
979,4902,0.263930
980,4908,0.200816
981,4913,0.235229
982,4918,0.364172
983,4923,0.574581
984,4928,0.845963
985,4933,1.152023
986,4938,1.462790
987,4943,1.747327
988,4948,1.978313
989,4953,2.132681
990,4958,2.195831
991,4963,2.161597
992,4968,2.032731
993,4973,1.822725
994,4978,1.551175
995,4983,1.245117
996,4988,0.934628
997,4993,0.649874
998,4998,0.418745
999,5003,0.264154
1000,5008,0.200660
1001,5013,0.234904
1002,5018,0.363974
1003,5023,0.574101
1004,5028,0.845478
1005,5033,1.151470
1006,5038,1.462047
1007,5043,1.746956
1008,5048,1.977906
1009,5053,2.132710
1010,5058,2.195748
1011,5063,2.161573
1012,5068,2.033170
1013,5073,1.822890
1014,5078,1.551612
1015,5083,1.245755
1016,5088,0.935119
1017,5093,0.650362
1018,5098,0.419067
1019,5103,0.264404
1020,5108,0.200697
1021,5113,0.234853
1022,5118,0.363650
1023,5123,0.573784
1024,5128,0.844931
1025,5133,1.150996
1026,5138,1.461814
1027,5143,1.746405
1028,5148,1.977565
1029,5153,2.132423
1030,5158,2.196006
1031,5163,2.161756
1032,5168,2.033514
1033,5173,1.823428
1034,5178,1.552230
1035,5183,1.246193
1036,5188,0.935581
1037,5193,0.650886
1038,5198,0.419563
1039,5203,0.264438
1040,5208,0.200895
1041,5213,0.234591
1042,5218,0.363284
1043,5223,0.573313
1044,5228,0.844431
1045,5233,1.150537
1046,5238,1.461082
