index,time_ms,voltage_V

0,5,1.800089
1,10,0.596500
2,15,1.799822
3,20,0.596863
4,25,1.799695
5,30,0.596877
6,35,1.799626
7,40,0.597527
8,45,1.799467
9,50,0.597683
10,55,1.799164
11,60,0.597812
12,65,1.798916
13,70,0.598011
14,75,1.798669
15,80,0.598056
16,85,1.798599
17,90,0.598489
18,95,1.798334
19,100,0.598720
20,105,1.798270
21,110,0.598773
22,115,1.797708
23,120,0.598889
24,125,1.797486
25,130,0.599303
26,135,1.797609
27,140,0.599600
28,145,1.797037
29,150,0.599711
30,155,1.796931
31,160,0.600036
32,165,1.796619
33,170,0.600288
34,175,1.796602
35,180,0.600402
36,185,1.796278
37,190,0.600569
38,195,1.795969
39,200,0.601008
40,205,1.796048
41,210,0.600972
42,215,1.795584
43,220,0.601245
44,225,1.795635
45,230,0.601243
46,235,1.795388
47,240,0.601947
48,245,1.795141
49,250,0.601954
50,255,1.794910
51,260,0.601950
52,265,1.794484
53,270,0.602447
54,275,1.794553
55,280,0.602542
56,285,1.794399
57,290,0.602746
58,295,1.794007
59,300,0.603032
60,305,1.793816
61,310,0.603296
62,315,1.793382
63,320,0.603575
64,325,1.793255
65,330,0.603541
66,335,1.793349
67,340,0.604063
68,345,1.792878
69,350,0.604202
70,355,1.792743
71,360,0.604244
72,365,1.792304
73,370,0.604719
74,375,1.792402
75,380,0.604697
76,385,1.791926
77,390,0.605158
78,395,1.792032
79,400,0.605291
80,405,1.791659
81,410,0.605412
82,415,1.791320
83,420,0.605573
84,426,1.625041
85,431,0.771574
86,436,1.625614
87,441,0.771188
88,446,1.625789
89,451,0.770908
90,456,1.626041
91,461,0.770532
92,466,1.626455
93,471,0.770183
94,476,1.626840
95,481,0.770074
96,486,1.626939
97,491,0.769723
98,496,1.627285
99,501,0.769561
100,506,1.627837
101,511,0.769196
102,516,1.628106
103,521,0.769019
104,526,1.628222
105,531,0.768568
106,536,1.628700
107,541,0.768384
108,546,1.628702
109,551,0.768045
110,556,1.628999
111,561,0.767846
112,566,1.629502
113,571,0.767590
114,576,1.629440
115,581,0.766898
116,586,1.629947
117,591,0.766738
118,596,1.630471
119,601,0.766515
120,606,1.630542
121,611,0.766136
122,616,1.631037
123,621,0.766085
124,626,1.631219
125,631,0.765387
126,636,1.631429
127,641,0.765117
128,646,1.631679
129,651,0.765061
130,656,1.632021
131,661,0.764606
132,666,1.632592
133,671,0.764456
134,676,1.632924
135,681,0.764123
136,686,1.633071
137,691,0.763828
138,696,1.633405
139,701,0.763488
140,706,1.633533
141,711,0.763157
142,716,1.633959
143,721,0.762782
144,726,1.634056
145,732,0.762286
146,737,1.634498
147,742,0.762173
148,747,1.634550
149,752,0.762071
150,757,1.635108
151,762,0.761839
152,767,1.635623
153,772,0.761568
154,777,1.635728
155,782,0.761044
156,787,1.636047
157,792,0.760808
