frame_idx,host_timestamp_s,monotonic_s,cycle_idx,mode,rel_path,laser_mm
0,1784158804.301046,68683.437000,0,snap,snapshots/cyc00_68683437.jpg,-4.3444
1,1784158804.306360,68683.437000,0,fast,cycle_00/000000.jpg,-4.3444
2,1784158804.331498,68683.468000,0,fast,cycle_00/000001.jpg,-4.3446
3,1784158804.384298,68683.500000,0,fast,cycle_00/000002.jpg,-4.3447
4,1784158804.416092,68683.531000,0,fast,cycle_00/000003.jpg,-4.3451
5,1784158804.448416,68683.562000,0,fast,cycle_00/000004.jpg,-4.3452
6,1784158804.480306,68683.593000,0,fast,cycle_00/000005.jpg,-4.3459
7,1784158804.512880,68683.625000,0,fast,cycle_00/000006.jpg,-4.3459
8,1784158804.543954,68683.656000,0,fast,cycle_00/000007.jpg,-4.3470
9,1784158804.575945,68683.687000,0,fast,cycle_00/000008.jpg,-4.3475
10,1784158804.624177,68683.718000,0,fast,cycle_00/000009.jpg,-4.3480
11,1784158804.655966,68683.765000,0,fast,cycle_00/000010.jpg,-4.3484
12,1784158804.687502,68683.796000,0,fast,cycle_00/000011.jpg,-4.3486
13,1784158804.720739,68683.828000,0,fast,cycle_00/000012.jpg,-4.3487
14,1784158804.751978,68683.875000,0,fast,cycle_00/000013.jpg,-4.3490
15,1784158804.784304,68683.906000,0,fast,cycle_00/000014.jpg,-4.3491
16,1784158804.816328,68683.937000,0,fast,cycle_00/000015.jpg,-4.3502
17,1784158804.848505,68683.968000,0,fast,cycle_00/000016.jpg,-4.3514
18,1784158804.879749,68684.000000,0,fast,cycle_00/000017.jpg,-4.3516
19,1784158804.912756,68684.031000,0,fast,cycle_00/000018.jpg,-4.3525
20,1784158804.944914,68684.062000,0,fast,cycle_00/000019.jpg,-4.3527
21,1784158804.961234,68684.093000,0,fast,cycle_00/000020.jpg,-4.3533
22,1784158805.007907,68684.125000,0,fast,cycle_00/000021.jpg,-4.3539
23,1784158805.040365,68684.156000,0,fast,cycle_00/000022.jpg,-4.3544
24,1784158805.072978,68684.187000,0,fast,cycle_00/000023.jpg,-4.3553
25,1784158805.103992,68684.218000,0,fast,cycle_00/000024.jpg,-4.3555
26,1784158805.135134,68684.250000,0,fast,cycle_00/000025.jpg,-4.3556
27,1784158805.167866,68684.281000,0,fast,cycle_00/000026.jpg,-4.3558
28,1784158805.200135,68684.312000,0,fast,cycle_00/000027.jpg,-4.3566
29,1784158805.231667,68684.343000,0,fast,cycle_00/000028.jpg,-4.3569
30,1784158805.263948,68684.375000,0,fast,cycle_00/000029.jpg,-4.3575
31,1784158805.295954,68684.406000,0,fast,cycle_00/000030.jpg,-4.3576
32,1784158806.265362,68685.406000,0,heartbeat,cycle_00/000031.jpg,-4.3682
33,1784158807.261443,68686.406000,0,heartbeat,cycle_00/000032.jpg,-4.3815
34,1784158808.272429,68687.406000,0,heartbeat,cycle_00/000033.jpg,-4.3119
35,1784158809.266060,68688.406000,0,heartbeat,cycle_00/000034.jpg,-4.2517
36,1784158810.139128,68689.281000,1,snap,snapshots/cyc01_68689281.jpg,-4.2075
37,1784158810.144941,68689.281000,1,fast,cycle_01/000000.jpg,-4.2075
38,1784158810.171121,68689.312000,1,fast,cycle_01/000001.jpg,-4.2069
39,1784158810.212009,68689.359000,1,fast,cycle_01/000002.jpg,-4.2046
40,1784158810.252126,68689.390000,1,fast,cycle_01/000003.jpg,-4.2038
41,1784158810.278317,68689.421000,1,fast,cycle_01/000004.jpg,-3.9706
42,1784158810.318718,68689.453000,1,fast,cycle_01/000005.jpg,-3.8111
43,1784158810.344594,68689.484000,1,fast,cycle_01/000006.jpg,-3.0972
44,1784158810.369108,68689.515000,1,fast,cycle_01/000007.jpg,-2.8872
45,1784158810.409780,68689.546000,1,fast,cycle_01/000008.jpg,-2.8949
46,1784158810.435143,68689.578000,1,fast,cycle_01/000009.jpg,-2.8883
47,1784158810.474746,68689.609000,1,fast,cycle_01/000010.jpg,-2.8997
48,1784158810.501202,68689.640000,1,fast,cycle_01/000011.jpg,-2.9030
49,1784158810.526126,68689.671000,1,fast,cycle_01/000012.jpg,-2.9050
50,1784158810.566947,68689.703000,1,fast,cycle_01/000013.jpg,-2.9255
51,1784158810.592372,68689.734000,1,fast,cycle_01/000014.jpg,-2.9308
52,1784158810.633353,68689.781000,1,fast,cycle_01/000015.jpg,-2.9475
53,1784158810.674457,68689.812000,1,fast,cycle_01/000016.jpg,-2.9575
54,1784158810.698971,68689.843000,1,fast,cycle_01/000017.jpg,-2.9646
55,1784158810.739734,68689.875000,1,fast,cycle_01/000018.jpg,-2.9778
56,1784158810.765208,68689.906000,1,fast,cycle_01/000019.jpg,-2.9866
57,1784158810.789072,68689.937000,1,fast,cycle_01/000020.jpg,-2.9926
58,1784158810.831249,68689.968000,1,fast,cycle_01/000021.jpg,-3.0013
59,1784158810.856078,68690.000000,1,fast,cycle_01/000022.jpg,-3.0144
60,1784158810.897540,68690.031000,1,fast,cycle_01/000023.jpg,-3.0172
61,1784158810.923398,68690.062000,1,fast,cycle_01/000024.jpg,-3.0293
62,1784158810.947639,68690.093000,1,fast,cycle_01/000025.jpg,-3.0334
63,1784158810.988780,68690.125000,1,fast,cycle_01/000026.jpg,-3.0406
64,1784158811.014582,68690.156000,1,fast,cycle_01/000027.jpg,-3.0458
65,1784158811.055231,68690.187000,1,fast,cycle_01/000028.jpg,-3.0594
66,1784158811.079770,68690.218000,1,fast,cycle_01/000029.jpg,-3.0655
67,1784158811.104743,68690.250000,1,fast,cycle_01/000030.jpg,-3.0704
68,1784158812.116779,68691.265000,1,heartbeat,cycle_01/000031.jpg,-3.2707
69,1784158813.131947,68692.265000,1,heartbeat,cycle_01/000032.jpg,-3.4063
70,1784158813.555345,68692.687000,2,snap,snapshots/cyc02_68692687.jpg,-2.1708
71,1784158813.560304,68692.687000,2,fast,cycle_02/000000.jpg,-2.1708
72,1784158813.585846,68692.718000,2,fast,cycle_02/000001.jpg,-1.3352
73,1784158813.610308,68692.750000,2,fast,cycle_02/000002.jpg,0.6036
74,1784158813.634355,68692.781000,2,fast,cycle_02/000003.jpg,0.6161
75,1784158813.675477,68692.812000,2,fast,cycle_02/000004.jpg,0.6036
76,1784158813.701868,68692.843000,2,fast,cycle_02/000005.jpg,0.5888
77,1784158813.743227,68692.890000,2,fast,cycle_02/000006.jpg,0.5398
78,1784158813.783504,68692.921000,2,fast,cycle_02/000007.jpg,0.5243
79,1784158813.840187,68692.953000,2,fast,cycle_02/000008.jpg,0.4800
80,1784158813.871725,68692.984000,2,fast,cycle_02/000009.jpg,0.4510
81,1784158813.904102,68693.015000,2,fast,cycle_02/000010.jpg,0.4316
82,1784158813.935421,68693.046000,2,fast,cycle_02/000011.jpg,0.4036
83,1784158813.968241,68693.078000,2,fast,cycle_02/000012.jpg,0.3957
84,1784158813.999926,68693.109000,2,fast,cycle_02/000013.jpg,0.3623
85,1784158814.032421,68693.140000,2,fast,cycle_02/000014.jpg,0.3531
86,1784158814.063815,68693.187000,2,fast,cycle_02/000015.jpg,0.3144
87,1784158814.096158,68693.218000,2,fast,cycle_02/000016.jpg,0.3075
88,1784158814.143526,68693.250000,2,fast,cycle_02/000017.jpg,0.2851
89,1784158814.176191,68693.296000,2,fast,cycle_02/000018.jpg,0.2686
90,1784158814.207937,68693.328000,2,fast,cycle_02/000019.jpg,0.2365
91,1784158814.239978,68693.359000,2,fast,cycle_02/000020.jpg,0.2326
92,1784158814.271792,68693.390000,2,fast,cycle_02/000021.jpg,0.2057
93,1784158814.303683,68693.421000,2,fast,cycle_02/000022.jpg,0.1902
94,1784158814.335788,68693.453000,2,fast,cycle_02/000023.jpg,0.1623
95,1784158814.368379,68693.484000,2,fast,cycle_02/000024.jpg,0.1568
96,1784158814.399955,68693.515000,2,fast,cycle_02/000025.jpg,0.1349
97,1784158814.431470,68693.546000,2,fast,cycle_02/000026.jpg,0.1252
98,1784158814.464108,68693.578000,2,fast,cycle_02/000027.jpg,0.0948
