cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.955608000000002,307.60999999999683,651.9801006493507,2.4797557629870135,3.751769883116883,-73.78347348315492,-6.441789241374778
2,36.233821999999996,308.6180000000027,648.4400792079208,2.464846877887789,3.7920101320132016,-145.89832495856444,-11.669030033193991
