sweep,level_mA,heat_ms,cycle,V_on,I_on,R_on,V1,I1,R1,V2,I2,R2,step_ohm,geom,V_off
sweep_20260731_155129,250,300,4,1.1687194583333333,0.25950636904761903,4.503625335372308,1.158872252808989,0.2577065056179776,4.496868443542103,0.5040935031249999,0.11203323750000001,4.499499562574007,0.002631119031904383,5.045539321842824,0.000521474289282469
sweep_20260731_155129,250,300,5,1.13712046875,0.24511407812499997,4.639147932458235,1.1355971944444445,0.2521616277777778,4.503449650337803,0.5170562735849056,0.10678273899371071,4.8421334614329306,0.3386838110951276,5.39909897918495,0.06272969108379918
sweep_20260731_155129,250,300,6,1.1262940166666666,0.2566692333333333,4.388114625347253,1.1365223555555557,0.25702801666666664,4.421783937388755,0.5190608364779875,0.10463515094339622,4.960673653147214,0.5388897157584598,5.666391349448264,0.09510280574089384
sweep_20260731_155129,250,400,2,1.1289434374999998,0.244774625,4.612175128447239,1.1032706944444446,0.2470935944444444,4.464991077267686,0.5228344591194968,0.10741719182389935,4.867325706825738,0.40233462955805166,5.262447298722909,0.0764539019052391
sweep_20260731_155129,250,400,3,1.1029594367816093,0.24697867241379315,4.465808427918377,1.1313100280898878,0.2457045505617978,4.604351142472426,0.49865770125786174,0.11246847484276727,4.433755343041623,-0.17059579943080294,4.821451772059607,-0.03538266221377746
sweep_20260731_155129,250,400,4,1.1637614691358025,0.2601537222222223,4.473360823727604,1.1262388764044942,0.25617487078651685,4.396367500632193,0.504405832278481,0.1156633006329114,4.360984249268042,-0.035383251364151214,4.742201238535503,-0.007461355936695453
sweep_20260731_155129,250,400,5,1.141415234375,0.259642796875,4.3960982092043634,1.176203583333333,0.2479675444444445,4.743377146265421,0.5045390817610063,0.10953560377358493,4.606165158900402,-0.13721198736501883,5.096665830866713,-0.026921911680775408
sweep_20260731_155129,250,400,6,1.1445388035714286,0.24888787499999995,4.59861214039225,1.1417474550561797,0.24810215168539326,4.601924841441828,0.50567451875,0.109394596875,4.622481669070093,0.020556827628265495,5.110621444165203,0.00402237337530359
sweep_20260731_155129,350,200,2,1.6145997678571429,0.3590644821428572,4.496684713067106,1.588228733333333,0.3503066611111111,4.5338239595437635,0.5229205506329113,0.1072372405063291,4.87629622101334,0.34247226146957654,6.470477037417894,0.0529284408999687
sweep_20260731_155129,350,200,3,1.5754669833333337,0.35285913333333335,4.464861001188955,1.622361933333333,0.35866210000000004,4.523371533633838,0.5081634339622642,0.10574920125786162,4.805364276209946,0.28199274257610885,6.668196611462681,0.04228920636373574
