level_mA,heat_ms,sweep,run_type,cycle,bootstrap,i_mA,cc_pct,u_V,R_ohm,v_hot_V,i_hot_mA,r_hot_ohm,p_hot_W,r_base_ohm,t_heat_start_s,t_heat_end_s,t_pulse_utc,dx_um,x_base_um,baseline_V,peak_V,rise_V,F_base_mN,dF_mN,clipped,railed,detect_ok,n_samples,cool_s,i_low_mA,seeded
450,100,sweep_20260805_105318,map,3,0,450.41447368421046,100.1,1.7094609368421052,3.795306404919446,1.717645,445.848,3.8525349446448116,0.7658085879600001,3.999425121005998,511.400299,511.500299,2026-08-05T15:01:46.025342+00:00,54.15229426089627,-4269.891008241712,3.2730978670212765,3.318244,0.0451461329787235,320.8647296713142,4.425716047136196,0,0,1,95,30.0,0,1
450,100,sweep_20260805_105318,map,4,0,449.8334375,100.0,1.7317683124999999,3.8497989880976777,1.711574,446.16,3.836233638156715,0.7636358558399999,4.004250899693258,542.466792,542.566792,2026-08-05T15:02:17.068788+00:00,60.88803939518402,-4278.579361366622,3.266561656084656,3.316897,0.05033534391534378,320.2239790306491,4.93441906550985,0,0,1,96,30.0,0,1
450,100,sweep_20260805_105318,map,5,0,448.4472365591397,99.7,1.7246959462365592,3.845928362653902,1.7034755,444.0365,3.83634115663915,0.7564052988557499,4.0288,573.536604,573.636604,2026-08-05T15:02:48.115552+00:00,60.57087602431238,-4279.541839240634,3.2655267500000003,3.312743,0.04721624999999996,320.12252625576144,4.628651481824052,0,0,1,93,30.0,0,1
450,100,sweep_20260805_105318,map,6,0,451.33584536082475,100.3,1.749066474226804,3.875310353044297,1.701616,445.761,3.8173281197771898,0.758514049776,3.9846875276017952,604.604379,604.704379,2026-08-05T15:03:19.160279+00:00,65.87566939130556,-4284.519189086566,3.261692361702128,3.31586,0.05416763829787197,319.74663771999593,5.310102332869607,0,0,1,97,30.0,0,1
550,100,sweep_20260805_105318,map,1,1,551.4464456521739,100.3,2.093458652173913,3.7963045526534533,2.0514004999999997,541.3865,3.7891607936289504,1.1106005367932499,4.0482439404748085,658.839022,658.939022,2026-08-05T15:04:13.440151+00:00,96.4692701023423,-4303.515664355355,3.249484492063492,3.326011,0.07652650793650784,318.5498892723156,7.501962446385247,0,0,1,92,30.0,0,1
550,100,sweep_20260805_105318,map,2,0,550.0023260869564,100.0,2.0875940108695654,3.795609421730905,2.045054,546.476,3.7422576654784474,1.1175729297039998,3.995939389536057,689.906412,690.006412,2026-08-05T15:04:44.485492+00:00,87.23530334329462,-4284.251479800853,3.2615099521276596,3.332269,0.07075904787234055,319.7287559452434,6.93657314561763,0,0,1,92,30.0,0,1
550,100,sweep_20260805_105318,map,3,0,551.24,100.2,2.1306332150537632,3.8651643840319334,2.1387055,551.4275,3.8784890126081852,1.1793410271012499,3.985725429644463,720.974062,721.074062,2026-08-05T15:05:15.531093+00:00,97.12661246939479,-4249.670735741349,3.2877225000000005,3.365356,0.07763349999999924,322.29839560429497,7.61048187465511,0,0,1,93,30.0,0,1
550,100,sweep_20260805_105318,map,4,0,551.0807765957447,100.2,2.0950491063829784,3.8017096501260097,2.104369,554.397,3.7957799194440085,1.1666558604930002,4.003283675785306,752.041643,752.141643,2026-08-05T15:05:46.576625+00:00,89.6944888691396,-4285.171881663307,3.2607055767195776,3.338039,0.07733342328042259,319.64990230005634,7.581065083767876,0,0,1,94,30.0,0,1
550,100,sweep_20260805_105318,map,5,0,548.905445652174,99.8,2.072058728260869,3.77489191385045,2.0855575,548.9024999999999,3.7995044657293424,1.14476772564375,3.9711916368497304,783.110708,783.210708,2026-08-05T15:06:17.623640+00:00,86.5060604755572,-4269.938352948969,3.272381597883599,3.34298,0.070598402116401,320.79451316310997,6.92082489758272,0,0,1,92,30.0,0,1
550,100,sweep_20260805_105318,map,6,0,551.2109795918366,100.2,2.1093591836734698,3.8267727998368577,2.097291,541.815,3.870861825530854,1.136343723165,4.007539692129238,814.181717,814.281717,2026-08-05T15:06:48.672598+00:00,93.30803606201334,-4283.144561327715,3.2620896878306875,3.33789,0.07580031216931227,319.78558795796965,7.430772821755503,0,0,1,98,30.0,0,1
650,100,sweep_20260805_105318,map,1,1,648.2779032258064,99.7,2.465828677419355,3.803659919842222,2.4908655,639.345,3.8959646200408224,1.5925224030975,4.112436393591735,868.885386,868.985386,2026-08-05T15:07:43.797851+00:00,137.0470705312364,-4313.2756055413,3.2426053650793656,3.350228,0.1076226349206344,317.87552226289125,10.55034376095526,0,0,1,93,30.0,0,1
650,100,sweep_20260805_105318,map,2,0,651.1699782608696,100.2,2.4840162391304346,3.8146971175862414,2.456517,659.732,3.723507424226807,1.620642873444,3.9963397307775663,899.951703,900.051703,2026-08-05T15:08:14.841109+00:00,130.12964983964957,-4267.350219868321,3.2750945714285717,3.379524,0.10442942857142823,321.0604684013826,10.237310868677218,0,0,1,92,30.0,0,1
650,100,sweep_20260805_105318,map,3,0,651.6746979166667,100.3,2.4834535208333333,3.810879153007881,2.456325,644.021,3.8140448836295713,1.5819248828249999,3.9719915597596294,931.021695,931.121695,2026-08-05T15:08:45.888038+00:00,138.72839748437127,-4261.388779533584,3.2794625238095234,3.387088,0.10762547619047647,321.4886627044166,10.550622293195003,0,0,1,96,30.0,0,1
