level_mA,heat_ms,sweep,run_type,cycle,bootstrap,i_mA,cc_pct,u_V,R_ohm,v_hot_V,i_hot_mA,r_hot_ohm,p_hot_W,r_base_ohm,t_heat_start_s,t_heat_end_s,t_pulse_utc,dx_um,x_base_um,baseline_V,peak_V,rise_V,F_base_mN,dF_mN,clipped,railed,detect_ok,n_samples,cool_s,i_low_mA,seeded
250,300,sweep_20260731_155129,map,5,0,246.62071283783783,98.6,1.1195446655405406,4.5395403032375565,1.1129635,246.73299999999998,4.5108011494206295,0.27460482324549995,4.71569778913642,1838.98752,1839.28752,2026-07-31T20:22:07.049080+00:00,133.327589203941,-3865.1168321919945,1.915439409574468,1.96206,0.046620590425531905,187.7722492038452,4.570258437649128,0,0,1,296,30.0,0,1
250,300,sweep_20260731_155129,map,6,0,250.22544406779662,100.1,1.1343134305084748,4.533165820663471,1.13949,253.853,4.488778938992251,0.28926295497,4.724392480080152,1870.255017,1870.555017,2026-07-31T20:22:38.294616+00:00,135.46421477758622,-3905.9821917689487,1.9000662500000003,1.951402,0.05133574999999979,186.2652045350145,5.032489774347779,0,0,1,295,30.0,0,1
350,300,sweep_20260731_155129,map,1,1,348.67577551020406,99.6,1.5775134047619046,4.524298834507757,1.575283,348.645,4.518300850435256,0.5492145415349999,4.665530784336375,1925.771603,1926.071603,2026-07-31T20:23:33.097807+00:00,315.7079875805998,-4033.01940568345,1.8616986666666668,1.967317,0.10561833333333315,182.50399581026738,10.353860272493465,0,0,1,294,30.0,0,1
350,300,sweep_20260731_155129,map,2,0,350.97305067567567,100.3,1.579911097972973,4.501516839915222,1.5382354999999999,347.544,4.426016561931727,0.5346045186119999,4.7244833532798705,1957.040315,1957.340315,2026-07-31T20:24:04.343925+00:00,273.27746241692694,-3899.656006750709,1.9020688031914894,1.992005,0.08993619680851062,186.4615166266613,8.816526315142193,0,0,1,296,30.0,0,1
350,300,sweep_20260731_155129,map,3,0,351.51434246575343,100.4,1.5766787979452053,4.485389662582017,1.5376355,349.068,4.404974102467141,0.536739348714,4.732344719761216,1988.306252,1988.606252,2026-07-31T20:24:35.587269+00:00,273.7453587895634,-3908.691673781789,1.8991334814814813,1.988506,0.0893725185185188,186.17376439765837,8.761268425067428,0,0,1,292,30.0,0,1
350,300,sweep_20260731_155129,map,4,0,350.01646075085324,100.0,1.5617204436860066,4.461848566595449,1.5578995,354.49050000000005,4.3947567001090295,0.55226057270475,4.727372328267706,2019.583693,2019.883693,2026-07-31T20:25:06.842109+00:00,281.7788026534986,-3915.4093169936054,1.8966376702127656,1.990777,0.09413932978723438,185.92909777277194,9.228563223839377,0,0,1,293,30.0,0,1
350,300,sweep_20260731_155129,map,5,0,352.2477162162162,100.6,1.583922891891892,4.496616497350548,1.618546,350.95149999999995,4.611879419235992,0.568031146519,4.749117009289156,2050.853133,2051.153133,2026-07-31T20:25:38.088953+00:00,295.85455873892306,-3893.940375768249,1.9055121595744684,2.004099,0.09858684042553167,186.79907195188352,9.664556694442886,0,0,1,296,30.0,0,1
350,300,sweep_20260731_155129,map,6,0,349.7098732876712,99.9,1.570308660958904,4.490318349311141,1.521559,344.32,4.419025906133829,0.52390319488,4.7304206169553815,2082.12568,2082.42568,2026-07-31T20:26:09.338903+00:00,269.6971827878151,-3900.2019172581604,1.9019727883597883,1.990759,0.08878621164021161,186.4521042062969,8.70379223411452,0,0,1,292,30.0,0,1
450,300,sweep_20260731_155129,map,1,1,449.4301883561644,99.9,2.0035451198630136,4.457967381299372,1.975025,447.91700000000003,4.409354858154524,0.884647272925,4.640541876217332,2137.724445,2138.024445,2026-07-31T20:27:05.046755+00:00,504.21230950677955,-4065.317097215761,1.8514078941798942,2.01394,0.1625321058201057,181.4951821217594,15.933168611404263,0,0,1,292,30.0,0,1
450,300,sweep_20260731_155129,map,2,0,450.1588074324324,100.0,2.0047217331081084,4.453365567903526,2.0097575,453.28599999999994,4.433751538763607,0.910994938145,4.741237727148162,2168.998324,2169.298324,2026-07-31T20:27:36.299021+00:00,471.16946951534555,-3948.697813971369,1.8841479893617021,2.044225,0.16007701063829782,184.70472311830903,15.692493421161622,0,0,1,296,30.0,0,1
