host_timestamp_s,monotonic_s,firmware_timestamp_us,voltage_V,raw_code
1777060797.672404,822289.687000,5950000,0.17033300,73157591
1777060797.673413,822289.687000,5953000,0.17033300,73157591
1777060797.676415,822289.687000,5956000,0.17033300,73157591
1777060797.679412,822289.687000,5959000,0.17033300,73157591
1777060797.682920,822289.687000,5962000,0.17033300,73157591
1777060797.685922,822289.687000,5965000,0.17033300,73157591
1777060797.688920,822289.703000,5968000,0.17033300,73157591
1777060797.691924,822289.703000,5971000,0.17033300,73157591
1777060797.694921,822289.703000,5974000,0.17033300,73157591
1777060797.697922,822289.703000,5977000,0.17033300,73157591
1777060797.700922,822289.703000,5980000,0.17033300,73157591
1777060797.703925,822289.718000,5983000,0.17033300,73157591
1777060797.706922,822289.718000,5986000,0.17033300,73157591
1777060797.709922,822289.718000,5989000,0.17033300,73157591
1777060797.712922,822289.718000,5992000,0.17033300,73157591
1777060797.715921,822289.718000,5995000,0.17033300,73157591
1777060797.718922,822289.734000,5998000,0.17033300,73157591
1777060797.721923,822289.734000,6001000,0.17033300,73157591
1777060797.724922,822289.734000,6004000,0.17033300,73157591
1777060797.727921,822289.734000,6007000,0.17033300,73157591
1777060797.730923,822289.734000,6010000,0.17033300,73157591
1777060797.733929,822289.750000,6013000,0.17033300,73157591
1777060797.736928,822289.750000,6016000,0.17033300,73157591
1777060797.739930,822289.750000,6019000,0.17033300,73157591
1777060797.742929,822289.750000,6022000,0.17033300,73157591
1777060797.746432,822289.750000,6025000,0.17033300,73157591
1777060797.749439,822289.765000,6028000,0.17033300,73157591
1777060797.752537,822289.765000,6031000,0.17033300,73157591
1777060797.755775,822289.765000,6034000,0.17033300,73157591
1777060797.758788,822289.765000,6037000,0.17033300,73157591
1777060797.761788,822289.765000,6040000,0.17033300,73157591
1777060797.764788,822289.765000,6043000,0.17033300,73157591
1777060797.767791,822289.781000,6046000,0.17033300,73157591
1777060797.770789,822289.781000,6049000,0.17033300,73157591
1777060797.773301,822289.781000,6052000,0.17033300,73157591
1777060797.776809,822289.781000,6055000,0.17033300,73157591
1777060797.779813,822289.781000,6058000,0.17033300,73157591
1777060797.782815,822289.796000,6061000,0.17033300,73157591
1777060797.785812,822289.796000,6064000,0.17033300,73157591
1777060797.788815,822289.796000,6067000,0.17033300,73157591
1777060797.792319,822289.796000,6070000,0.17033300,73157591
1777060797.795323,822289.796000,6073000,0.17033300,73157591
1777060797.798323,822289.812000,6076000,0.17033300,73157591
1777060797.801325,822289.812000,6079000,0.17033300,73157591
1777060797.804328,822289.812000,6082000,0.17033300,73157591
1777060797.807323,822289.812000,6085000,0.17033300,73157591
1777060797.810324,822289.812000,6088000,0.17033300,73157591
1777060797.813323,822289.828000,6091000,0.17033300,73157591
1777060797.816323,822289.828000,6094000,0.17033300,73157591
1777060797.819323,822289.828000,6097000,0.17033300,73157591
1777060797.822601,822289.828000,6100000,0.17033300,73157591
1777060797.824855,822289.828000,6103000,0.17033300,73157591
1777060797.827852,822289.843000,6106000,0.17033300,73157591
1777060797.830853,822289.843000,6109000,0.17033300,73157591
1777060797.833856,822289.843000,6112000,0.17033300,73157591
1777060797.837856,822289.843000,6115000,0.17033300,73157591
1777060797.840872,822289.843000,6118000,0.17033300,73157591
1777060797.843024,822289.859000,6121000,0.17033300,73157591
1777060797.846531,822289.859000,6124000,0.17033300,73157591
1777060797.849535,822289.859000,6127000,0.17033300,73157591
1777060797.852535,822289.859000,6130000,0.17033300,73157591
1777060797.855535,822289.859000,6133000,0.17033300,73157591
1777060797.858536,822289.859000,6136000,0.17033300,73157591
1777060797.862102,822289.875000,6139000,0.17033300,73157591
1777060797.864337,822289.875000,6142000,0.17033300,73157591
1777060797.867341,822289.875000,6145000,0.17033300,73157591
1777060797.870341,822289.875000,6148000,0.17033300,73157591
1777060797.873341,822289.875000,6151000,0.17033300,73157591
1777060797.876953,822289.890000,6154000,0.17033300,73157591
1777060797.878951,822289.890000,6157000,0.17033300,73157591
1777060797.883351,822289.890000,6160000,0.17033300,73157591
1777060797.885651,822289.890000,6163000,0.17033300,73157591
1777060797.888687,822289.890000,6166000,0.17033300,73157591
1777060797.891689,822289.906000,6169000,0.17033300,73157591
1777060797.894688,822289.906000,6172000,0.17033300,73157591
1777060797.897688,822289.906000,6175000,0.17033300,73157591
1777060797.901600,822289.906000,6178000,0.17033300,73157591
1777060797.903853,822289.906000,6181000,0.17033300,73157591
1777060797.906855,822289.921000,6184000,0.17033300,73157591
1777060797.909857,822289.921000,6187000,0.17033300,73157591
1777060797.912855,822289.921000,6190000,0.17033300,73157591
1777060797.915855,822289.921000,6193000,0.17033300,73157591
1777060797.919854,822289.921000,6196000,0.17033300,73157591
1777060797.922854,822289.937000,6199000,0.17033300,73157591
1777060797.925853,822289.937000,6202000,0.17033300,73157591
1777060797.928854,822289.937000,6205000,0.17033300,73157591
1777060797.931858,822289.937000,6208000,0.17033300,73157591
1777060797.934858,822289.937000,6211000,0.17033300,73157591
1777060797.937858,822289.953000,6214000,0.17033300,73157591
1777060797.940859,822289.953000,6217000,0.17033300,73157591
1777060797.943858,822289.953000,6220000,0.17033300,73157591
1777060797.946363,822289.953000,6223000,0.17033300,73157591
1777060797.949368,822289.953000,6226000,0.17033300,73157591
1777060797.953367,822289.968000,6229000,0.17033300,73157591
1777060797.955368,822289.968000,6232000,0.17033300,73157591
1777060797.959370,822289.968000,6235000,0.17033300,73157591
1777060797.962371,822289.968000,6238000,0.17033300,73157591
1777060797.965380,822289.968000,6241000,0.17033300,73157591
1777060797.967581,822289.968000,6244000,0.17033300,73157591
1777060797.970583,822289.984000,6247000,0.17033300,73157591
1777060797.974089,822289.984000,6250000,0.17033300,73157591
1777060797.977093,822289.984000,6253000,0.17033300,73157591
1777060797.980094,822289.984000,6256000,0.17033300,73157591
1777060797.983094,822289.984000,6259000,0.17033300,73157591
1777060797.986095,822290.000000,6262000,0.17033300,73157591
1777060797.989095,822290.000000,6265000,0.17033300,73157591
1777060797.992094,822290.000000,6268000,0.17033300,73157591
1777060797.995603,822290.000000,6271000,0.17033300,73157591
1777060797.998602,822290.000000,6274000,0.17033300,73157591
1777060798.001603,822290.015000,6277000,0.17033300,73157591
1777060798.004605,822290.015000,6280000,0.17033300,73157591
1777060798.007603,822290.015000,6283000,0.17033300,73157591
1777060798.011008,822290.015000,6286000,0.17033300,73157591
1777060798.013105,822290.015000,6289000,0.17033300,73157591
1777060798.017106,822290.031000,6292000,0.17033300,73157591
1777060798.020107,822290.031000,6295000,0.17033300,73157591
1777060798.023106,822290.031000,6298000,0.17033300,73157591
1777060798.026106,822290.031000,6301000,0.17033300,73157591
1777060798.029285,822290.031000,6304000,0.17033300,73157591
1777060798.032290,822290.046000,6307000,0.17033300,73157591
1777060798.035291,822290.046000,6310000,0.17033300,73157591
1777060798.038291,822290.046000,6313000,0.17033300,73157591
1777060798.041290,822290.046000,6316000,0.17033300,73157591
1777060798.044425,822290.046000,6319000,0.17033300,73157591
1777060798.046938,822290.062000,6322000,0.17033300,73157591
1777060798.049939,822290.062000,6325000,0.17033300,73157591
1777060798.052939,822290.062000,6328000,0.17033300,73157591
1777060798.055940,822290.062000,6331000,0.17033300,73157591
1777060798.058939,822290.062000,6334000,0.17033300,73157591
1777060798.061941,822290.078000,6337000,0.17033300,73157591
1777060798.064988,822290.078000,6340000,0.17033300,73157591
1777060798.067987,822290.078000,6343000,0.17033300,73157591
1777060798.070987,822290.078000,6346000,0.17033300,73157591
1777060798.073987,822290.078000,6349000,0.17033300,73157591
1777060798.077581,822290.093000,6352000,0.17033300,73157591
1777060798.080580,822290.093000,6355000,0.17033300,73157591
1777060798.083580,822290.093000,6358000,0.17033300,73157591
1777060798.086580,822290.093000,6361000,0.17033300,73157591
1777060798.089581,822290.093000,6364000,0.17033300,73157591
1777060798.092582,822290.093000,6367000,0.17033300,73157591
1777060798.095580,822290.109000,6370000,0.17033300,73157591
1777060798.099111,822290.109000,6373000,0.17033300,73157591
1777060798.101839,822290.109000,6376000,0.17033300,73157591
1777060798.104844,822290.109000,6379000,0.17033300,73157591
1777060798.107844,822290.109000,6382000,0.17033300,73157591
1777060798.110843,822290.125000,6385000,0.17033300,73157591
1777060798.113843,822290.125000,6388000,0.17033300,73157591
1777060798.117346,822290.125000,6391000,0.17033300,73157591
1777060798.119589,822290.125000,6394000,0.17033300,73157591
1777060798.122588,822290.125000,6397000,0.17033300,73157591
1777060798.125590,822290.140000,6400000,0.17033300,73157591
1777060798.128590,822290.140000,6403000,0.17033300,73157591
1777060798.131590,822290.140000,6406000,0.17033300,73157591
1777060798.134731,822290.140000,6409000,0.17033300,73157591
1777060798.138433,822290.140000,6412000,0.17033300,73157591
1777060798.141434,822290.156000,6415000,0.17033300,73157591
1777060798.144434,822290.156000,6418000,0.17033300,73157591
1777060798.146941,822290.156000,6421000,0.17033300,73157591
1777060798.149945,822290.156000,6424000,0.17033300,73157591
1777060798.152946,822290.156000,6427000,0.17033300,73157591
1777060798.155947,822290.171000,6430000,0.17033300,73157591
1777060798.158947,822290.171000,6433000,0.17033300,73157591
1777060798.161951,822290.171000,6436000,0.17033300,73157591
1777060798.165951,822290.171000,6439000,0.17033300,73157591
1777060798.168950,822290.171000,6442000,0.17033300,73157591
1777060798.171951,822290.187000,6445000,0.17033300,73157591
1777060798.175069,822290.187000,6448000,0.17033300,73157591
1777060798.177742,822290.187000,6451000,0.17033300,73157591
1777060798.181125,822290.187000,6454000,0.17033300,73157591
1777060798.184125,822290.187000,6457000,0.17033300,73157591
1777060798.187125,822290.203000,6460000,0.17033300,73157591
1777060798.190125,822290.203000,6463000,0.17033300,73157591
1777060798.193124,822290.203000,6466000,0.17033300,73157591
1777060798.196334,822290.203000,6469000,0.17033300,73157591
1777060798.198535,822290.203000,6472000,0.17033300,73157591
1777060798.201536,822290.203000,6475000,0.17033300,73157591
1777060798.204535,822290.218000,6478000,0.17033300,73157591
1777060798.207537,822290.218000,6481000,0.17033300,73157591
1777060798.211040,822290.218000,6484000,0.17033300,73157591
1777060798.214049,822290.218000,6487000,0.17033300,73157591
1777060798.217516,822290.218000,6490000,0.17033300,73157591
1777060798.219947,822290.234000,6493000,0.17033300,73157591
1777060798.222948,822290.234000,6496000,0.17033300,73157591
1777060798.226451,822290.234000,6499000,0.17033300,73157591
1777060798.229457,822290.234000,6502000,0.17033300,73157591
1777060798.232463,822290.234000,6505000,0.17033300,73157591
1777060798.235461,822290.250000,6508000,0.17033300,73157591
1777060798.238463,822290.250000,6511000,0.17033300,73157591
1777060798.241462,822290.250000,6514000,0.17033300,73157591
1777060798.244459,822290.250000,6517000,0.17033300,73157591
1777060798.247971,822290.250000,6520000,0.17033300,73157591
1777060798.250971,822290.265000,6523000,0.17033300,73157591
1777060798.253234,822290.265000,6526000,0.17033300,73157591
1777060798.256322,822290.265000,6529000,0.17033300,73157591
1777060798.259324,822290.265000,6532000,0.17033300,73157591
1777060798.262832,822290.265000,6535000,0.17033300,73157591
1777060798.265840,822290.281000,6538000,0.17033300,73157591
1777060798.268838,822290.281000,6541000,0.17033300,73157591
1777060798.271839,822290.281000,6544000,0.17033300,73157591
1777060798.274838,822290.281000,6547000,0.17033300,73157591
1777060798.278342,822290.281000,6550000,0.17033300,73157591
1777060798.281348,822290.296000,6553000,0.17033300,73157591
1777060798.284348,822290.296000,6556000,0.17033300,73157591
1777060798.287347,822290.296000,6559000,0.17033300,73157591
1777060798.290347,822290.296000,6562000,0.17033300,73157591
