host_timestamp_s,monotonic_s,primary,secondary,status
1777061145.037335,822637.046000,1.71957000e-06,4.38882000,0
1777061145.051434,822637.062000,1.71946000e-06,4.39110000,0
1777061145.066338,822637.078000,1.71958000e-06,4.39450000,0
1777061145.081463,822637.093000,1.72005000e-06,4.39483000,0
1777061145.097253,822637.109000,1.72005000e-06,4.39483000,0
1777061145.098253,822637.109000,1.72016000e-06,4.39346000,0
1777061145.112673,822637.125000,1.72016000e-06,4.39346000,0
1777061145.113673,822637.125000,1.72049000e-06,4.39160000,0
1777061145.129674,822637.140000,1.72037000e-06,4.39071000,0
1777061145.144679,822637.156000,1.72006000e-06,4.38908000,0
1777061145.159699,822637.171000,1.71947000e-06,4.39014000,0
1777061145.174587,822637.187000,1.71938000e-06,4.39057000,0
1777061145.190149,822637.203000,1.71938000e-06,4.39057000,0
1777061145.191457,822637.203000,1.71938000e-06,4.39375000,0
1777061145.206337,822637.218000,1.71938000e-06,4.39375000,0
1777061145.207583,822637.218000,1.72000000e-06,4.39534000,0
1777061145.222276,822637.234000,1.72046000e-06,4.39436000,0
1777061145.237281,822637.250000,1.72046000e-06,4.39436000,0
1777061145.238281,822637.250000,1.72042000e-06,4.39333000,0
1777061145.253768,822637.265000,1.72031000e-06,4.39050000,0
1777061145.269022,822637.281000,1.72031000e-06,4.39050000,0
1777061145.270022,822637.281000,1.71993000e-06,4.38794000,0
1777061145.284267,822637.296000,1.71993000e-06,4.38794000,0
1777061145.285268,822637.296000,1.71972000e-06,4.38967000,0
1777061145.301198,822637.312000,1.71931000e-06,4.39199000,0
1777061145.315948,822637.328000,1.71931000e-06,4.39199000,0
1777061145.316947,822637.328000,1.71957000e-06,4.39371000,0
1777061145.331457,822637.343000,1.71967000e-06,4.39554000,0
1777061145.347460,822637.359000,1.72002000e-06,4.39417000,0
1777061145.362578,822637.375000,1.72018000e-06,4.39331000,0
1777061145.377169,822637.390000,1.72044000e-06,4.39077000,0
1777061145.392334,822637.406000,1.71973000e-06,4.38987000,0
1777061145.407846,822637.421000,1.71951000e-06,4.38998000,0
1777061145.422914,822637.437000,1.71930000e-06,4.39122000,0
1777061145.438529,822637.453000,1.71930000e-06,4.39122000,0
1777061145.439530,822637.453000,1.71939000e-06,4.39281000,0
1777061145.454040,822637.468000,1.71939000e-06,4.39281000,0
1777061145.455040,822637.468000,1.71941000e-06,4.39461000,0
1777061145.470455,822637.484000,1.71941000e-06,4.39461000,0
1777061145.471455,822637.484000,1.71975000e-06,4.39491000,0
1777061145.486471,822637.500000,1.71975000e-06,4.39491000,0
1777061145.487477,822637.500000,1.72019000e-06,4.39323000,0
1777061145.502398,822637.515000,1.72029000e-06,4.39025000,0
1777061145.517839,822637.531000,1.71992000e-06,4.39003000,0
1777061145.532195,822637.546000,1.71992000e-06,4.39003000,0
1777061145.533699,822637.546000,1.71949000e-06,4.38839000,0
1777061145.549320,822637.562000,1.71940000e-06,4.39021000,0
1777061145.563765,822637.578000,1.71940000e-06,4.39021000,0
1777061145.564768,822637.578000,1.71929000e-06,4.39253000,0
1777061145.579813,822637.593000,1.71929000e-06,4.39253000,0
1777061145.580813,822637.593000,1.71933000e-06,4.39429000,0
1777061145.596583,822637.609000,1.71933000e-06,4.39429000,0
1777061145.597583,822637.609000,1.71968000e-06,4.39391000,0
1777061145.612012,822637.625000,1.71997000e-06,4.39421000,0
1777061145.628014,822637.640000,1.71997000e-06,4.39421000,0
1777061145.629014,822637.640000,1.72009000e-06,4.39017000,0
