host_timestamp_s,monotonic_s,firmware_timestamp_us,voltage_V,raw_code
1777060090.500540,821582.515000,16081000,0.17033300,73157591
1777060090.502583,821582.515000,16084000,0.17033300,73157585
1777060090.505582,821582.515000,16087000,0.17033300,73157598
1777060090.508634,821582.515000,16090000,0.17033300,73157585
1777060090.511634,821582.515000,16093000,0.17033300,73157591
1777060090.514637,821582.515000,16096000,0.17033300,73157591
1777060090.517637,821582.531000,16099000,0.17033300,73157591
1777060090.520639,821582.531000,16102000,0.17033300,73157585
1777060090.523637,821582.531000,16105000,0.17033300,73157598
1777060090.526640,821582.531000,16108000,0.17033300,73157585
1777060090.529636,821582.531000,16111000,0.17033300,73157585
1777060090.532637,821582.546000,16114000,0.17033300,73157598
1777060090.535637,821582.546000,16117000,0.17033300,73157585
1777060090.538635,821582.546000,16120000,0.17033300,73157591
1777060090.541635,821582.546000,16123000,0.17033300,73157591
1777060090.544635,821582.546000,16126000,0.17033300,73157591
1777060090.548634,821582.562000,16129000,0.17033300,73157591
1777060090.551637,821582.562000,16132000,0.17033300,73157591
1777060090.554638,821582.562000,16135000,0.17033300,73157591
1777060090.557638,821582.562000,16138000,0.17033300,73157591
1777060090.560638,821582.562000,16141000,0.17033300,73157591
1777060090.563640,821582.578000,16144000,0.17033300,73157591
1777060090.566683,821582.578000,16147000,0.17033300,73157591
1777060090.569681,821582.578000,16150000,0.17033300,73157591
1777060090.572681,821582.578000,16153000,0.17033300,73157591
1777060090.575681,821582.578000,16156000,0.17033300,73157591
1777060090.578684,821582.593000,16159000,0.17033300,73157591
1777060090.581681,821582.593000,16162000,0.17033300,73157591
1777060090.584681,821582.593000,16165000,0.17033300,73157591
1777060090.588190,821582.593000,16168000,0.17033300,73157591
1777060090.591190,821582.593000,16171000,0.17033300,73157585
1777060090.594189,821582.609000,16174000,0.17033300,73157594
1777060090.597189,821582.609000,16177000,0.17033300,73157594
1777060090.600189,821582.609000,16180000,0.17033300,73157591
1777060090.603192,821582.609000,16183000,0.17033300,73157591
1777060090.606192,821582.609000,16186000,0.17033300,73157591
1777060090.609195,821582.625000,16189000,0.17033300,73157591
1777060090.612197,821582.625000,16192000,0.17033300,73157591
1777060090.614194,821582.625000,16195000,0.17033300,73157591
1777060090.618317,821582.625000,16198000,0.17033300,73157591
1777060090.621207,821582.625000,16201000,0.17033300,73157591
1777060090.624206,821582.625000,16204000,0.17033300,73157591
1777060090.627208,821582.640000,16207000,0.17033300,73157591
1777060090.630207,821582.640000,16210000,0.17033300,73157591
1777060090.633209,821582.640000,16213000,0.17033300,73157591
1777060090.636207,821582.640000,16216000,0.17033300,73157591
1777060090.639206,821582.640000,16219000,0.17033300,73157591
1777060090.642207,821582.656000,16222000,0.17033300,73157591
1777060090.645206,821582.656000,16225000,0.17033300,73157591
1777060090.648206,821582.656000,16228000,0.17033300,73157591
1777060090.651210,821582.656000,16231000,0.17033300,73157591
1777060090.654211,821582.656000,16234000,0.17033300,73157591
1777060090.658210,821582.671000,16237000,0.17033300,73157591
1777060090.661209,821582.671000,16240000,0.17033300,73157591
1777060090.663210,821582.671000,16243000,0.17033300,73157591
1777060090.667228,821582.671000,16246000,0.17033300,73157591
1777060090.669765,821582.671000,16249000,0.17033300,73157591
1777060090.672762,821582.687000,16252000,0.17033300,73157591
1777060090.675764,821582.687000,16255000,0.17033300,73157591
1777060090.679273,821582.687000,16258000,0.17033300,73157591
1777060090.682273,821582.687000,16261000,0.17033300,73157591
1777060090.685272,821582.687000,16264000,0.17033300,73157591
1777060090.687938,821582.703000,16267000,0.17033300,73157591
1777060090.690938,821582.703000,16270000,0.17033300,73157591
1777060090.693934,821582.703000,16273000,0.17033300,73157589
1777060090.697446,821582.703000,16276000,0.17033300,73157596
1777060090.700445,821582.703000,16279000,0.17033300,73157583
1777060090.703449,821582.718000,16282000,0.17033300,73157598
1777060090.706951,821582.718000,16285000,0.17033300,73157585
1777060090.709956,821582.718000,16288000,0.17033300,73157591
1777060090.712957,821582.718000,16291000,0.17033300,73157591
1777060090.715957,821582.718000,16294000,0.17033300,73157591
1777060090.718956,821582.734000,16297000,0.17033300,73157591
1777060090.721956,821582.734000,16300000,0.17033300,73157591
1777060090.724961,821582.734000,16303000,0.17033300,73157591
1777060090.727464,821582.734000,16306000,0.17033300,73157591
1777060090.730472,821582.734000,16309000,0.17033300,73157591
1777060090.733473,821582.734000,16312000,0.17033300,73157591
1777060090.736472,821582.750000,16315000,0.17033300,73157591
1777060090.739471,821582.750000,16318000,0.17033300,73157591
1777060090.742472,821582.750000,16321000,0.17033300,73157591
1777060090.746470,821582.750000,16324000,0.17033300,73157591
1777060090.749138,821582.750000,16327000,0.17033300,73157588
1777060090.751745,821582.765000,16330000,0.17033300,73157596
1777060090.754744,821582.765000,16333000,0.17033300,73157589
1777060090.757744,821582.765000,16336000,0.17033300,73157591
1777060090.760746,821582.765000,16339000,0.17033300,73157591
1777060090.764748,821582.765000,16342000,0.17033300,73157591
1777060090.767807,821582.781000,16345000,0.17033300,73157591
1777060090.770808,821582.781000,16348000,0.17033300,73157585
1777060090.773807,821582.781000,16351000,0.17033300,73157598
1777060090.776806,821582.781000,16354000,0.17033300,73157585
1777060090.779806,821582.781000,16357000,0.17033300,73157591
1777060090.782806,821582.796000,16360000,0.17033300,73157598
1777060090.785807,821582.796000,16363000,0.17033300,73157585
1777060090.788808,821582.796000,16366000,0.17033300,73157591
1777060090.791807,821582.796000,16369000,0.17033300,73157591
1777060090.794961,821582.796000,16372000,0.17033300,73157591
1777060090.797966,821582.812000,16375000,0.17033300,73157591
1777060090.801243,821582.812000,16378000,0.17033300,73157591
1777060090.803444,821582.812000,16381000,0.17033300,73157591
1777060090.806481,821582.812000,16384000,0.17033300,73157591
1777060090.809481,821582.812000,16387000,0.17033300,73157591
1777060090.812481,821582.828000,16390000,0.17033300,73157591
1777060090.816483,821582.828000,16393000,0.17033300,73157591
1777060090.819514,821582.828000,16396000,0.17033300,73157591
1777060090.822517,821582.828000,16399000,0.17033300,73157591
1777060090.825517,821582.828000,16402000,0.17033300,73157591
1777060090.828517,821582.843000,16405000,0.17033300,73157591
1777060090.831520,821582.843000,16408000,0.17033300,73157591
1777060090.834517,821582.843000,16411000,0.17033300,73157591
1777060090.837715,821582.843000,16414000,0.17033300,73157591
1777060090.840719,821582.843000,16417000,0.17033300,73157591
1777060090.843721,821582.859000,16420000,0.17033300,73157591
1777060090.846719,821582.859000,16423000,0.17033300,73157591
1777060090.849719,821582.859000,16426000,0.17033300,73157591
1777060090.852724,821582.859000,16429000,0.17033300,73157591
1777060090.855724,821582.859000,16432000,0.17033300,73157591
1777060090.858725,821582.875000,16435000,0.17033300,73157591
1777060090.861723,821582.875000,16438000,0.17033300,73157591
1777060090.864723,821582.875000,16441000,0.17033300,73157591
1777060090.867964,821582.875000,16444000,0.17033300,73157591
1777060090.870964,821582.875000,16447000,0.17033300,73157591
1777060090.873967,821582.875000,16450000,0.17033300,73157591
