host_timestamp_s,monotonic_s,primary,secondary,status
1777061111.324594,822603.328000,1.71979000e-06,4.39408000,0
1777061111.338251,822603.343000,1.72017000e-06,4.39408000,0
1777061111.353782,822603.359000,1.72046000e-06,4.39193000,0
1777061111.369309,822603.375000,1.72045000e-06,4.38819000,0
1777061111.384831,822603.390000,1.72030000e-06,4.38891000,0
1777061111.399183,822603.406000,1.71984000e-06,4.38764000,0
1777061111.414876,822603.421000,1.71956000e-06,4.38896000,0
1777061111.430491,822603.437000,1.71961000e-06,4.39177000,0
1777061111.445612,822603.453000,1.71961000e-06,4.39177000,0
1777061111.446613,822603.453000,1.71951000e-06,4.39328000,0
1777061111.461145,822603.468000,1.72003000e-06,4.39429000,0
1777061111.476175,822603.484000,1.72003000e-06,4.39429000,0
1777061111.477682,822603.484000,1.72054000e-06,4.39387000,0
1777061111.492711,822603.500000,1.72054000e-06,4.39387000,0
1777061111.494218,822603.500000,1.72030000e-06,4.39080000,0
1777061111.509047,822603.515000,1.72030000e-06,4.39080000,0
1777061111.509047,822603.515000,1.72039000e-06,4.38792000,0
1777061111.524468,822603.531000,1.71993000e-06,4.38677000,0
1777061111.539165,822603.546000,1.71993000e-06,4.38677000,0
1777061111.540670,822603.546000,1.71962000e-06,4.38841000,0
1777061111.555716,822603.562000,1.71952000e-06,4.39191000,0
1777061111.571247,822603.578000,1.71987000e-06,4.39559000,0
1777061111.586771,822603.593000,1.72001000e-06,4.39412000,0
1777061111.601799,822603.609000,1.72038000e-06,4.39449000,0
1777061111.616489,822603.625000,1.72060000e-06,4.39158000,0
1777061111.631824,822603.640000,1.72060000e-06,4.39158000,0
1777061111.632823,822603.640000,1.72028000e-06,4.39005000,0
1777061111.647472,822603.656000,1.72008000e-06,4.38881000,0
1777061111.663020,822603.671000,1.71935000e-06,4.38778000,0
1777061111.678547,822603.687000,1.71951000e-06,4.39063000,0
1777061111.693573,822603.703000,1.71937000e-06,4.39436000,0
1777061111.708316,822603.718000,1.71984000e-06,4.39410000,0
1777061111.723443,822603.734000,1.72016000e-06,4.39643000,0
1777061111.738546,822603.750000,1.72032000e-06,4.39332000,0
1777061111.754601,822603.765000,1.72032000e-06,4.39332000,0
1777061111.755605,822603.765000,1.72053000e-06,4.39230000,0
1777061111.770762,822603.781000,1.72015000e-06,4.38866000,0
1777061111.785784,822603.796000,1.72015000e-06,4.38866000,0
1777061111.785784,822603.796000,1.71981000e-06,4.38844000,0
1777061111.801311,822603.812000,1.71942000e-06,4.39036000,0
1777061111.816897,822603.828000,1.71942000e-06,4.39036000,0
1777061111.817897,822603.828000,1.71930000e-06,4.39277000,0
1777061111.832652,822603.843000,1.71951000e-06,4.39453000,0
1777061111.848514,822603.859000,1.71980000e-06,4.39421000,0
1777061111.862727,822603.875000,1.71980000e-06,4.39421000,0
1777061111.864239,822603.875000,1.72050000e-06,4.39298000,0
1777061111.878928,822603.890000,1.72020000e-06,4.39202000,0
1777061111.893954,822603.906000,1.72032000e-06,4.38996000,0
1777061111.909679,822603.921000,1.71966000e-06,4.38737000,0
1777061111.924316,822603.937000,1.71966000e-06,4.38737000,0
1777061111.926494,822603.937000,1.71962000e-06,4.38873000,0
1777061111.940162,822603.953000,1.71962000e-06,4.38873000,0
1777061111.942381,822603.953000,1.71952000e-06,4.39226000,0
1777061111.957260,822603.968000,1.71957000e-06,4.39481000,0
1777061111.972062,822603.984000,1.71997000e-06,4.39551000,0
1777061111.987589,822604.000000,1.72035000e-06,4.39467000,0
1777061112.001607,822604.015000,1.72039000e-06,4.39185000,0
1777061112.017704,822604.031000,1.72034000e-06,4.38948000,0
1777061112.032979,822604.046000,1.71982000e-06,4.38889000,0
1777061112.047408,822604.062000,1.71982000e-06,4.38889000,0
1777061112.049407,822604.062000,1.71927000e-06,4.38985000,0
1777061112.064507,822604.078000,1.71927000e-06,4.38985000,0
1777061112.065508,822604.078000,1.71930000e-06,4.39173000,0
1777061112.080580,822604.093000,1.71930000e-06,4.39173000,0
1777061112.081581,822604.093000,1.71952000e-06,4.39481000,0
1777061112.095814,822604.109000,1.71973000e-06,4.39387000,0
1777061112.111883,822604.125000,1.71973000e-06,4.39387000,0
1777061112.112934,822604.125000,1.71996000e-06,4.39418000,0
1777061112.127814,822604.140000,1.71996000e-06,4.39418000,0
1777061112.129012,822604.140000,1.72049000e-06,4.39057000,0
1777061112.143632,822604.156000,1.72023000e-06,4.38940000,0
1777061112.158589,822604.171000,1.71988000e-06,4.38863000,0
1777061112.173688,822604.187000,1.71973000e-06,4.38883000,0
1777061112.189215,822604.203000,1.71948000e-06,4.38960000,0
1777061112.204558,822604.218000,1.71930000e-06,4.39194000,0
1777061112.219597,822604.234000,1.71995000e-06,4.39486000,0
1777061112.234632,822604.250000,1.72006000e-06,4.39422000,0
1777061112.250214,822604.265000,1.72049000e-06,4.39130000,0
1777061112.264756,822604.265000,1.72039000e-06,4.38984000,0
1777061112.280391,822604.281000,1.72017000e-06,4.38841000,0
1777061112.294735,822604.296000,1.72002000e-06,4.38747000,0
1777061112.310492,822604.312000,1.71961000e-06,4.38952000,0
1777061112.325532,822604.328000,1.71961000e-06,4.38952000,0
1777061112.326530,822604.328000,1.71931000e-06,4.39171000,0
1777061112.341423,822604.343000,1.71931000e-06,4.39171000,0
1777061112.342423,822604.343000,1.71968000e-06,4.39365000,0
1777061112.358169,822604.359000,1.71968000e-06,4.39365000,0
1777061112.359169,822604.375000,1.71993000e-06,4.39482000,0
1777061112.373696,822604.375000,1.72040000e-06,4.39278000,0
1777061112.388964,822604.390000,1.72057000e-06,4.38991000,0
1777061112.404860,822604.406000,1.72039000e-06,4.38778000,0
1777061112.418969,822604.421000,1.72013000e-06,4.38710000,0
1777061112.435503,822604.437000,1.71973000e-06,4.38866000,0
1777061112.450043,822604.453000,1.71919000e-06,4.39133000,0
1777061112.465575,822604.468000,1.71961000e-06,4.39292000,0
1777061112.481104,822604.484000,1.72001000e-06,4.39506000,0
1777061112.495731,822604.500000,1.72046000e-06,4.39370000,0
1777061112.511190,822604.515000,1.72063000e-06,4.39250000,0
1777061112.526155,822604.531000,1.72055000e-06,4.39009000,0
1777061112.541230,822604.546000,1.72003000e-06,4.38915000,0
1777061112.555942,822604.562000,1.71987000e-06,4.38873000,0
1777061112.571469,822604.578000,1.71956000e-06,4.39108000,0
1777061112.586996,822604.593000,1.71967000e-06,4.39328000,0
1777061112.602523,822604.609000,1.71968000e-06,4.39443000,0
1777061112.616657,822604.625000,1.72015000e-06,4.39469000,0
1777061112.632701,822604.640000,1.72068000e-06,4.39338000,0
1777061112.648342,822604.656000,1.72047000e-06,4.39156000,0
1777061112.663023,822604.671000,1.72013000e-06,4.38678000,0
1777061112.678613,822604.687000,1.71968000e-06,4.38877000,0
1777061112.693756,822604.703000,1.71965000e-06,4.38941000,0
1777061112.709300,822604.718000,1.71961000e-06,4.39192000,0
1777061112.724427,822604.734000,1.71964000e-06,4.39495000,0
1777061112.739467,822604.750000,1.71992000e-06,4.39514000,0
1777061112.754124,822604.765000,1.72031000e-06,4.39511000,0
1777061112.769652,822604.781000,1.72058000e-06,4.39256000,0
1777061112.785183,822604.796000,1.72042000e-06,4.38945000,0
1777061112.799704,822604.812000,1.72041000e-06,4.38978000,0
1777061112.815233,822604.828000,1.72041000e-06,4.38978000,0
1777061112.816232,822604.828000,1.71987000e-06,4.38959000,0
1777061112.831295,822604.843000,1.71944000e-06,4.39126000,0
1777061112.846422,822604.859000,1.71944000e-06,4.39126000,0
1777061112.847422,822604.859000,1.71974000e-06,4.39362000,0
1777061112.862651,822604.875000,1.71995000e-06,4.39523000,0
1777061112.877345,822604.890000,1.71995000e-06,4.39523000,0
1777061112.878344,822604.890000,1.72030000e-06,4.39372000,0
1777061112.893348,822604.906000,1.72029000e-06,4.39243000,0
1777061112.908360,822604.921000,1.72040000e-06,4.39131000,0
1777061112.923984,822604.937000,1.72009000e-06,4.39118000,0
1777061112.939628,822604.953000,1.71952000e-06,4.38925000,0
1777061112.954135,822604.968000,1.71933000e-06,4.38997000,0
1777061112.969644,822604.984000,1.71945000e-06,4.39180000,0
1777061112.984764,822605.000000,1.71951000e-06,4.39502000,0
1777061113.000383,822605.015000,1.71951000e-06,4.39502000,0
1777061113.001385,822605.015000,1.72013000e-06,4.39419000,0
1777061113.016500,822605.031000,1.72033000e-06,4.39391000,0
1777061113.030753,822605.046000,1.72039000e-06,4.39167000,0
1777061113.046312,822605.062000,1.72029000e-06,4.38945000,0
1777061113.061129,822605.062000,1.71980000e-06,4.38803000,0
1777061113.076636,822605.078000,1.71980000e-06,4.38803000,0
1777061113.077638,822605.093000,1.71962000e-06,4.39047000,0
1777061113.092637,822605.093000,1.71962000e-06,4.39047000,0
1777061113.093641,822605.109000,1.71928000e-06,4.39173000,0
1777061113.108691,822605.125000,1.71928000e-06,4.39173000,0
1777061113.109695,822605.125000,1.71941000e-06,4.39477000,0
1777061113.125312,822605.140000,1.71981000e-06,4.39608000,0
1777061113.140322,822605.156000,1.72008000e-06,4.39335000,0
1777061113.155490,822605.156000,1.72015000e-06,4.39083000,0
1777061113.170285,822605.171000,1.72028000e-06,4.38911000,0
1777061113.185795,822605.187000,1.71984000e-06,4.38755000,0
1777061113.201103,822605.203000,1.71960000e-06,4.38891000,0
1777061113.216611,822605.218000,1.71944000e-06,4.39106000,0
1777061113.231610,822605.234000,1.71951000e-06,4.39285000,0
1777061113.246613,822605.250000,1.71980000e-06,4.39498000,0
1777061113.261959,822605.265000,1.72003000e-06,4.39445000,0
1777061113.276806,822605.281000,1.72041000e-06,4.39265000,0
1777061113.292052,822605.296000,1.72041000e-06,4.39265000,0
1777061113.293056,822605.296000,1.72031000e-06,4.38976000,0
1777061113.307922,822605.312000,1.72031000e-06,4.38976000,0
1777061113.309042,822605.312000,1.71999000e-06,4.38822000,0
