host_timestamp_s,monotonic_s,kind,detail
1782847402.751649,14067.890000,session,start console_20260630_152322
1782847421.740339,14086.890000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1782847423.740860,14088.890000,disarm,disarm
1782847423.803974,14088.953000,disarm,disarm
1782847423.867422,14089.015000,error,"send failed 'disarm': WriteFile failed (PermissionError(13, 'The device does not recognize the command.', None, 22))"
1782847423.928543,14089.078000,disarm,disarm
1782847423.989901,14089.140000,disarm,disarm
1782847424.051695,14089.203000,disarm,disarm
1782847424.128664,14089.281000,disarm,disarm
1782847424.191564,14089.343000,disarm,disarm
1782847424.253407,14089.406000,disarm,disarm
1782847424.315328,14089.453000,disarm,disarm
1782847424.376756,14089.515000,disarm,disarm
1782847424.439667,14089.578000,disarm,disarm
1782847424.501140,14089.640000,disarm,disarm
1782847424.562517,14089.703000,disarm,disarm
1782847424.624331,14089.765000,disarm,disarm
1782847424.685851,14089.828000,disarm,disarm
1782847424.748060,14089.890000,disarm,disarm
1782847424.809417,14089.953000,disarm,disarm
1782847424.871556,14090.015000,disarm,disarm
1782847424.932312,14090.078000,disarm,disarm
1782847425.003888,14090.156000,disarm,disarm
1782847425.057231,14090.203000,disarm,disarm
1782847425.118484,14090.265000,disarm,disarm
1782847425.181098,14090.328000,disarm,disarm
1782847425.243400,14090.390000,disarm,disarm
1782847425.305886,14090.453000,disarm,disarm
1782847425.366981,14090.515000,disarm,disarm
1782847425.428432,14090.578000,disarm,disarm
1782847425.490474,14090.640000,disarm,disarm
1782847425.552191,14090.703000,disarm,disarm
1782847425.629150,14090.781000,disarm,disarm
1782847425.690988,14090.843000,disarm,disarm
1782847425.747568,14090.890000,disarm,disarm
1782847425.814453,14090.953000,disarm,disarm
1782847425.867325,14091.015000,disarm,disarm
1782847425.926331,14091.078000,disarm,disarm
1782847425.994325,14091.140000,disarm,disarm
1782847426.054310,14091.203000,disarm,disarm
1782847426.122123,14091.265000,disarm,disarm
1782847426.181604,14091.328000,disarm,disarm
1782847426.250297,14091.390000,disarm,disarm
1782847426.312251,14091.453000,disarm,disarm
1782847426.374261,14091.515000,disarm,disarm
1782847426.437174,14091.578000,disarm,disarm
1782847426.498508,14091.640000,disarm,disarm
1782847426.560689,14091.703000,disarm,disarm
1782847426.622038,14091.765000,disarm,disarm
1782847426.683298,14091.828000,disarm,disarm
1782847426.745209,14091.890000,disarm,disarm
1782847426.803610,14091.953000,disarm,disarm
1782847426.869662,14092.015000,disarm,disarm
1782847426.930571,14092.078000,disarm,disarm
1782847426.991555,14092.140000,disarm,disarm
1782847427.051172,14092.203000,disarm,disarm
1782847427.117936,14092.265000,disarm,disarm
1782847427.180607,14092.328000,disarm,disarm
1782847427.243890,14092.390000,disarm,disarm
1782847427.305265,14092.453000,disarm,disarm
1782847427.366627,14092.515000,disarm,disarm
1782847427.426166,14092.578000,disarm,disarm
1782847427.491589,14092.640000,disarm,disarm
1782847427.553686,14092.703000,disarm,disarm
1782847427.616142,14092.765000,disarm,disarm
1782847427.678032,14092.828000,disarm,disarm
1782847427.739570,14092.890000,disarm,disarm
1782847427.801618,14092.953000,disarm,disarm
1782847427.866898,14093.015000,disarm,disarm
1782847427.930453,14093.078000,disarm,disarm
1782847427.994287,14093.140000,disarm,disarm
1782847428.059011,14093.203000,disarm,disarm
1782847428.116802,14093.265000,disarm,disarm
1782847428.186202,14093.328000,disarm,disarm
1782847428.249156,14093.390000,disarm,disarm
1782847428.310951,14093.453000,disarm,disarm
1782847428.357102,14093.500000,arm,arm
1782847428.371671,14093.515000,disarm,disarm
1782847428.426790,14093.578000,disarm,disarm
1782847428.490072,14093.640000,disarm,disarm
1782847428.554883,14093.703000,disarm,disarm
1782847428.619874,14093.765000,disarm,disarm
1782847428.679141,14093.828000,disarm,disarm
1782847428.739143,14093.890000,disarm,disarm
1782847428.807948,14093.953000,disarm,disarm
1782847428.869789,14094.015000,disarm,disarm
1782847428.931415,14094.078000,disarm,disarm
1782847428.992971,14094.140000,disarm,disarm
1782847429.052152,14094.203000,disarm,disarm
1782847429.114945,14094.265000,disarm,disarm
1782847429.180167,14094.328000,disarm,disarm
1782847429.243536,14094.390000,disarm,disarm
1782847429.308132,14094.453000,disarm,disarm
