t_s,v_trig,v_dac,v_out
0.03226,0,0.28,0.66
0.03227,0,0.28,0.66
0.03228,0,0.28,0.66
0.03229,0,0.28,0.66
0.0323,0,0.28,0.64
0.03231,0,0.26,0.64
0.03232,0,0.28,0.66
0.03233,0,0.28,0.66
0.03234,0,0.28,0.64
0.03235,0,0.28,0.66
0.03236,0,0.28,0.64
0.03237,0,0.28,0.64
0.03238,0,0.28,0.64
0.03239,0,0.26,0.64
0.0324,0,0.28,0.66
0.03241,0,0.28,0.66
0.03242,0,0.26,0.64
0.03243,0,0.28,0.66
0.03244,0,0.26,0.64
0.03245,0,0.28,0.64
0.03246,0,0.28,0.66
0.03247,0,0.28,0.64
0.03248,0,0.28,0.66
0.03249,0,0.28,0.66
0.0325,0,0.28,0.64
0.03251,0,0.3,0.66
0.03252,0,0.28,0.64
0.03253,0,0.28,0.64
0.03254,0,0.28,0.66
0.03255,0,0.28,0.64
0.03256,0,0.28,0.64
0.03257,0,0.3,0.66
0.03258,0,0.26,0.64
0.03259,0,0.26,0.64
0.0326,0,0.28,0.66
0.03261,0,0.28,0.64
0.03262,0,0.28,0.66
0.03263,0,0.28,0.64
0.03264,0,0.28,0.64
0.03265,0,0.28,0.66
0.03266,0,0.26,0.64
0.03267,0,0.28,0.66
0.03268,0,0.28,0.64
0.03269,0,0.26,0.64
0.0327,0,0.28,0.64
0.03271,0,0.28,0.64
0.03272,0,0.28,0.64
0.03273,0,0.28,0.64
0.03274,0,0.26,0.64
0.03275,0,0.28,0.66
0.03276,0,0.28,0.64
0.03277,0,0.28,0.64
0.03278,0,0.28,0.66
0.03279,0,0.28,0.66
0.0328,0,0.28,0.64
0.03281,0,0.28,0.64
0.03282,0,0.28,0.66
0.03283,0,0.28,0.64
0.03284,0,0.28,0.64
0.03285,0,0.28,0.64
0.03286,0.04,0.28,0.64
0.03287,0,0.28,0.64
0.03288,0,0.28,0.64
0.03289,0,0.28,0.66
0.0329,0,0.26,0.64
0.03291,0,0.28,0.66
0.03292,0.04,0.28,0.64
0.03293,0,0.28,0.66
0.03294,0,0.28,0.64
0.03295,0,0.28,0.64
0.03296,0,0.28,0.64
0.03297,0,0.28,0.64
0.03298,0,0.26,0.64
0.03299,0,0.28,0.66
0.033,0,0.28,0.66
0.03301,0,0.26,0.64
0.03302,0,0.28,0.66
0.03303,0,0.28,0.64
0.03304,0,0.28,0.64
0.03305,0,0.3,0.66
0.03306,0,0.28,0.64
0.03307,0,0.28,0.66
0.03308,0,0.26,0.64
0.03309,0,0.28,0.64
0.0331,0,0.28,0.66
0.03311,0,0.26,0.64
0.03312,0,0.28,0.64
0.03313,0,0.28,0.66
0.03314,0,0.26,0.64
0.03315,0,0.26,0.64
0.03316,0,0.3,0.66
0.03317,0,0.28,0.64
0.03318,0,0.28,0.64
0.03319,0,0.26,0.64
0.0332,0,0.28,0.64
0.03321,0,0.28,0.66
