level_mA,heat_ms,cycle,bootstrap,i_mA,dx_um,x_base_um,baseline_V,peak_V,rise_V,clipped
750,400,1,1,754.14,1121.80,-4498.76,1.87885,2.69618,0.81733,0
750,400,2,0,763.91,1093.98,-4439.15,1.93292,2.70777,0.77485,0
750,400,3,0,759.09,1195.20,-4397.10,1.96879,2.79517,0.82637,0
750,400,4,0,759.79,1117.81,-4439.58,1.93315,2.72794,0.79478,0
950,300,1,1,965.65,2236.70,-4481.50,1.89410,3.47546,1.58136,0
950,300,2,0,956.67,2168.23,-4356.29,2.00113,3.48813,1.48700,0
950,300,3,0,948.83,2132.01,-4338.57,2.01403,3.46426,1.45024,0
950,300,4,0,945.67,2173.26,-4328.94,2.02128,3.49647,1.47518,0
