level_mA,heat_ms,cycle,bootstrap,cool_s,i_mA,u_V,R_ohm,cc_pct,dx_um,x_base_um,F_base_mN,dF_mN,clipped,railed,n_samples,sweep,run_type,i_low_mA,seeded
150,100,1,1,30.0,150.4375894736842,0.7072390210526315,4.701212134061399,100.3,83.28951878397129,-4362.622585809176,172.2444573427101,2.9795024182972654,0,0,95,sweep_20260731_145838,map,100,1
150,100,2,0,30.0,154.00088043478257,0.6979532934782608,4.53213833263658,102.7,15.83601346091018,-4246.044516903102,175.67242974939893,1.1806075077025229,0,0,92,sweep_20260731_145838,map,100,1
150,100,3,0,30.0,150.6508969072165,0.6920475567010309,4.593716804270021,100.4,34.106441476202235,-4201.166557896553,177.28315773820168,1.6547026690641993,0,0,97,sweep_20260731_145838,map,100,1
150,100,4,0,30.0,152.17084375000002,0.6974869479166665,4.583578106871518,101.4,14.23904884677495,-4076.5996016217837,181.36434562196263,0.9116629918862038,0,0,96,sweep_20260731_145838,map,100,1
150,100,5,0,30.0,154.67169791666666,0.7068399583333335,4.569937279114642,103.1,-29.978242935973867,-4110.500691455652,180.27688573624124,1.169977525461516,0,0,96,sweep_20260731_145838,map,100,1
150,100,6,0,30.0,207.29427835051544,0.962495175257732,4.6431343060527785,138.2,81.41811986396715,-4195.731705410054,177.59095733591428,2.9373563928481956,0,0,97,sweep_20260731_145838,map,100,1
250,100,1,1,30.0,258.8351086956522,1.150809706521739,4.446111318982246,103.5,99.80447320566691,-4349.0569311243025,172.77142426101287,3.752621295709955,0,0,92,sweep_20260731_145838,map,100,1
250,100,2,0,30.0,296.97508421052635,1.3445053263157896,4.527333765692837,118.8,76.65877238722805,-4190.78754318523,177.69071129754695,2.9357313621091423,0,0,95,sweep_20260731_145838,map,100,1
250,100,3,0,30.0,252.92473958333335,1.133206,4.480407894723294,101.2,49.030338672629114,-4181.5763008883605,178.09835402329603,1.7509976921105979,0,0,96,sweep_20260731_145838,map,100,1
250,100,4,0,30.0,249.93385263157896,1.1170418842105265,4.4693500798274375,100.0,46.47728679106967,-4299.385862552229,174.0822934557276,2.2723547058062312,0,0,95,sweep_20260731_145838,map,100,1
250,100,5,0,30.0,260.7410319148936,1.169568691489362,4.485556733821286,104.3,42.130237324879545,-4070.424610773776,181.441864207244,1.9384624950330296,0,0,94,sweep_20260731_145838,map,100,1
250,100,6,0,30.0,264.5527525773196,1.1950375979381442,4.517199637107825,105.8,42.011512874912114,-4241.420236777771,175.8839841754761,1.9898488432589874,0,0,97,sweep_20260731_145838,map,100,1
350,100,1,1,30.0,353.9995319148937,1.57363514893617,4.445302908802979,101.1,147.72809354447236,-4357.9324093625655,172.4529306845277,5.30806876831469,0,0,94,sweep_20260731_145838,map,100,1
350,100,2,0,30.0,351.6371720430107,1.5836209462365594,4.503565243218535,100.5,112.72404562133897,-4208.449686993318,177.17107283737124,4.021008115248078,0,0,93,sweep_20260731_145838,map,100,1
350,100,3,0,30.0,350.28420212765957,1.5982949361702128,4.56285189700825,100.1,99.75853263965291,-4127.183071458981,179.71400285041383,3.8252319407528677,0,0,94,sweep_20260731_145838,map,100,1
350,100,4,0,30.0,354.30266666666665,1.5801368387096775,4.4598502562112925,101.2,85.60926730659503,-4258.258021000519,175.24698972233247,3.738219609630344,0,0,93,sweep_20260731_145838,map,100,1
350,100,5,0,30.0,346.0708404255319,1.53521920212766,4.436141456587155,98.9,88.41808530167691,-4232.621438638377,176.1456929641284,3.400449177597945,0,0,94,sweep_20260731_145838,map,100,1
350,100,6,0,30.0,348.7944226804124,1.592617762886598,4.566064304147018,99.7,94.68465803386243,-4209.353811084416,176.91823247373532,3.4365665620384456,0,0,97,sweep_20260731_145838,map,100,1
450,100,1,1,30.0,451.0771979166667,2.0148818125,4.466822578941875,100.2,174.38389174953045,-4352.486689367879,172.60009218192448,6.020442202062038,0,0,96,sweep_20260731_145838,map,100,1
450,100,2,0,30.0,445.239914893617,1.989072404255319,4.4674170884489905,98.9,155.08724883861032,-4217.413651062345,176.70755265864474,5.330632991819566,0,0,94,sweep_20260731_145838,map,100,1
450,100,3,0,30.0,449.7133010752687,1.9964086021505376,4.439291871903958,99.9,159.97042929303097,-4221.752431552301,176.6518403065656,5.467514929093436,0,0,93,sweep_20260731_145838,map,100,1
450,100,4,0,30.0,450.18285416666674,2.0005892083333334,4.44394803093206,100.0,174.8400409621222,-4178.517893508661,178.1252822772187,5.890186626117051,0,0,96,sweep_20260731_145838,map,100,1
450,100,5,0,30.0,449.1585161290323,2.0007457096774193,4.454431203754921,99.8,154.55061716287673,-4191.075273469367,177.6179345059649,5.405951843935326,0,0,93,sweep_20260731_145838,map,100,1
450,100,6,0,30.0,449.05795959595963,2.0013296868686865,4.456729123940671,99.8,164.8902875946601,-4220.1214105767485,176.60386669560168,5.777329073940327,0,0,99,sweep_20260731_145838,map,100,1
550,100,1,1,30.0,551.3643608247423,2.4468112989690725,4.437739311458363,100.2,256.6823671257962,-4369.459177864447,171.95554437510017,8.881860781342192,0,0,97,sweep_20260731_145838,map,100,1
550,100,2,0,30.0,793.307925531915,3.49593454255319,4.406781314089554,144.2,620.7468008476208,-4120.109400704962,179.89457733252496,20.147963410768767,0,0,94,sweep_20260731_145838,map,100,1
