level_mA,heat_ms,cycle,bootstrap,cool_s,i_mA,u_V,R_ohm,cc_pct,dx_um,x_base_um,F_base_mN,dF_mN,clipped,railed,n_samples,sweep,run_type,i_low_mA,seeded
550,100,3,0,30.0,552.71438,2.46189606,4.454192163409969,100.5,262.9956699566278,-4167.221090618634,178.38487748633906,8.874727990485752,0,0,100,sweep_20260731_145838,map,100,1
550,100,4,0,30.0,548.730125,2.4446119479166666,4.455035064671666,99.8,250.89071141591558,-4142.506543233128,179.0303538581149,8.768519599574855,0,0,96,sweep_20260731_145838,map,100,1
550,100,5,0,30.0,552.5806288659794,2.4513159381443295,4.436123544857129,100.5,270.5786122680229,-4181.033495254022,177.90604109686205,9.847247992330672,0,0,97,sweep_20260731_145838,map,100,1
550,100,6,0,30.0,550.7817628865979,2.458907886597938,4.464395977294205,100.1,262.2499690790746,-4120.705615606976,179.8056304526915,9.195788055220081,0,0,97,sweep_20260731_145838,map,100,1
650,100,1,1,30.0,649.05071875,2.8562477708333334,4.400654199003355,99.9,370.12223983570084,-4345.973419659905,172.76365844911095,12.089680556470324,0,0,96,sweep_20260731_145838,map,100,1
650,100,2,0,30.0,657.1909690721649,2.910058670103093,4.428025957525818,101.1,373.9962813485713,-4212.413589701098,176.8458726583466,12.729908892627655,0,0,97,sweep_20260731_145838,map,100,1
650,100,3,0,30.0,655.6363195876289,2.887475020618557,4.4040803328813025,100.9,361.23008677003327,-4195.085283243236,177.4102282065546,12.267211387713038,0,0,97,sweep_20260731_145838,map,100,1
650,100,4,0,30.0,650.7877216494845,2.8876815773195874,4.437209678757427,100.1,357.70360922440386,-4207.004899154293,176.93710679341712,12.222043432584195,0,0,97,sweep_20260731_145838,map,100,1
650,100,5,0,30.0,650.6342315789474,2.8948470315789474,4.449269483644882,100.1,376.7894648449219,-4099.034633179221,180.3885963555811,12.760803623760813,0,0,95,sweep_20260731_145838,map,100,1
650,100,6,0,30.0,650.9796907216495,2.887576701030928,4.435740073288429,100.2,374.17042957582726,-4169.8091503148635,178.276695929738,12.397619886564813,0,0,97,sweep_20260731_145838,map,100,1
750,100,1,1,30.0,752.7025473684212,3.3163762526315783,4.405958587793021,100.4,491.41140918825477,-4357.98886035205,172.32568916974606,16.383597256184526,0,0,95,sweep_20260731_145838,map,100,1
750,100,2,0,30.0,753.0677127659573,3.3229756595744675,4.412585486329569,100.4,551.3958106499595,-4107.420201642597,180.26607951523346,18.10179936346914,0,0,94,sweep_20260731_145838,map,100,1
750,100,3,0,30.0,750.0936413043479,3.326795934782609,4.43517415905246,100.0,512.795883877784,-4184.606714544823,177.78755389705444,16.962886740983365,0,0,92,sweep_20260731_145838,map,100,1
750,100,4,0,30.0,750.0712989690722,3.336133515463918,4.4477551934719175,100.0,520.6012711423086,-4178.890492359879,178.06484153440402,17.79285811906179,0,0,97,sweep_20260731_145838,map,100,1
750,100,5,0,30.0,751.22034375,3.2949355937499996,4.386110707947664,100.2,538.0765560675572,-4071.507344106969,181.4273587433781,17.3220563980997,0,0,96,sweep_20260731_145838,map,100,1
750,100,6,0,30.0,751.483967032967,3.3077275384615388,4.401594290189868,100.2,511.703325343854,-4189.375997694678,177.67879480734723,16.989201843795914,0,0,91,sweep_20260731_145838,map,100,1
850,100,1,1,30.0,851.0936145833332,3.7673991875,4.426539129123172,100.1,652.9572543103695,-4358.587175020758,172.29485017761644,21.384504847090987,0,0,96,sweep_20260731_145838,map,100,1
850,100,2,0,30.0,850.952440860215,3.7381241290322578,4.392870799281619,100.1,705.43881238001,-4154.630234700514,178.68038354513766,23.2926797117305,0,0,93,sweep_20260731_145838,map,100,1
850,100,3,0,30.0,850.6156565656565,3.7375737070707067,4.393962982248746,100.1,705.6448481143484,-4115.832323165376,179.91011583162435,22.847096594292864,0,0,99,sweep_20260731_145838,map,100,1
850,100,4,0,30.0,1137.4780947368424,4.9804182,4.378473944284816,133.8,1680.5935924881178,-4085.376784828386,180.91221984964383,55.94886434415601,0,0,95,sweep_20260731_145838,map,100,1
850,100,5,0,30.0,850.3023298969073,3.7299661237113395,4.3866351914660395,100.0,700.2397182381551,-4084.1192156706666,180.83648345850963,23.108667413530355,0,0,97,sweep_20260731_145838,map,100,1
850,100,6,0,30.0,853.9041134020619,3.774560845360825,4.420356789619501,100.5,669.2738701069666,-4106.116854857145,179.8168614742659,22.66459002996924,0,0,97,sweep_20260731_145838,map,100,1
950,100,1,1,30.0,950.0320520833334,4.163823739583333,4.382824485187051,100.0,862.1424543848852,-4335.24528916669,173.22162053625235,28.21972311905043,0,0,96,sweep_20260731_145838,map,100,1
950,100,2,0,30.0,953.485680412371,4.188582350515463,4.392915841907507,100.4,931.8176129990065,-4098.477506898558,180.10461432403184,30.950423631845876,0,0,97,sweep_20260731_145838,map,100,1
950,100,3,0,30.0,949.8374347826086,4.185060010869566,4.406080301338522,100.0,911.2999143128136,-4155.652312366006,178.43449832928744,30.825495816806974,0,0,92,sweep_20260731_145838,map,100,1
950,100,4,0,30.0,951.2541505376342,4.161116021505377,4.374347296307278,100.1,905.3573683730792,-4123.3294699932885,179.45494798931372,30.218148369353848,0,0,93,sweep_20260731_145838,map,100,1
950,100,5,0,30.0,947.7830543478261,4.162013565217391,4.3913146010837805,99.8,882.8985938478932,-4147.068355921139,178.6614526891167,29.115530001874173,0,0,92,sweep_20260731_145838,map,100,1
950,100,6,0,30.0,952.2832105263155,4.161010263157895,4.369509214446985,100.2,878.677454059175,-4193.345837190321,177.2966979955428,29.06922792093979,0,0,95,sweep_20260731_145838,map,100,1
150,200,1,1,30.0,155.45211428571426,0.7140558285714287,4.593413424143109,103.6,87.99256045703441,-4362.568656575043,172.40668395910325,2.972164623894017,0,0,70,sweep_20260731_145838,map,100,1
150,200,2,0,30.0,151.49997461928936,0.7056984010152284,4.658076034590815,101.0,-40.549526849834365,-4145.741367651001,178.8819615283071,0.8663203292060901,0,0,197,sweep_20260731_145838,map,100,1
150,200,3,0,30.0,151.00674489795918,0.6965855765306121,4.612943461573989,100.7,28.573219160216468,-4191.350454679323,177.18460213893434,1.8758949242235727,0,0,196,sweep_20260731_145838,map,100,1
150,200,4,0,30.0,150.26712886597937,0.7012115309278352,4.666433279318416,100.2,19.720287124453534,-4225.563376658964,176.4379863562147,1.0413703209460217,0,0,194,sweep_20260731_145838,map,100,1
150,200,5,0,30.0,151.55924456521737,0.7147698641304348,4.716108649003344,101.0,46.216654239260606,-4209.618643961127,176.77789031496482,2.0530183804080155,0,0,184,sweep_20260731_145838,map,100,1
150,200,6,0,30.0,150.9050824742268,0.6946640670103094,4.603317897718598,100.6,16.001702409977042,-4161.366174490074,178.34530199927318,1.0716354162615538,0,0,194,sweep_20260731_145838,map,100,1
250,200,1,1,30.0,250.1525670103093,1.138865494845361,4.552683622065033,100.1,158.51493343536822,-4355.617490699097,172.665153559287,5.11339342465425,0,0,194,sweep_20260731_145838,map,100,1
250,200,2,0,30.0,249.07752040816325,1.1380870204081632,4.569208086475168,99.6,76.54794778649102,-4202.657535514612,176.84059874380648,3.286866634882056,0,0,196,sweep_20260731_145838,map,100,1
250,200,3,0,30.0,256.85696428571424,1.1646120459183673,4.534087869320583,102.7,82.87466164742364,-4225.19772580797,176.14328519809226,3.202971938547072,0,0,196,sweep_20260731_145838,map,100,1
250,200,4,0,30.0,248.719140625,1.1220979062499998,4.511506044248579,99.5,83.76554284805206,-4116.4010540209565,179.6991325875576,3.266327345946403,0,0,192,sweep_20260731_145838,map,100,1
250,200,5,0,30.0,249.35797905759162,1.1286955759162305,4.526406494718772,99.7,73.81152266873141,-4192.144828985638,177.16510037679762,3.029614199286547,0,0,191,sweep_20260731_145838,map,100,1
250,200,6,0,30.0,252.58205208333334,1.1246375989583333,4.452563393488015,101.0,96.9268641624717,-4175.848425450542,177.87627341759466,3.623134406504681,0,0,192,sweep_20260731_145838,map,100,1
350,200,1,1,30.0,350.3812135416666,1.5734781458333333,4.490760591666877,100.1,203.71129079673665,-4378.186094555964,171.8569664835422,6.791604737842476,0,0,192,sweep_20260731_145838,map,100,1
350,200,2,0,30.0,354.32914285714287,1.5759251326530612,4.447630584223316,101.2,205.3980282957241,-4165.3310335132455,178.4032864378996,6.471129211180316,0,0,196,sweep_20260731_145838,map,100,1
350,200,3,0,30.0,348.39199484536084,1.5566456185567015,4.468086642598211,99.5,178.41834876669873,-4208.161107360902,176.776850649982,6.320068720413455,0,0,194,sweep_20260731_145838,map,100,1
350,200,4,0,30.0,663.9949844559585,2.7495826683937823,4.140969032539668,189.7,2647.464633884856,-1628.2352098784204,257.23501665066823,81.63947284899893,0,0,193,sweep_20260731_145838,map,100,1
350,200,5,0,30.0,671.8827853403141,2.7450845130890054,4.0856598397570165,192.0,327.57774240002163,4700.14696533551,453.1669652504504,36.98753471768092,1,1,191,sweep_20260731_145838,map,100,1
350,200,6,0,30.0,669.1828205128206,2.760956892307693,4.125863377950834,191.2,-0.143002762118158,5027.6688337578635,490.1544999681313,0.0,1,1,195,sweep_20260731_145838,map,100,1
