host_timestamp_s,monotonic_s,kind,detail
1783375734.863271,542390.859000,session,start console_20260706_180854
1783375753.545767,542409.531000,warn,H7 silent 1.0s — no new samples (critical; other instruments still recording)
1783375755.541407,542411.531000,disarm,disarm
1783375755.606236,542411.593000,disarm,disarm
1783375755.667401,542411.656000,disarm,disarm
1783375755.728478,542411.718000,disarm,disarm
1783375755.790395,542411.781000,disarm,disarm
1783375755.853058,542411.843000,disarm,disarm
1783375755.915701,542411.906000,disarm,disarm
1783375755.978414,542411.968000,disarm,disarm
1783375756.038790,542412.031000,disarm,disarm
1783375756.099618,542412.093000,disarm,disarm
1783375756.160791,542412.156000,disarm,disarm
1783375756.222773,542412.218000,disarm,disarm
1783375756.298870,542412.281000,disarm,disarm
1783375756.351755,542412.343000,disarm,disarm
1783375756.412130,542412.406000,disarm,disarm
1783375756.478947,542412.468000,disarm,disarm
1783375756.535775,542412.531000,disarm,disarm
1783375756.598702,542412.593000,disarm,disarm
1783375756.666284,542412.656000,disarm,disarm
1783375756.727584,542412.718000,disarm,disarm
1783375756.789049,542412.781000,disarm,disarm
1783375756.850213,542412.843000,disarm,disarm
1783375756.911076,542412.906000,disarm,disarm
1783375756.974186,542412.968000,disarm,disarm
1783375757.049577,542413.046000,disarm,disarm
1783375757.101555,542413.093000,disarm,disarm
1783375757.168170,542413.156000,disarm,disarm
1783375757.227976,542413.218000,disarm,disarm
1783375757.288683,542413.281000,disarm,disarm
1783375757.356300,542413.343000,disarm,disarm
1783375757.417821,542413.406000,disarm,disarm
1783375757.479081,542413.468000,disarm,disarm
1783375757.538763,542413.531000,disarm,disarm
1783375757.602861,542413.593000,disarm,disarm
1783375757.664482,542413.656000,disarm,disarm
1783375757.725520,542413.718000,disarm,disarm
1783375757.787485,542413.781000,disarm,disarm
1783375757.848073,542413.843000,disarm,disarm
1783375757.910024,542413.906000,disarm,disarm
1783375757.973204,542413.968000,disarm,disarm
1783375758.035903,542414.031000,disarm,disarm
1783375758.110463,542414.093000,disarm,disarm
1783375758.166945,542414.156000,disarm,disarm
1783375758.406865,542414.390000,disarm,disarm
1783375758.411516,542414.406000,disarm,disarm
1783375758.604261,542414.593000,session,end complete
