cycle,t_s,dur_ms,i_mA,u_V,R_est,dx_um,dF_mN
1,4.953679000000001,307.9079999999976,650.8704238410597,2.689440516556292,4.297798350993377,-113.62297621032212,-10.043927079442085
2,36.232048999999996,308.523000000001,652.5307483221476,2.723562869127517,4.180072466442953,-108.8470859189747,-9.351143505694068
